airport,report_date,Hour,Scheduled Departures,Scheduled Arrivals,Average Taxi Out Time,Average Taxi Out Delay,Average Airborne Delay,Average Taxi In Delay
ORD,2023-01-06,20,47,21,21.38,9.76,0.62,8.32
ORD,2023-01-06,21,10,18,16.0,4.42,0.78,2.98
ORD,2023-01-06,22,4,9,16.0,4.66,0.23,2.52
ORD,2023-01-06,23,2,20,15.67,4.27,1.04,3.36
ORD,2023-01-07,0,1,8,13.75,3.7,1.29,4.04
ORD,2023-01-07,1,2,0,14.0,2.6,0.0,6.1
ORD,2023-01-07,2,2,0,25.5,14.1,0.0,0.0
ORD,2023-01-07,3,1,1,0.0,0.0,4.0,9.1
ORD,2023-01-07,4,0,4,0.0,0.0,0.0,11.03
ORD,2023-01-07,5,9,10,15.0,3.5,1.8,6.84
ORD,2023-01-07,6,21,24,14.64,3.05,1.84,7.48
ORD,2023-01-07,7,56,82,19.11,7.38,10.36,6.84
ORD,2023-01-07,8,92,75,27.5,16.09,2.32,10.89
ORD,2023-01-07,9,89,40,27.46,15.94,10.93,9.26
ORD,2023-01-07,10,47,17,20.0,8.35,2.44,7.17
ORD,2023-01-07,11,26,43,20.07,8.68,1.31,7.11
ORD,2023-01-07,12,44,71,19.27,7.71,2.0,6.41
ORD,2023-01-07,13,72,51,21.68,10.22,1.53,7.09
ORD,2023-01-07,14,51,50,19.62,7.82,1.54,7.58
ORD,2023-01-07,15,28,38,16.94,5.75,2.32,6.62
ORD,2023-01-07,16,45,71,16.63,5.32,2.29,4.65
ORD,2023-01-07,17,52,55,19.5,7.89,2.98,7.68
ORD,2023-01-07,18,61,113,23.67,12.04,3.79,11.94
ORD,2023-01-07,19,79,30,20.29,8.98,0.97,17.56
ORD,2023-01-07,20,57,20,21.69,10.13,1.52,8.26
ORD,2023-01-07,21,11,18,16.67,5.25,1.78,3.68
ORD,2023-01-07,22,5,12,16.6,5.14,2.0,2.43
ORD,2023-01-07,23,2,18,23.0,11.6,1.25,6.63
ORD,2023-01-08,0,3,6,22.5,11.1,1.8,5.82
ORD,2023-01-08,1,4,0,16.17,4.83,0.33,5.9
ORD,2023-01-08,2,4,0,14.0,2.6,0.0,0.0
ORD,2023-01-08,3,0,1,14.5,3.3,1.33,5.57
ORD,2023-01-08,4,2,3,17.5,6.3,2.6,10.54
ORD,2023-01-08,5,9,10,14.22,2.87,1.13,2.33
ORD,2023-01-08,6,23,20,14.63,3.02,45.71,3.05
ORD,2023-01-08,7,58,84,19.8,8.09,2.57,6.27
ORD,2023-01-08,8,93,77,19.96,8.51,1.22,9.18
ORD,2023-01-08,9,90,40,20.43,8.85,0.54,9.05
ORD,2023-01-08,10,47,16,18.65,7.19,1.63,6.42
ORD,2023-01-08,11,26,54,20.17,8.8,1.71,5.48
ORD,2023-01-08,12,51,79,18.74,7.32,2.52,4.02
ORD,2023-01-08,13,85,58,21.11,9.63,1.71,7.37
ORD,2023-01-08,14,56,55,19.56,7.91,1.82,5.17
ORD,2023-01-08,15,33,44,16.77,5.45,3.16,4.86
ORD,2023-01-08,16,50,67,17.32,5.75,2.29,4.67
ORD,2023-01-08,17,51,61,20.09,8.69,3.86,5.67
ORD,2023-01-08,18,65,119,23.28,11.67,3.28,8.08
ORD,2023-01-08,19,88,29,18.38,6.98,1.17,9.42
ORD,2023-01-08,20,59,27,19.46,8.01,2.04,11.05
ORD,2023-01-08,21,12,16,15.38,3.78,1.84,5.37
ORD,2023-01-08,22,5,9,15.17,4.07,3.87,2.1
ORD,2023-01-08,23,1,18,22.67,11.27,0.68,5.02
ORD,2023-01-09,0,1,7,21.5,10.1,0.0,5.65
ORD,2023-01-09,1,3,0,16.0,4.68,0.0,5.1
ORD,2023-01-09,2,1,0,26.0,14.6,0.0,0.0
ORD,2023-01-09,3,1,1,0.0,0.0,0.33,2.43
ORD,2023-01-09,4,1,3,0.0,0.0,0.0,2.63
ORD,2023-01-09,5,9,11,14.33,3.19,0.56,3.51
ORD,2023-01-09,6,23,20,17.28,5.86,1.25,3.93
ORD,2023-01-09,7,58,87,19.45,7.66,2.04,5.22
ORD,2023-01-09,8,93,80,21.57,10.21,1.73,8.46
ORD,2023-01-09,9,95,43,24.97,13.42,1.57,8.39
ORD,2023-01-09,10,47,14,17.19,5.72,2.33,8.08
ORD,2023-01-09,11,29,54,16.27,4.87,1.22,4.15
ORD,2023-01-09,12,53,79,17.81,6.28,2.44,4.38
ORD,2023-01-09,13,81,57,18.41,7.0,2.02,6.3
ORD,2023-01-09,14,57,57,18.08,6.36,13.03,5.73
ORD,2023-01-09,15,37,45,15.84,4.41,2.31,5.43
ORD,2023-01-09,16,47,68,14.14,3.21,2.86,4.72
ORD,2023-01-09,17,51,60,15.87,4.5,2.65,4.68
ORD,2023-01-09,18,59,119,21.68,9.88,2.58,6.7
ORD,2023-01-09,19,90,31,18.92,7.44,1.26,8.3
ORD,2023-01-09,20,55,26,19.58,8.06,0.93,6.78
ORD,2023-01-09,21,13,13,13.6,2.41,0.14,5.79
ORD,2023-01-09,22,5,12,13.83,2.82,1.38,3.93
ORD,2023-01-09,23,2,17,18.0,6.6,0.56,2.59
ORD,2023-01-10,0,3,6,14.29,3.14,0.63,3.0
ORD,2023-01-10,1,3,1,11.0,0.8,3.0,4.1
ORD,2023-01-10,2,1,0,13.0,1.8,1.5,9.6
ORD,2023-01-10,3,2,1,14.0,2.6,0.0,2.6
ORD,2023-01-10,4,0,3,15.0,3.6,0.0,0.91
ORD,2023-01-10,5,9,10,12.64,1.29,0.75,3.53
ORD,2023-01-10,6,25,17,15.11,3.52,0.72,2.82
ORD,2023-01-10,7,53,86,16.64,4.93,1.15,5.03
ORD,2023-01-10,8,89,74,18.65,7.41,2.79,6.03
ORD,2023-01-10,9,95,41,22.56,11.08,1.93,6.43
ORD,2023-01-10,10,40,16,16.0,4.49,0.5,4.31
ORD,2023-01-10,11,29,53,14.68,3.36,1.41,3.32
ORD,2023-01-10,12,49,70,18.1,6.73,1.89,3.87
ORD,2023-01-10,13,76,59,17.74,6.3,1.86,8.32
ORD,2023-01-10,14,52,56,18.3,6.6,3.25,4.06
ORD,2023-01-10,15,38,40,16.88,5.44,2.1,4.2
ORD,2023-01-10,16,45,59,16.07,4.75,2.17,4.56
ORD,2023-01-10,17,50,45,16.65,5.28,2.74,4.63
ORD,2023-01-10,18,56,105,22.16,10.46,1.56,8.39
ORD,2023-01-10,19,60,27,17.15,5.65,2.0,6.84
ORD,2023-01-10,20,51,23,20.0,8.44,1.04,4.96
ORD,2023-01-10,21,12,12,13.63,2.27,0.69,3.59
ORD,2023-01-10,22,4,13,13.14,2.8,1.44,2.21
ORD,2023-01-10,23,3,16,17.11,5.71,0.06,1.85
ORD,2023-01-11,0,1,6,26.33,14.93,2.43,2.27
ORD,2023-01-11,1,2,0,14.67,3.4,0.5,6.1
ORD,2023-01-11,2,1,0,11.0,0.0,0.0,1.5
ORD,2023-01-11,3,3,1,19.0,7.8,0.0,4.1
ORD,2023-01-11,4,0,4,0.0,0.0,0.83,2.5
ORD,2023-01-11,5,10,11,14.64,3.06,0.58,3.69
ORD,2023-01-11,6,28,17,19.38,7.71,50.58,4.48
ORD,2023-01-11,7,53,92,20.73,8.99,3.16,7.53
ORD,2023-01-11,8,91,70,19.0,7.57,3.75,7.24
ORD,2023-01-11,9,93,44,18.01,6.5,2.13,7.67
ORD,2023-01-11,10,42,17,19.73,8.13,2.33,7.4
ORD,2023-01-11,11,30,50,19.63,8.2,2.14,8.53
ORD,2023-01-11,12,48,72,20.41,8.85,1.78,7.48
ORD,2023-01-11,13,75,59,20.17,8.66,1.8,6.76
ORD,2023-01-11,14,53,53,20.47,8.69,3.05,6.39
ORD,2023-01-11,15,38,41,20.25,8.63,1.9,7.58
ORD,2023-01-11,16,47,60,17.2,5.64,1.45,8.28
ORD,2023-01-11,17,50,47,17.84,6.33,2.06,8.04
ORD,2023-01-11,18,57,107,21.02,9.29,2.42,7.94
ORD,2023-01-11,19,63,29,19.25,7.61,1.28,8.5
ORD,2023-01-11,20,51,25,19.53,7.9,1.69,5.33
ORD,2023-01-11,21,12,14,17.65,6.31,1.81,5.49
ORD,2023-01-11,22,5,13,17.88,6.95,2.0,2.36
ORD,2023-01-11,23,2,17,16.11,5.02,0.9,2.81
ORD,2023-01-12,0,4,8,17.67,5.82,0.63,2.11
ORD,2023-01-12,1,3,0,18.5,7.1,5.0,0.1
ORD,2023-01-12,2,2,0,23.5,12.1,0.0,0.0
ORD,2023-01-12,3,3,1,19.5,8.1,3.33,2.4
ORD,2023-01-12,4,0,3,14.0,2.6,1.56,2.1
ORD,2023-01-12,5,9,11,13.7,2.1,0.0,5.43
ORD,2023-01-12,6,27,19,16.38,4.79,1.33,5.83
ORD,2023-01-12,7,56,90,21.15,9.36,5.2,8.84
ORD,2023-01-12,8,92,70,20.91,9.5,3.81,10.04
ORD,2023-01-12,9,95,42,26.41,14.84,3.58,9.95
ORD,2023-01-12,10,42,15,24.56,12.9,2.0,5.4
ORD,2023-01-12,11,28,54,22.35,10.85,2.48,6.06
ORD,2023-01-12,12,50,75,21.5,10.03,3.13,7.2
ORD,2023-01-12,13,73,60,19.36,7.82,3.46,7.34
ORD,2023-01-12,14,59,56,20.45,8.77,3.73,7.33
ORD,2023-01-12,15,43,47,20.45,8.9,3.88,7.92
ORD,2023-01-12,16,40,66,18.93,7.48,2.28,8.47
ORD,2023-01-12,17,52,51,21.39,9.88,2.0,6.7
ORD,2023-01-12,18,59,127,22.54,10.71,4.73,11.92
ORD,2023-01-12,19,103,27,23.97,12.43,2.03,8.67
ORD,2023-01-12,20,56,25,23.02,11.45,3.28,9.57
ORD,2023-01-12,21,10,12,19.07,7.68,0.27,4.41
ORD,2023-01-12,22,4,15,13.0,1.66,1.0,2.51
ORD,2023-01-12,23,2,18,24.29,12.94,0.68,4.37
ORD,2023-01-13,0,2,6,24.75,13.45,1.75,10.0
ORD,2023-01-13,1,3,0,17.5,6.8,0.0,4.1
ORD,2023-01-13,2,2,0,11.0,0.0,0.0,0.0
ORD,2023-01-13,3,1,1,14.0,2.6,0.0,3.1
ORD,2023-01-13,4,0,3,0.0,0.0,0.27,1.74
ORD,2023-01-13,5,9,10,23.6,11.99,1.82,6.29
ORD,2023-01-13,6,26,18,24.56,12.98,4.06,6.24
ORD,2023-01-13,7,57,91,32.13,20.36,2.61,8.54
ORD,2023-01-13,8,93,71,42.19,30.74,3.14,13.36
ORD,2023-01-13,9,93,44,38.16,26.6,2.84,10.96
ORD,2023-01-13,10,42,16,33.58,21.87,2.2,9.0
ORD,2023-01-13,11,30,54,30.64,19.13,3.27,6.5
ORD,2023-01-13,12,52,76,33.04,21.44,3.2,5.43
ORD,2023-01-13,13,73,61,38.69,27.17,4.91,6.6
ORD,2023-01-13,14,60,58,37.08,25.38,1.82,6.29
ORD,2023-01-13,15,41,48,36.3,24.76,1.38,5.84
ORD,2023-01-13,16,45,67,32.64,21.18,2.14,5.37
ORD,2023-01-13,17,50,50,39.45,27.91,2.18,5.94
ORD,2023-01-13,18,58,128,31.61,19.79,1.65,8.74
ORD,2023-01-13,19,101,29,32.88,21.35,1.88,8.42
ORD,2023-01-13,20,57,26,28.77,17.19,1.82,10.81
ORD,2023-01-13,21,11,11,22.38,10.98,1.18,8.36
ORD,2023-01-13,22,3,14,19.0,8.0,0.87,3.53
ORD,2023-01-13,23,2,19,24.33,12.93,0.67,2.82
ORD,2023-01-14,0,2,8,16.33,5.07,1.17,4.8
ORD,2023-01-14,1,2,0,15.0,3.7,0.0,5.1
ORD,2023-01-14,2,2,0,17.0,5.6,0.0,0.0
ORD,2023-01-14,3,1,1,0.0,0.0,0.5,0.55
ORD,2023-01-14,4,0,4,0.0,0.0,1.67,2.28
ORD,2023-01-14,5,9,8,13.56,2.26,0.25,3.32
ORD,2023-01-14,6,21,20,17.7,6.29,0.61,4.49
ORD,2023-01-14,7,52,89,19.02,7.36,2.08,6.76
ORD,2023-01-14,8,96,68,22.44,11.01,0.64,8.93
ORD,2023-01-14,9,87,40,22.4,10.94,1.44,7.63
ORD,2023-01-14,10,40,17,17.38,5.9,1.47,6.41
ORD,2023-01-14,11,28,47,15.67,4.34,1.51,4.58
ORD,2023-01-14,12,41,65,18.83,7.33,2.52,4.66
ORD,2023-01-14,13,73,49,20.99,9.59,1.21,7.67
ORD,2023-01-14,14,44,49,19.84,8.05,1.36,5.6
ORD,2023-01-14,15,34,31,16.37,4.77,1.5,4.75
ORD,2023-01-14,16,40,56,17.63,6.21,1.95,4.08
ORD,2023-01-14,17,40,43,15.54,4.19,2.74,5.39
ORD,2023-01-14,18,58,98,22.31,10.58,2.43,8.42
ORD,2023-01-14,19,44,26,16.02,4.77,1.07,13.94
ORD,2023-01-14,20,51,18,18.62,7.07,1.32,9.6
ORD,2023-01-14,21,11,14,13.5,2.56,0.54,2.44
ORD,2023-01-14,22,3,12,15.25,3.95,1.08,2.55
ORD,2023-01-14,23,2,15,21.0,9.6,1.32,3.12
ORD,2023-01-15,0,5,5,21.0,9.6,1.0,5.97
ORD,2023-01-15,1,5,0,17.17,5.77,0.0,5.1
ORD,2023-01-15,2,3,0,13.33,2.07,3.0,6.1
ORD,2023-01-15,3,0,1,17.0,5.6,2.0,8.77
ORD,2023-01-15,4,2,3,17.0,5.73,1.6,9.44
ORD,2023-01-15,5,8,11,15.75,4.32,0.0,2.35
ORD,2023-01-15,6,24,14,17.82,6.27,0.47,2.98
ORD,2023-01-15,7,53,58,19.37,7.62,1.78,7.29
ORD,2023-01-15,8,65,44,19.11,7.6,2.85,5.6
ORD,2023-01-15,9,64,44,18.29,6.82,1.02,7.25
ORD,2023-01-15,10,42,18,17.75,6.07,0.84,4.72
ORD,2023-01-15,11,30,62,16.73,5.09,1.62,6.74
ORD,2023-01-15,12,53,67,19.57,8.07,2.15,5.67
ORD,2023-01-15,13,72,57,18.56,7.2,1.78,8.43
ORD,2023-01-15,14,58,56,18.3,6.64,1.69,6.48
ORD,2023-01-15,15,42,41,18.48,6.95,1.28,6.52
ORD,2023-01-15,16,39,66,17.71,6.38,2.11,7.41
ORD,2023-01-15,17,49,57,19.45,8.0,2.25,6.71
ORD,2023-01-15,18,63,130,21.82,10.0,6.42,10.78
ORD,2023-01-15,19,98,28,21.53,10.07,3.97,10.39
ORD,2023-01-15,20,58,25,19.79,8.24,1.59,5.9
ORD,2023-01-15,21,12,12,16.0,4.67,0.86,1.26
ORD,2023-01-15,22,4,11,13.2,2.04,5.57,0.71
ORD,2023-01-15,23,1,19,14.67,3.27,0.65,1.43
ORD,2023-01-16,0,2,6,19.0,7.7,0.83,17.48
ORD,2023-01-16,1,3,0,17.5,6.2,0.0,1.1
ORD,2023-01-16,2,1,0,15.0,3.73,0.0,0.0
ORD,2023-01-16,3,1,1,0.0,0.0,2.0,8.1
ORD,2023-01-16,4,1,3,24.0,12.6,0.0,1.63
ORD,2023-01-16,5,9,11,13.89,2.38,0.0,2.06
ORD,2023-01-16,6,26,18,16.52,4.89,0.28,3.52
ORD,2023-01-16,7,58,92,21.0,9.19,2.61,8.36
ORD,2023-01-16,8,94,72,21.62,10.14,2.93,11.19
ORD,2023-01-16,9,94,43,24.8,13.22,1.09,9.41
ORD,2023-01-16,10,42,16,19.5,7.88,0.53,3.04
ORD,2023-01-16,11,30,54,17.28,5.79,2.07,5.8
ORD,2023-01-16,12,52,74,24.1,12.5,2.29,5.92
ORD,2023-01-16,13,77,60,23.96,12.44,1.94,9.82
ORD,2023-01-16,14,56,58,20.05,8.29,2.62,6.78
ORD,2023-01-16,15,39,43,19.63,8.04,3.15,5.74
ORD,2023-01-16,16,51,61,21.76,10.3,2.5,7.09
ORD,2023-01-16,17,52,48,23.78,12.24,2.86,8.6
ORD,2023-01-16,18,56,110,30.45,18.63,5.3,11.66
ORD,2023-01-16,19,63,27,20.97,9.3,2.16,11.5
ORD,2023-01-16,20,51,28,19.16,7.53,1.26,8.86
ORD,2023-01-16,21,15,11,18.61,7.23,1.15,3.32
ORD,2023-01-16,22,5,14,41.36,30.16,1.2,1.82
ORD,2023-01-16,23,2,18,17.17,5.83,0.78,2.59
ORD,2023-01-17,0,3,5,17.0,5.73,8.86,1.99
ORD,2023-01-17,1,3,0,22.33,10.93,9.0,5.1
ORD,2023-01-17,2,1,0,11.0,0.0,0.0,0.0
ORD,2023-01-17,3,2,1,11.0,0.0,1.25,2.85
ORD,2023-01-17,4,0,3,19.0,7.6,0.0,1.11
ORD,2023-01-17,5,9,10,14.08,2.55,0.17,0.94
ORD,2023-01-17,6,25,17,14.73,3.18,0.18,4.08
ORD,2023-01-17,7,53,92,18.51,6.74,10.26,6.5
ORD,2023-01-17,8,92,70,19.95,8.5,1.99,7.86
ORD,2023-01-17,9,93,41,20.34,8.83,2.64,7.46
ORD,2023-01-17,10,40,16,15.8,4.33,2.11,3.28
ORD,2023-01-17,11,29,52,16.38,5.09,2.36,4.25
ORD,2023-01-17,12,48,69,18.13,6.94,4.61,4.64
ORD,2023-01-17,13,75,61,22.1,10.6,3.31,7.14
ORD,2023-01-17,14,52,55,19.28,7.84,2.47,5.87
ORD,2023-01-17,15,38,40,17.0,5.56,2.82,4.71
ORD,2023-01-17,16,45,59,16.24,4.92,4.11,4.28
ORD,2023-01-17,17,51,45,17.45,6.11,3.23,4.51
ORD,2023-01-17,18,55,105,22.86,11.13,3.3,7.43
ORD,2023-01-17,19,61,26,15.44,4.13,3.74,7.09
ORD,2023-01-17,20,51,24,17.56,5.99,1.88,5.0
ORD,2023-01-17,21,12,11,17.5,6.3,1.08,2.88
ORD,2023-01-17,22,2,13,15.33,4.4,0.87,2.16
ORD,2023-01-17,23,3,16,19.29,7.89,0.59,2.48
ORD,2023-01-18,0,1,5,16.0,4.6,1.67,2.13
ORD,2023-01-18,1,2,0,13.33,2.2,14.0,5.1
ORD,2023-01-18,2,1,0,11.0,0.0,0.0,0.0
ORD,2023-01-18,3,2,1,19.0,7.6,0.0,6.6
ORD,2023-01-18,4,0,4,11.0,0.0,0.5,1.21
ORD,2023-01-18,5,10,11,16.91,5.35,1.46,2.18
ORD,2023-01-18,6,27,17,16.4,4.9,1.17,2.24
ORD,2023-01-18,7,52,91,17.03,5.3,9.81,5.33
ORD,2023-01-18,8,92,70,16.74,5.47,4.19,6.92
ORD,2023-01-18,9,92,44,19.33,7.81,1.39,7.53
ORD,2023-01-18,10,42,17,17.98,6.34,1.95,5.79
