airport,report_date,Hour,Scheduled Departures,Scheduled Arrivals,Average Taxi Out Time,Average Taxi Out Delay,Average Airborne Delay,Average Taxi In Delay
JFK,2019-02-14,22,22,35,21.3,4.4,5.0,3.36
JFK,2019-02-14,23,19,22,18.69,2.09,3.45,3.65
JFK,2019-02-15,0,11,16,21.44,3.98,3.0,3.33
JFK,2019-02-15,1,5,2,18.2,0.96,1.33,4.8
JFK,2019-02-15,2,1,2,22.0,4.4,1.67,3.7
JFK,2019-02-15,3,1,0,14.0,0.0,0.0,0.0
JFK,2019-02-15,4,0,4,0.0,0.0,0.0,2.22
JFK,2019-02-15,5,10,21,16.1,2.6,11.48,2.77
JFK,2019-02-15,6,23,21,20.39,4.22,25.88,4.13
JFK,2019-02-15,7,40,36,23.1,5.89,11.43,2.48
JFK,2019-02-15,8,54,17,39.5,20.84,2.59,6.32
JFK,2019-02-15,9,39,21,31.8,14.1,4.27,6.92
JFK,2019-02-15,10,24,26,21.83,5.9,5.77,2.33
JFK,2019-02-15,11,30,17,20.81,3.54,4.53,2.51
JFK,2019-02-15,12,19,25,23.71,6.47,4.0,2.53
JFK,2019-02-15,13,25,48,28.71,10.65,3.19,2.68
JFK,2019-02-15,14,30,45,26.43,9.38,5.52,2.74
JFK,2019-02-15,15,37,36,31.36,13.15,3.79,3.74
JFK,2019-02-15,16,33,39,21.79,4.54,4.88,5.69
JFK,2019-02-15,17,38,33,19.89,2.91,6.3,2.52
JFK,2019-02-15,18,40,36,22.66,5.23,5.24,6.21
JFK,2019-02-15,19,44,29,25.39,7.63,4.64,4.58
JFK,2019-02-15,20,33,46,24.18,7.43,6.73,5.5
JFK,2019-02-15,21,32,31,19.55,3.04,5.44,2.64
JFK,2019-02-15,22,26,34,20.08,3.49,5.83,4.38
JFK,2019-02-15,23,17,22,19.59,3.11,5.09,4.29
JFK,2019-02-16,0,10,9,21.7,4.22,4.06,3.66
JFK,2019-02-16,1,4,1,20.8,3.64,0.0,0.0
JFK,2019-02-16,2,2,3,22.0,7.7,2.67,4.7
JFK,2019-02-16,3,2,0,20.0,2.4,0.0,0.0
JFK,2019-02-16,4,0,5,17.0,0.0,0.0,0.5
JFK,2019-02-16,5,8,18,14.38,0.25,14.05,1.8
JFK,2019-02-16,6,17,19,17.18,1.52,13.5,4.1
JFK,2019-02-16,7,37,32,22.26,5.53,6.83,4.37
JFK,2019-02-16,8,51,14,35.17,16.54,1.24,6.42
JFK,2019-02-16,9,35,17,24.24,6.99,0.18,5.98
JFK,2019-02-16,10,24,23,18.39,3.01,2.83,3.68
JFK,2019-02-16,11,23,15,26.2,8.26,1.0,1.94
JFK,2019-02-16,12,15,21,17.79,1.69,0.68,3.34
JFK,2019-02-16,13,19,41,19.79,2.77,1.64,2.29
JFK,2019-02-16,14,29,43,19.13,3.56,1.79,2.31
JFK,2019-02-16,15,32,35,23.3,5.72,2.33,2.12
JFK,2019-02-16,16,26,32,19.89,3.52,4.58,1.21
JFK,2019-02-16,17,32,35,22.74,5.73,2.41,1.98
JFK,2019-02-16,18,35,37,31.34,13.03,2.37,4.42
JFK,2019-02-16,19,42,30,27.12,8.59,2.26,2.97
JFK,2019-02-16,20,29,38,23.03,5.94,1.54,2.71
JFK,2019-02-16,21,30,24,18.79,2.25,1.91,2.41
JFK,2019-02-16,22,21,27,18.95,2.3,0.58,2.75
JFK,2019-02-16,23,17,23,21.25,5.41,1.84,2.28
JFK,2019-02-17,0,12,13,20.0,2.89,1.33,3.13
JFK,2019-02-17,1,5,2,21.17,4.1,4.0,3.2
JFK,2019-02-17,2,2,2,15.0,0.0,0.67,7.37
JFK,2019-02-17,3,2,0,18.0,0.4,0.0,0.0
JFK,2019-02-17,4,0,4,0.0,0.0,0.4,2.22
JFK,2019-02-17,5,10,19,18.0,2.64,20.6,6.66
JFK,2019-02-17,6,24,20,20.04,4.06,13.5,6.54
JFK,2019-02-17,7,34,37,20.39,3.79,2.31,5.64
JFK,2019-02-17,8,48,17,19.41,2.91,15.0,4.79
JFK,2019-02-17,9,32,19,17.0,1.25,0.5,3.65
JFK,2019-02-17,10,26,24,17.04,1.17,0.52,1.85
JFK,2019-02-17,11,27,17,20.11,3.09,0.32,1.68
JFK,2019-02-17,12,16,20,23.38,6.58,2.05,1.49
JFK,2019-02-17,13,22,44,21.64,4.54,0.49,0.67
JFK,2019-02-17,14,27,42,21.0,4.43,1.71,2.78
JFK,2019-02-17,15,33,35,21.94,5.45,0.58,4.12
JFK,2019-02-17,16,27,34,23.52,6.19,2.12,5.5
JFK,2019-02-17,17,36,29,23.58,6.2,1.93,1.89
JFK,2019-02-17,18,38,35,26.25,8.24,1.58,6.82
JFK,2019-02-17,19,41,30,31.4,12.85,1.07,3.29
JFK,2019-02-17,20,34,39,26.91,9.25,1.27,2.32
JFK,2019-02-17,21,29,29,27.15,9.88,0.66,4.69
JFK,2019-02-17,22,23,29,21.1,4.12,1.1,5.77
JFK,2019-02-17,23,18,22,20.5,4.34,0.78,5.07
JFK,2019-02-18,0,11,15,20.67,3.13,1.54,7.97
JFK,2019-02-18,1,5,2,17.8,0.76,0.0,2.7
JFK,2019-02-18,2,0,2,0.0,0.0,4.0,1.7
JFK,2019-02-18,3,3,0,20.0,3.45,2.0,1.7
JFK,2019-02-18,4,1,4,0.0,0.0,0.0,0.9
JFK,2019-02-18,5,10,18,18.8,3.34,1.53,4.33
JFK,2019-02-18,6,23,18,23.22,6.91,2.38,5.2
JFK,2019-02-18,7,38,37,31.14,13.99,6.31,5.21
JFK,2019-02-18,8,51,19,22.51,5.41,2.5,6.82
JFK,2019-02-18,9,38,22,17.11,1.34,1.36,3.65
JFK,2019-02-18,10,26,26,18.17,1.98,1.38,2.41
JFK,2019-02-18,11,29,17,22.52,5.09,2.39,2.71
JFK,2019-02-18,12,20,24,18.72,1.97,2.43,1.24
JFK,2019-02-18,13,25,46,17.92,1.55,1.63,1.39
JFK,2019-02-18,14,30,43,21.91,5.2,1.89,1.57
JFK,2019-02-18,15,37,36,29.38,11.26,0.82,0.5
JFK,2019-02-18,16,29,38,32.83,14.88,2.35,1.06
JFK,2019-02-18,17,38,32,26.58,8.83,2.59,2.07
JFK,2019-02-18,18,39,35,30.51,12.25,3.97,2.09
JFK,2019-02-18,19,44,29,48.31,29.7,2.14,1.91
JFK,2019-02-18,20,34,44,46.56,28.9,5.63,2.43
JFK,2019-02-18,21,31,31,33.36,16.01,5.63,2.44
JFK,2019-02-18,22,24,34,29.93,12.44,2.88,2.05
JFK,2019-02-18,23,18,22,27.47,9.92,0.61,2.68
JFK,2019-02-19,0,10,15,21.67,4.33,0.25,3.44
JFK,2019-02-19,1,5,1,18.75,3.3,0.0,0.0
JFK,2019-02-19,2,1,2,17.0,0.0,5.5,0.7
JFK,2019-02-19,3,2,0,17.0,0.0,0.0,0.0
JFK,2019-02-19,4,0,3,0.0,0.0,0.0,2.0
JFK,2019-02-19,5,10,18,16.11,1.49,0.27,2.51
JFK,2019-02-19,6,21,19,18.14,2.4,0.4,3.48
JFK,2019-02-19,7,37,37,20.64,3.88,8.76,4.74
JFK,2019-02-19,8,53,16,22.4,4.87,0.68,5.91
JFK,2019-02-19,9,39,21,18.49,2.23,0.76,4.61
JFK,2019-02-19,10,25,26,19.25,3.28,1.37,2.34
JFK,2019-02-19,11,28,14,18.62,2.55,0.86,1.22
JFK,2019-02-19,12,15,22,16.73,0.78,1.0,1.11
JFK,2019-02-19,13,22,45,20.96,4.04,0.8,1.22
JFK,2019-02-19,14,30,46,23.27,6.74,1.52,2.42
JFK,2019-02-19,15,36,36,29.59,11.52,2.84,0.94
JFK,2019-02-19,16,29,36,28.13,10.93,2.05,1.31
JFK,2019-02-19,17,36,31,21.24,4.31,2.72,2.46
JFK,2019-02-19,18,34,33,21.32,4.34,2.03,4.54
JFK,2019-02-19,19,41,32,23.76,5.67,1.48,5.85
JFK,2019-02-19,20,32,40,20.0,3.22,2.5,4.59
JFK,2019-02-19,21,28,31,18.82,2.45,0.97,3.61
JFK,2019-02-19,22,20,33,20.77,3.93,1.76,1.92
JFK,2019-02-19,23,17,23,17.94,1.76,0.86,2.22
JFK,2019-02-20,0,12,15,20.73,3.4,0.67,2.69
JFK,2019-02-20,1,6,2,15.0,0.0,0.0,1.7
JFK,2019-02-20,2,0,2,0.0,0.0,1.0,7.7
JFK,2019-02-20,3,1,0,14.0,0.0,0.0,0.0
JFK,2019-02-20,4,0,5,15.0,0.0,0.17,0.78
JFK,2019-02-20,5,9,17,19.33,4.0,1.64,2.62
JFK,2019-02-20,6,22,17,18.92,2.57,2.5,3.01
JFK,2019-02-20,7,38,38,20.05,3.43,7.95,4.21
JFK,2019-02-20,8,52,17,19.95,2.75,0.19,2.76
JFK,2019-02-20,9,39,21,20.98,4.74,0.45,2.15
JFK,2019-02-20,10,24,26,21.83,5.01,0.52,1.85
JFK,2019-02-20,11,28,17,37.07,19.96,1.75,3.05
JFK,2019-02-20,12,20,21,50.76,32.91,1.7,3.75
JFK,2019-02-20,13,23,41,69.45,51.33,7.62,4.92
JFK,2019-02-20,14,30,45,59.88,42.63,3.11,5.88
JFK,2019-02-20,15,36,34,71.79,53.19,4.56,5.74
JFK,2019-02-20,16,30,38,81.36,63.5,3.19,6.65
JFK,2019-02-20,17,37,31,77.13,59.42,0.92,10.48
JFK,2019-02-20,18,36,35,83.57,65.43,2.65,11.0
JFK,2019-02-20,19,43,29,89.47,70.58,1.58,10.87
JFK,2019-02-20,20,31,44,70.08,52.77,2.44,11.16
JFK,2019-02-20,21,29,31,70.27,52.95,2.52,14.2
JFK,2019-02-20,22,24,34,58.83,41.5,1.82,11.42
JFK,2019-02-20,23,18,22,36.47,19.3,1.78,11.16
JFK,2019-02-21,0,11,16,24.0,6.4,0.25,6.4
JFK,2019-02-21,1,3,1,23.25,5.8,3.5,7.7
JFK,2019-02-21,2,2,3,28.33,11.13,1.0,2.7
JFK,2019-02-21,3,3,0,13.0,0.0,0.0,0.0
JFK,2019-02-21,4,1,5,16.0,0.0,0.0,1.28
JFK,2019-02-21,5,9,19,17.89,2.67,0.67,3.54
JFK,2019-02-21,6,23,20,23.76,7.52,1.8,0.61
JFK,2019-02-21,7,40,38,24.83,7.86,16.51,2.8
JFK,2019-02-21,8,54,17,29.23,10.75,4.3,5.44
JFK,2019-02-21,9,38,21,18.23,1.62,3.05,4.5
JFK,2019-02-21,10,26,25,17.0,1.37,4.8,2.65
JFK,2019-02-21,11,31,19,21.53,4.38,4.0,2.95
JFK,2019-02-21,12,17,23,21.81,5.49,2.79,1.26
JFK,2019-02-21,13,25,46,24.12,7.29,1.5,1.64
JFK,2019-02-21,14,31,44,27.17,10.12,2.13,2.03
JFK,2019-02-21,15,37,37,36.77,18.45,0.86,1.83
JFK,2019-02-21,16,31,40,34.74,16.82,2.08,4.57
JFK,2019-02-21,17,39,33,26.77,9.25,4.94,4.93
JFK,2019-02-21,18,39,34,25.14,7.19,4.42,6.02
JFK,2019-02-21,19,45,31,22.0,5.14,6.37,7.61
JFK,2019-02-21,20,34,43,21.26,4.47,7.79,4.66
JFK,2019-02-21,21,31,31,21.53,4.87,6.87,2.19
JFK,2019-02-21,22,22,34,19.82,3.04,3.32,2.59
JFK,2019-02-21,23,18,21,18.27,2.21,0.46,3.43
JFK,2019-02-22,0,10,16,20.0,2.58,1.06,2.68
JFK,2019-02-22,1,5,2,19.2,1.72,0.0,0.85
JFK,2019-02-22,2,1,2,15.0,0.0,0.33,1.8
JFK,2019-02-22,3,1,0,14.0,0.0,0.0,0.0
JFK,2019-02-22,4,0,4,0.0,0.0,0.0,1.35
JFK,2019-02-22,5,10,20,16.3,1.25,0.87,0.85
JFK,2019-02-22,6,23,20,20.48,4.39,1.26,0.51
JFK,2019-02-22,7,39,37,22.43,5.76,10.76,4.73
JFK,2019-02-22,8,54,18,28.71,10.54,1.0,5.86
JFK,2019-02-22,9,39,21,19.49,2.73,1.24,3.76
JFK,2019-02-22,10,24,26,18.14,3.05,0.88,2.01
JFK,2019-02-22,11,30,17,19.7,2.93,1.88,1.45
JFK,2019-02-22,12,19,25,19.11,3.36,2.0,1.64
JFK,2019-02-22,13,25,47,22.93,5.62,1.11,0.89
JFK,2019-02-22,14,30,46,30.52,13.33,2.09,2.2
JFK,2019-02-22,15,37,38,31.86,13.68,1.32,3.67
JFK,2019-02-22,16,32,39,25.53,8.38,1.77,4.41
JFK,2019-02-22,17,41,33,22.9,5.37,2.32,5.37
JFK,2019-02-22,18,39,36,25.03,7.53,1.81,5.46
JFK,2019-02-22,19,44,30,25.64,7.8,1.07,5.32
JFK,2019-02-22,20,34,45,21.48,5.03,2.16,4.44
JFK,2019-02-22,21,30,31,21.68,5.12,1.24,3.35
JFK,2019-02-22,22,27,34,19.38,2.86,0.97,4.42
JFK,2019-02-22,23,16,23,17.57,1.44,0.54,2.73
JFK,2019-02-23,0,10,10,20.78,3.44,1.38,3.66
JFK,2019-02-23,1,4,1,17.2,2.16,0.0,0.0
JFK,2019-02-23,2,2,3,14.67,0.13,0.67,3.03
JFK,2019-02-23,3,2,0,17.0,1.7,0.0,0.0
JFK,2019-02-23,4,0,6,17.0,0.0,0.67,2.67
JFK,2019-02-23,5,8,17,19.75,4.99,0.0,2.3
JFK,2019-02-23,6,20,20,19.25,2.62,0.58,4.13
JFK,2019-02-23,7,36,33,22.21,5.29,12.03,4.53
JFK,2019-02-23,8,54,15,31.36,12.92,0.72,7.59
JFK,2019-02-23,9,40,18,28.09,10.56,0.5,6.86
JFK,2019-02-23,10,25,23,25.13,8.27,1.57,3.38
JFK,2019-02-23,11,27,15,22.11,5.21,0.4,2.45
JFK,2019-02-23,12,16,22,18.06,2.16,1.0,2.03
JFK,2019-02-23,13,19,42,20.7,3.96,1.14,1.73
JFK,2019-02-23,14,29,47,19.8,3.42,1.87,1.6
JFK,2019-02-23,15,37,37,19.21,2.66,1.57,0.78
JFK,2019-02-23,16,26,35,20.74,4.13,1.52,1.77
JFK,2019-02-23,17,34,36,22.5,5.5,1.14,1.81
JFK,2019-02-23,18,35,39,23.56,5.55,0.83,4.31
JFK,2019-02-23,19,43,31,24.39,6.31,2.31,2.71
JFK,2019-02-23,20,30,38,22.17,4.96,0.34,1.77
JFK,2019-02-23,21,28,24,20.69,3.92,0.74,1.18
JFK,2019-02-23,22,20,31,23.8,7.0,2.03,2.35
JFK,2019-02-23,23,17,23,17.47,1.28,0.6,2.98
JFK,2019-02-24,0,12,17,19.18,2.15,0.7,2.77
JFK,2019-02-24,1,5,2,21.17,5.7,0.0,0.7
JFK,2019-02-24,2,2,2,16.5,0.0,0.0,4.37
JFK,2019-02-24,3,2,0,13.0,0.0,3.0,2.7
JFK,2019-02-24,4,0,4,0.0,0.0,2.2,1.42
JFK,2019-02-24,5,9,19,20.11,4.6,1.55,4.36
JFK,2019-02-24,6,26,21,23.19,6.45,13.72,7.27
JFK,2019-02-24,7,36,38,26.47,9.34,13.12,8.87
JFK,2019-02-24,8,52,15,34.25,15.62,3.2,9.69
JFK,2019-02-24,9,35,17,40.42,22.68,1.65,5.59
JFK,2019-02-24,10,26,26,34.88,17.76,11.31,3.64
JFK,2019-02-24,11,32,17,26.8,8.98,25.53,3.83
JFK,2019-02-24,12,18,26,19.75,2.7,8.08,3.33
JFK,2019-02-24,13,26,45,21.32,4.3,7.59,3.39
JFK,2019-02-24,14,30,45,20.04,3.84,8.2,3.87
JFK,2019-02-24,15,37,38,22.44,5.1,5.26,3.15
JFK,2019-02-24,16,31,39,22.73,5.61,5.88,3.45
JFK,2019-02-24,17,41,33,21.76,4.84,7.42,4.07
JFK,2019-02-24,18,38,35,23.15,5.99,5.95,8.17
JFK,2019-02-24,19,44,31,32.73,14.93,4.82,8.72
JFK,2019-02-24,20,35,44,30.38,12.85,8.61,6.82
JFK,2019-02-24,21,29,31,25.52,8.5,3.77,2.33
JFK,2019-02-24,22,23,35,23.75,6.78,1.44,1.98
JFK,2019-02-24,23,18,22,19.18,2.84,1.18,1.83
JFK,2019-02-25,0,12,15,22.3,4.82,1.63,3.33
JFK,2019-02-25,1,5,2,16.0,0.0,0.0,0.0
JFK,2019-02-25,2,1,2,17.0,0.0,7.0,3.7
JFK,2019-02-25,3,3,0,13.0,0.0,0.0,0.7
JFK,2019-02-25,4,1,4,17.0,0.0,0.0,0.0
JFK,2019-02-25,5,10,18,17.82,2.8,0.47,1.02
JFK,2019-02-25,6,22,18,21.5,5.41,1.1,2.35
JFK,2019-02-25,7,39,37,17.95,1.71,12.62,3.15
JFK,2019-02-25,8,53,19,29.43,10.92,1.0,3.01
JFK,2019-02-25,9,38,22,29.89,12.21,3.68,2.43
JFK,2019-02-25,10,26,26,28.54,11.59,1.8,2.26
JFK,2019-02-25,11,31,17,21.59,4.51,2.41,0.94
JFK,2019-02-25,12,20,25,21.22,4.17,1.32,1.45
JFK,2019-02-25,13,25,45,28.44,11.44,2.27,1.45
JFK,2019-02-25,14,30,44,23.0,6.72,3.16,1.98
JFK,2019-02-25,15,37,37,20.43,3.57,1.23,2.49
JFK,2019-02-25,16,30,39,23.2,6.42,2.71,0.78
JFK,2019-02-25,17,37,33,27.53,9.74,2.94,1.89
JFK,2019-02-25,18,38,36,36.41,18.28,6.62,2.86
JFK,2019-02-25,19,43,29,35.26,16.5,3.24,2.27
JFK,2019-02-25,20,35,42,33.79,16.17,3.67,1.74
JFK,2019-02-25,21,30,31,23.67,6.8,2.1,1.39
JFK,2019-02-25,22,24,34,21.52,4.6,3.29,2.13
JFK,2019-02-25,23,18,22,18.71,2.95,2.91,4.23
JFK,2019-02-26,0,10,15,22.0,4.67,1.44,2.26
JFK,2019-02-26,1,5,1,18.8,1.98,0.0,0.0
JFK,2019-02-26,2,2,2,17.0,0.0,0.0,2.35
JFK,2019-02-26,3,2,0,17.0,0.0,0.0,0.0
JFK,2019-02-26,4,0,6,0.0,0.0,1.4,4.14
JFK,2019-02-26,5,8,16,15.43,0.29,1.22,2.33
JFK,2019-02-26,6,22,20,16.45,0.99,0.74,2.57
JFK,2019-02-26,7,41,35,23.12,6.82,12.47,2.06
JFK,2019-02-26,8,52,17,33.15,14.58,3.33,5.93
JFK,2019-02-26,9,38,21,28.72,11.08,3.81,3.64
JFK,2019-02-26,10,24,27,20.13,3.6,0.77,1.92
JFK,2019-02-26,11,27,15,16.89,2.58,0.59,0.72
JFK,2019-02-26,12,18,24,18.9,3.21,2.33,0.75
JFK,2019-02-26,13,21,40,22.81,5.26,1.64,0.83
JFK,2019-02-26,14,30,48,25.1,8.5,3.26,1.12
JFK,2019-02-26,15,36,37,29.89,11.58,1.27,0.77
JFK,2019-02-26,16,31,36,26.94,9.39,1.39,1.45
JFK,2019-02-26,17,34,33,20.91,3.67,2.21,2.44
JFK,2019-02-26,18,34,33,22.12,4.69,0.97,2.41
JFK,2019-02-26,19,40,32,35.1,16.7,1.69,2.7
JFK,2019-02-26,20,31,41,30.29,12.44,1.93,3.06
JFK,2019-02-26,21,29,30,24.34,7.24,1.35,0.95
JFK,2019-02-26,22,21,32,19.46,3.07,2.0,1.48
JFK,2019-02-26,23,17,23,16.89,1.36,0.77,1.57
JFK,2019-02-27,0,12,15,17.46,1.12,0.47,1.09
JFK,2019-02-27,1,7,2,19.57,3.89,0.0,0.0
JFK,2019-02-27,2,0,2,0.0,0.0,0.5,5.7
JFK,2019-02-27,3,1,0,10.0,0.0,0.0,0.0
JFK,2019-02-27,4,0,6,0.0,0.0,0.0,0.48
JFK,2019-02-27,5,7,15,17.86,2.5,1.91,0.99
JFK,2019-02-27,6,23,19,19.08,3.34,2.43,2.08
JFK,2019-02-27,7,40,35,20.8,4.35,6.0,2.45
JFK,2019-02-27,8,52,18,25.54,7.29,0.42,3.94
JFK,2019-02-27,9,38,21,20.44,3.2,1.42,2.93
JFK,2019-02-27,10,22,26,18.52,2.36,0.37,2.38
JFK,2019-02-27,11,27,16,18.89,2.25,0.65,2.38
JFK,2019-02-27,12,22,23,20.35,3.3,1.45,1.79
JFK,2019-02-27,13,23,39,20.18,3.01,1.5,1.13
JFK,2019-02-27,14,30,47,27.03,10.07,2.83,1.3
JFK,2019-02-27,15,36,36,25.11,6.76,1.35,2.19
JFK,2019-02-27,16,32,38,23.0,5.57,2.11,1.21
JFK,2019-02-27,17,36,33,22.33,4.86,2.58,2.37
JFK,2019-02-27,18,38,36,29.03,10.93,2.62,4.81
JFK,2019-02-27,19,44,29,35.18,16.49,1.75,2.38
JFK,2019-02-27,20,32,44,42.87,25.0,1.89,3.53
JFK,2019-02-27,21,30,28,41.1,23.77,0.39,2.5
JFK,2019-02-27,22,24,32,31.52,14.1,2.09,3.87
JFK,2019-02-27,23,17,22,24.25,7.23,0.59,4.19
JFK,2019-02-28,0,10,16,26.22,8.69,0.71,1.89
JFK,2019-02-28,1,3,2,27.0,9.7,0.0,1.7
JFK,2019-02-28,2,2,3,22.5,5.7,0.25,7.52
JFK,2019-02-28,3,3,0,34.5,15.5,0.0,0.0
JFK,2019-02-28,4,1,5,40.0,22.4,0.0,3.02
JFK,2019-02-28,5,8,18,33.75,17.6,0.33,4.77
JFK,2019-02-28,6,23,21,33.46,16.57,0.83,8.82
JFK,2019-02-28,7,42,36,34.02,16.75,11.91,4.53
JFK,2019-02-28,8,52,19,41.35,22.63,1.45,9.25
JFK,2019-02-28,9,37,21,34.62,16.75,1.41,7.0
JFK,2019-02-28,10,25,25,25.39,8.79,1.42,4.45
JFK,2019-02-28,11,30,18,20.39,3.27,0.18,1.27
JFK,2019-02-28,12,19,26,18.05,1.82,1.12,1.35
JFK,2019-02-28,13,25,43,22.04,4.52,1.71,1.02
JFK,2019-02-28,14,31,46,21.65,5.03,1.46,2.67
JFK,2019-02-28,15,36,39,34.39,16.18,7.82,3.26
JFK,2019-02-28,16,33,39,24.18,6.75,2.42,3.07
JFK,2019-02-28,17,37,35,18.49,2.2,1.09,2.78
JFK,2019-02-28,18,40,34,19.67,3.77,0.92,4.8
JFK,2019-02-28,19,45,31,22.73,5.86,1.68,5.0
JFK,2019-02-28,20,33,42,23.27,6.55,1.02,5.75
JFK,2019-02-28,21,32,30,22.32,5.36,0.41,4.33
JFK,2019-02-28,22,23,31,20.17,3.34,0.81,3.45
JFK,2019-02-28,23,18,21,18.0,1.71,0.19,4.53
JFK,2019-03-01,0,9,16,20.56,3.22,0.25,2.19
JFK,2019-03-01,1,5,2,20.25,3.2,0.0,3.85
JFK,2019-03-01,2,1,2,13.0,0.0,0.0,2.03
JFK,2019-03-01,3,1,0,15.0,0.0,0.0,0.0
JFK,2019-03-01,4,0,5,0.0,0.0,0.0,4.46
JFK,2019-03-01,5,7,18,20.71,4.93,1.13,4.79
JFK,2019-03-01,6,23,24,40.13,23.24,1.72,7.31
JFK,2019-03-01,7,42,33,50.44,33.23,10.97,10.32
JFK,2019-03-01,8,51,18,58.15,40.28,13.37,9.57
JFK,2019-03-01,9,39,20,46.55,29.04,0.8,8.66
JFK,2019-03-01,10,22,26,44.73,27.58,1.08,4.75
JFK,2019-03-01,11,28,18,39.38,21.78,1.95,4.12
JFK,2019-03-01,12,21,27,24.25,7.08,0.67,2.64
JFK,2019-03-01,13,26,43,25.73,8.44,1.29,4.8
JFK,2019-03-01,14,30,45,23.09,6.57,1.05,3.07
JFK,2019-03-01,15,36,38,24.95,7.48,0.81,3.97
JFK,2019-03-01,16,32,38,21.55,4.91,2.13,6.23
JFK,2019-03-01,17,39,36,21.61,4.94,0.92,4.64
JFK,2019-03-01,18,40,35,28.6,11.95,1.27,5.78
JFK,2019-03-01,19,44,28,27.91,10.75,0.84,5.9
JFK,2019-03-01,20,32,47,30.48,13.04,2.53,4.86
JFK,2019-03-01,21,30,29,27.63,10.5,0.39,4.38
JFK,2019-03-01,22,28,33,28.81,11.43,0.7,7.75
JFK,2019-03-01,23,16,21,18.93,2.14,0.48,4.71
JFK,2019-03-02,0,10,9,28.55,11.0,0.75,4.18
JFK,2019-03-02,1,4,1,16.0,0.56,0.0,3.7
JFK,2019-03-02,2,2,3,40.5,27.2,0.0,10.2
JFK,2019-03-02,3,2,0,64.0,46.4,0.0,0.0
JFK,2019-03-02,4,0,7,0.0,0.0,2.25,12.25
JFK,2019-03-02,5,6,15,76.0,59.57,0.94,19.08
JFK,2019-03-02,6,19,20,75.47,58.74,3.09,25.69
JFK,2019-03-02,7,39,31,73.2,56.04,19.67,14.35
JFK,2019-03-02,8,50,18,82.18,64.24,0.18,30.74
JFK,2019-03-02,9,42,16,63.82,46.41,0.47,20.54
JFK,2019-03-02,10,21,26,43.0,26.13,0.69,16.12
JFK,2019-03-02,11,28,17,30.71,13.26,1.24,8.7
JFK,2019-03-02,12,19,26,20.95,4.39,2.63,4.84
JFK,2019-03-02,13,22,42,21.17,6.07,1.86,2.57
JFK,2019-03-02,14,26,39,21.96,5.86,2.53,1.34
JFK,2019-03-02,15,37,39,29.45,12.34,4.49,1.83
JFK,2019-03-02,16,28,36,25.68,8.58,4.4,2.85
JFK,2019-03-02,17,33,36,21.24,4.4,4.29,3.66
JFK,2019-03-02,18,34,41,19.53,2.77,5.69,4.17
JFK,2019-03-02,19,45,31,22.02,5.41,3.68,3.39
JFK,2019-03-02,20,30,43,20.97,4.66,6.17,5.9
JFK,2019-03-02,21,27,23,20.92,4.08,4.09,4.24
JFK,2019-03-02,22,23,28,23.33,6.08,2.64,5.09
JFK,2019-03-02,23,16,22,19.13,3.41,2.38,4.82
JFK,2019-03-03,0,13,18,20.9,3.68,0.56,4.2
JFK,2019-03-03,1,5,2,16.4,0.28,10.0,0.0
JFK,2019-03-03,2,2,2,13.5,0.0,4.5,5.07
JFK,2019-03-03,3,2,0,16.0,0.0,0.0,0.0
JFK,2019-03-03,4,0,5,0.0,0.0,1.5,1.05
JFK,2019-03-03,5,7,19,18.29,3.93,0.44,2.62
JFK,2019-03-03,6,23,23,17.65,1.6,4.39,2.56
JFK,2019-03-03,7,42,35,20.11,3.53,14.41,2.67
JFK,2019-03-03,8,52,21,21.02,3.84,0.68,5.24
JFK,2019-03-03,9,41,19,17.85,2.02,0.95,3.55
JFK,2019-03-03,10,23,27,22.42,5.63,1.7,2.77
JFK,2019-03-03,11,32,17,27.12,9.63,2.0,3.36
JFK,2019-03-03,12,21,29,19.1,2.68,1.37,1.8
JFK,2019-03-03,13,26,45,20.56,3.88,1.48,1.79
JFK,2019-03-03,14,28,40,24.83,7.8,2.63,1.41
JFK,2019-03-03,15,38,40,32.92,15.42,1.42,2.33
JFK,2019-03-03,16,33,37,33.0,15.51,2.17,2.36
JFK,2019-03-03,17,39,36,38.05,20.83,3.21,4.91
JFK,2019-03-03,18,39,34,42.0,24.57,17.19,6.31
JFK,2019-03-03,19,45,34,58.26,40.33,2.29,8.46
JFK,2019-03-03,20,31,46,79.0,61.52,1.71,6.82
JFK,2019-03-03,21,33,30,85.14,67.8,0.86,14.4
JFK,2019-03-03,22,27,32,93.29,76.22,0.05,14.67
JFK,2019-03-03,23,18,21,80.06,62.66,0.0,20.09
JFK,2019-03-04,0,11,16,95.0,78.36,0.81,14.94
JFK,2019-03-04,1,5,2,42.67,26.93,2.25,21.93
JFK,2019-03-04,2,1,2,85.0,67.4,3.33,9.7
JFK,2019-03-04,3,3,0,58.0,40.4,49.0,5.4
JFK,2019-03-04,4,1,5,0.0,0.0,18.8,5.22
JFK,2019-03-04,5,7,19,39.5,23.07,2.12,4.41
JFK,2019-03-04,6,22,19,32.92,16.39,8.76,4.84
JFK,2019-03-04,7,43,34,26.29,9.43,10.0,5.71
JFK,2019-03-04,8,52,24,29.85,12.89,1.21,5.48
JFK,2019-03-04,9,40,22,30.8,13.38,2.0,3.57
JFK,2019-03-04,10,22,27,22.1,5.26,3.19,2.42
