airport,report_date,Hour,Scheduled Departures,Scheduled Arrivals,Average Taxi Out Time,Average Taxi Out Delay,Average Airborne Delay,Average Taxi In Delay
JFK,2019-01-01,0,8,9,22.5,5.05,5.29,3.56
JFK,2019-01-01,1,5,2,20.4,3.24,0.0,6.23
JFK,2019-01-01,2,3,4,18.5,2.7,2.4,5.28
JFK,2019-01-01,3,1,0,16.0,0.0,0.0,0.0
JFK,2019-01-01,4,0,4,0.0,0.0,5.0,3.13
JFK,2019-01-01,5,10,25,16.22,1.78,0.86,8.46
JFK,2019-01-01,6,23,19,17.52,1.94,22.0,13.95
JFK,2019-01-01,7,33,22,18.26,2.37,5.1,9.79
JFK,2019-01-01,8,47,16,19.64,2.6,2.29,6.75
JFK,2019-01-01,9,36,17,19.42,3.28,1.12,4.58
JFK,2019-01-01,10,23,23,19.59,3.19,3.17,2.2
JFK,2019-01-01,11,27,20,16.41,0.83,0.53,1.94
JFK,2019-01-01,12,21,23,18.62,2.68,0.38,3.0
JFK,2019-01-01,13,23,45,19.18,2.92,2.54,2.59
JFK,2019-01-01,14,25,42,23.08,6.88,1.78,2.26
JFK,2019-01-01,15,37,35,29.29,11.27,2.97,2.99
JFK,2019-01-01,16,30,39,27.61,9.83,2.68,3.25
JFK,2019-01-01,17,30,30,19.52,2.54,2.31,4.56
JFK,2019-01-01,18,33,36,25.22,7.06,1.17,8.56
JFK,2019-01-01,19,46,28,26.77,8.51,2.25,4.67
JFK,2019-01-01,20,25,43,22.58,5.54,2.16,4.37
JFK,2019-01-01,21,35,30,21.51,4.85,2.52,5.17
JFK,2019-01-01,22,25,32,20.5,3.81,3.73,3.23
JFK,2019-01-01,23,18,28,20.37,4.09,0.83,4.1
JFK,2019-01-02,0,13,11,19.46,2.46,0.22,3.72
JFK,2019-01-02,1,6,2,21.0,4.13,0.0,9.35
JFK,2019-01-02,2,1,4,17.0,0.0,0.25,5.1
JFK,2019-01-02,3,1,0,17.0,0.0,0.0,0.0
JFK,2019-01-02,4,0,5,0.0,0.0,0.0,8.36
JFK,2019-01-02,5,11,25,15.82,0.54,8.96,2.94
JFK,2019-01-02,6,23,23,20.83,4.62,13.21,2.88
JFK,2019-01-02,7,37,30,20.68,4.24,2.72,6.3
JFK,2019-01-02,8,52,18,26.31,8.24,1.4,5.26
JFK,2019-01-02,9,41,22,28.49,11.53,0.73,2.86
JFK,2019-01-02,10,24,23,20.43,3.99,2.25,2.38
JFK,2019-01-02,11,32,20,26.06,7.74,0.7,1.75
JFK,2019-01-02,12,24,23,22.48,5.99,1.59,2.69
JFK,2019-01-02,13,24,44,21.48,4.54,2.02,2.4
JFK,2019-01-02,14,27,46,22.69,6.35,2.13,1.59
JFK,2019-01-02,15,37,33,25.47,7.95,1.27,2.29
JFK,2019-01-02,16,35,39,23.18,6.04,1.94,2.65
JFK,2019-01-02,17,35,34,21.23,3.79,1.56,1.46
JFK,2019-01-02,18,37,37,27.0,8.98,2.41,5.06
JFK,2019-01-02,19,46,29,26.58,8.47,1.45,2.57
JFK,2019-01-02,20,31,50,25.94,8.57,2.24,5.85
JFK,2019-01-02,21,32,34,22.47,5.4,1.71,6.44
JFK,2019-01-02,22,27,32,20.9,4.14,1.34,4.47
JFK,2019-01-02,23,20,28,19.58,2.69,2.5,1.42
JFK,2019-01-03,0,10,13,22.4,5.04,2.6,3.49
JFK,2019-01-03,1,4,2,24.0,6.4,0.0,0.85
JFK,2019-01-03,2,3,3,22.33,7.6,0.0,4.0
JFK,2019-01-03,3,2,0,17.0,1.2,0.0,0.0
JFK,2019-01-03,4,1,4,0.0,0.0,1.17,0.57
JFK,2019-01-03,5,10,25,20.3,4.38,22.52,1.53
JFK,2019-01-03,6,20,22,21.43,5.34,13.72,1.1
JFK,2019-01-03,7,41,31,21.33,4.53,14.0,3.8
JFK,2019-01-03,8,47,16,22.96,4.97,5.32,4.46
JFK,2019-01-03,9,38,19,20.91,4.38,1.11,2.58
JFK,2019-01-03,10,25,21,18.5,2.45,5.29,1.34
JFK,2019-01-03,11,29,20,19.0,1.78,0.74,0.23
JFK,2019-01-03,12,20,25,18.47,1.37,0.67,0.51
JFK,2019-01-03,13,23,43,17.17,1.56,1.4,1.19
JFK,2019-01-03,14,25,43,20.23,3.67,3.0,1.56
JFK,2019-01-03,15,36,38,31.73,13.73,2.75,1.78
JFK,2019-01-03,16,36,40,33.35,15.55,2.39,1.94
JFK,2019-01-03,17,30,33,27.52,10.02,2.27,3.67
JFK,2019-01-03,18,35,38,27.69,10.25,12.37,7.65
JFK,2019-01-03,19,48,30,30.58,13.06,1.17,8.7
JFK,2019-01-03,20,29,46,28.1,10.85,1.81,6.02
JFK,2019-01-03,21,34,32,26.06,8.78,2.57,6.07
JFK,2019-01-03,22,25,30,22.73,5.48,2.76,4.12
JFK,2019-01-03,23,20,22,16.67,0.82,1.18,2.87
JFK,2019-01-04,0,13,13,19.58,2.48,0.62,3.02
JFK,2019-01-04,1,5,2,19.0,2.04,0.0,0.0
JFK,2019-01-04,2,2,2,18.0,3.7,2.0,3.7
JFK,2019-01-04,3,1,0,17.0,0.0,8.0,1.7
JFK,2019-01-04,4,0,3,0.0,0.0,0.2,1.16
JFK,2019-01-04,5,9,25,16.67,0.88,20.57,1.86
JFK,2019-01-04,6,20,21,18.36,2.51,15.08,2.38
JFK,2019-01-04,7,39,29,23.61,6.55,11.5,5.79
JFK,2019-01-04,8,47,16,21.33,3.9,3.44,6.97
JFK,2019-01-04,9,38,19,27.41,10.24,1.68,3.05
JFK,2019-01-04,10,21,22,18.77,2.95,2.77,2.15
JFK,2019-01-04,11,30,16,18.74,2.45,0.38,0.44
JFK,2019-01-04,12,21,24,16.45,0.43,0.76,1.95
JFK,2019-01-04,13,21,43,19.05,2.48,2.02,2.27
JFK,2019-01-04,14,23,44,22.3,5.98,1.57,1.21
JFK,2019-01-04,15,37,34,34.62,16.94,1.68,4.02
JFK,2019-01-04,16,35,37,27.64,10.41,2.06,2.49
JFK,2019-01-04,17,33,33,20.61,3.73,4.73,7.6
JFK,2019-01-04,18,36,36,21.5,4.43,4.63,8.53
JFK,2019-01-04,19,48,30,21.71,4.88,4.43,5.02
JFK,2019-01-04,20,29,46,22.32,4.79,5.17,6.32
JFK,2019-01-04,21,32,30,20.13,3.39,3.87,7.11
JFK,2019-01-04,22,29,29,20.55,3.66,1.07,3.71
JFK,2019-01-04,23,19,22,20.42,3.74,1.33,2.08
JFK,2019-01-05,0,10,9,23.6,6.12,2.0,3.79
JFK,2019-01-05,1,5,1,21.14,4.17,0.0,1.35
JFK,2019-01-05,2,3,3,16.0,0.8,4.5,9.7
JFK,2019-01-05,3,2,0,13.0,0.0,0.0,0.0
JFK,2019-01-05,4,0,6,0.0,0.0,0.0,4.03
JFK,2019-01-05,5,5,19,16.2,0.8,12.0,2.31
JFK,2019-01-05,6,15,21,20.59,3.97,13.5,3.24
JFK,2019-01-05,7,32,28,26.03,8.81,2.87,4.8
JFK,2019-01-05,8,54,14,24.57,6.38,0.82,6.45
JFK,2019-01-05,9,42,24,22.09,5.17,1.48,5.47
JFK,2019-01-05,10,24,24,19.79,3.25,4.04,4.21
JFK,2019-01-05,11,31,15,24.06,6.71,1.31,4.21
JFK,2019-01-05,12,19,24,21.05,4.36,1.12,2.77
JFK,2019-01-05,13,22,39,37.5,19.63,2.7,4.51
JFK,2019-01-05,14,23,46,26.42,9.15,4.11,4.28
JFK,2019-01-05,15,38,33,19.64,3.33,6.37,3.98
JFK,2019-01-05,16,29,35,20.83,4.02,4.47,3.91
JFK,2019-01-05,17,28,34,20.18,3.58,3.09,3.78
JFK,2019-01-05,18,36,39,25.29,8.01,3.27,6.27
JFK,2019-01-05,19,45,31,22.67,5.08,2.74,9.81
JFK,2019-01-05,20,27,41,20.62,3.99,1.8,4.84
JFK,2019-01-05,21,31,28,21.48,4.62,1.73,6.0
JFK,2019-01-05,22,20,30,22.47,5.56,0.87,6.43
JFK,2019-01-05,23,18,20,19.61,3.54,2.3,2.6
JFK,2019-01-06,0,13,15,19.36,2.53,4.9,5.41
JFK,2019-01-06,1,5,2,18.33,2.97,0.0,1.7
JFK,2019-01-06,2,3,2,19.67,5.47,0.0,5.7
JFK,2019-01-06,3,1,0,13.0,0.0,0.0,0.0
JFK,2019-01-06,4,0,3,21.0,3.4,1.0,1.3
JFK,2019-01-06,5,7,21,17.5,2.04,13.9,2.94
JFK,2019-01-06,6,19,22,19.35,3.39,13.76,3.06
JFK,2019-01-06,7,38,35,21.58,4.6,1.07,6.55
JFK,2019-01-06,8,51,15,23.58,5.25,1.57,5.69
JFK,2019-01-06,9,40,21,18.74,2.85,2.95,2.42
JFK,2019-01-06,10,22,25,23.35,7.15,3.31,2.51
JFK,2019-01-06,11,36,16,31.29,13.42,4.18,0.96
JFK,2019-01-06,12,19,29,25.8,8.51,3.5,1.78
JFK,2019-01-06,13,30,42,33.9,16.05,1.65,2.27
JFK,2019-01-06,14,24,45,28.88,11.33,2.83,1.22
JFK,2019-01-06,15,39,37,28.63,10.58,1.12,1.98
JFK,2019-01-06,16,33,39,27.97,10.36,2.8,2.77
JFK,2019-01-06,17,35,31,29.62,11.82,3.94,2.78
JFK,2019-01-06,18,37,39,39.86,21.85,5.74,6.6
JFK,2019-01-06,19,49,30,46.68,28.17,7.47,3.94
JFK,2019-01-06,20,31,47,47.81,29.98,7.91,3.88
JFK,2019-01-06,21,34,30,39.32,22.07,5.62,2.12
JFK,2019-01-06,22,24,34,23.45,6.62,3.97,3.78
JFK,2019-01-06,23,19,19,21.44,4.13,1.58,2.02
JFK,2019-01-07,0,11,14,21.4,3.86,2.16,3.81
JFK,2019-01-07,1,5,2,19.6,2.44,9.0,2.85
JFK,2019-01-07,2,2,2,16.5,3.2,0.0,3.85
JFK,2019-01-07,3,2,0,22.5,5.2,0.0,1.7
JFK,2019-01-07,4,1,4,0.0,0.0,0.0,1.35
JFK,2019-01-07,5,7,20,18.75,2.66,18.27,1.44
JFK,2019-01-07,6,18,21,19.33,3.06,10.86,0.72
JFK,2019-01-07,7,41,34,21.02,4.24,1.28,2.76
JFK,2019-01-07,8,52,18,19.67,2.42,1.95,2.58
JFK,2019-01-07,9,41,27,17.45,2.15,1.31,2.47
JFK,2019-01-07,10,22,25,20.67,3.64,1.68,3.19
JFK,2019-01-07,11,37,17,29.05,11.08,0.35,2.91
JFK,2019-01-07,12,22,27,22.24,5.02,1.59,3.36
JFK,2019-01-07,13,26,45,26.81,9.61,2.32,2.63
JFK,2019-01-07,14,26,46,23.14,5.83,1.38,2.47
JFK,2019-01-07,15,39,36,22.71,4.96,1.12,0.62
JFK,2019-01-07,16,32,40,23.97,6.37,0.95,3.57
JFK,2019-01-07,17,35,32,25.6,7.91,2.0,4.35
JFK,2019-01-07,18,36,38,27.0,8.98,1.36,10.12
JFK,2019-01-07,19,49,29,25.42,7.18,0.35,8.9
JFK,2019-01-07,20,32,44,23.19,5.64,2.2,3.95
JFK,2019-01-07,21,32,29,22.06,5.21,1.27,1.55
JFK,2019-01-07,22,24,34,22.6,5.69,16.26,3.33
JFK,2019-01-07,23,18,20,19.05,2.59,3.0,1.24
JFK,2019-01-08,0,10,11,18.2,1.41,2.12,5.2
JFK,2019-01-08,1,6,4,17.83,1.53,0.0,0.0
JFK,2019-01-08,2,3,2,18.5,6.2,2.0,1.7
JFK,2019-01-08,3,1,0,16.0,0.0,0.0,0.0
JFK,2019-01-08,4,0,5,0.0,0.0,0.0,2.16
JFK,2019-01-08,5,8,18,21.8,5.33,18.0,4.02
JFK,2019-01-08,6,16,21,19.31,2.72,11.0,4.32
JFK,2019-01-08,7,43,33,21.79,5.26,8.88,4.98
JFK,2019-01-08,8,50,14,24.0,5.91,1.21,7.1
JFK,2019-01-08,9,38,21,20.2,4.12,2.77,4.06
JFK,2019-01-08,10,23,25,16.17,0.74,4.79,2.32
JFK,2019-01-08,11,28,15,18.79,2.48,2.21,1.38
JFK,2019-01-08,12,19,27,20.95,4.96,4.15,1.82
JFK,2019-01-08,13,25,43,25.48,8.64,3.29,2.39
JFK,2019-01-08,14,26,43,20.48,4.25,10.24,2.36
JFK,2019-01-08,15,37,36,18.68,2.36,7.92,3.02
JFK,2019-01-08,16,30,40,20.0,3.73,3.24,3.27
JFK,2019-01-08,17,30,30,21.29,4.36,8.67,3.36
JFK,2019-01-08,18,31,39,26.73,9.38,3.17,6.14
JFK,2019-01-08,19,45,32,28.04,9.97,3.42,6.82
JFK,2019-01-08,20,28,40,26.89,9.55,3.02,5.66
JFK,2019-01-08,21,28,27,23.86,6.52,2.68,3.65
JFK,2019-01-08,22,20,32,22.09,5.37,3.0,3.83
JFK,2019-01-08,23,17,22,18.94,2.14,1.96,3.56
JFK,2019-01-09,0,13,10,25.62,8.06,2.08,3.28
JFK,2019-01-09,1,6,4,20.38,4.8,1.33,2.95
JFK,2019-01-09,2,1,2,23.0,5.4,3.33,4.8
JFK,2019-01-09,3,1,0,17.0,0.0,0.0,0.0
JFK,2019-01-09,4,0,5,0.0,0.0,1.33,1.23
JFK,2019-01-09,5,9,16,16.92,2.3,11.95,2.09
JFK,2019-01-09,6,16,21,18.53,2.21,10.65,2.33
JFK,2019-01-09,7,42,31,26.41,9.3,7.42,3.51
JFK,2019-01-09,8,53,18,35.24,16.7,1.47,5.75
JFK,2019-01-09,9,36,20,30.75,12.91,3.05,3.59
JFK,2019-01-09,10,22,25,20.32,4.27,2.0,1.28
JFK,2019-01-09,11,30,14,25.84,8.95,0.93,1.54
JFK,2019-01-09,12,21,24,17.79,1.97,1.55,2.01
JFK,2019-01-09,13,26,42,22.24,5.34,1.57,1.32
JFK,2019-01-09,14,26,42,28.93,11.64,2.44,2.1
JFK,2019-01-09,15,37,34,30.65,12.34,1.34,2.56
JFK,2019-01-09,16,32,42,20.84,4.11,3.0,1.56
JFK,2019-01-09,17,33,30,19.21,2.01,2.9,2.06
JFK,2019-01-09,18,35,38,24.75,6.64,4.95,1.88
JFK,2019-01-09,19,47,30,32.3,13.84,1.45,0.74
JFK,2019-01-09,20,29,45,30.0,12.41,4.15,1.83
JFK,2019-01-09,21,30,27,22.33,5.1,1.58,1.32
JFK,2019-01-09,22,22,34,25.88,9.0,2.21,3.29
JFK,2019-01-09,23,18,22,22.18,4.86,1.45,2.53
JFK,2019-01-10,0,11,10,21.09,3.76,2.22,0.57
JFK,2019-01-10,1,4,4,18.0,1.8,0.0,4.5
JFK,2019-01-10,2,2,3,17.0,0.0,8.0,7.7
JFK,2019-01-10,3,2,0,16.0,0.0,0.0,0.0
JFK,2019-01-10,4,1,5,0.0,0.0,0.67,1.4
JFK,2019-01-10,5,9,19,21.6,5.92,13.32,2.07
JFK,2019-01-10,6,18,22,19.28,3.04,13.3,1.02
JFK,2019-01-10,7,45,35,20.3,3.64,5.48,3.08
JFK,2019-01-10,8,54,18,31.24,12.6,1.25,2.51
JFK,2019-01-10,9,37,20,28.95,11.1,3.0,2.05
JFK,2019-01-10,10,24,23,21.26,4.8,3.2,2.14
JFK,2019-01-10,11,33,18,25.38,7.7,1.78,0.91
JFK,2019-01-10,12,19,27,21.89,5.51,0.8,0.82
JFK,2019-01-10,13,27,44,26.59,9.3,2.24,1.36
JFK,2019-01-10,14,27,42,25.77,8.59,2.95,2.31
JFK,2019-01-10,15,37,36,34.18,15.9,3.57,1.99
JFK,2019-01-10,16,34,44,35.35,17.48,4.13,2.36
JFK,2019-01-10,17,33,32,41.35,23.23,9.41,1.98
JFK,2019-01-10,18,36,40,43.0,24.75,11.73,2.0
JFK,2019-01-10,19,50,31,48.06,29.71,11.27,2.11
JFK,2019-01-10,20,31,46,48.07,30.05,7.65,2.43
JFK,2019-01-10,21,32,29,43.84,26.39,9.13,1.54
JFK,2019-01-10,22,20,34,29.71,12.77,5.26,1.82
JFK,2019-01-10,23,19,20,24.0,6.57,2.2,0.94
JFK,2019-01-11,0,11,9,20.18,2.89,0.7,0.47
JFK,2019-01-11,1,5,4,21.2,5.48,0.0,11.43
JFK,2019-01-11,2,1,2,17.0,0.0,2.0,3.7
JFK,2019-01-11,3,1,0,14.0,0.0,0.0,0.0
JFK,2019-01-11,4,0,4,0.0,0.0,4.33,0.47
JFK,2019-01-11,5,9,20,19.44,3.76,10.38,1.22
JFK,2019-01-11,6,17,23,20.71,3.68,10.84,2.41
JFK,2019-01-11,7,44,33,27.0,9.97,2.94,4.03
JFK,2019-01-11,8,54,18,40.27,21.87,3.0,3.94
JFK,2019-01-11,9,38,20,46.61,28.67,3.55,1.97
JFK,2019-01-11,10,22,25,28.26,11.09,3.75,1.72
JFK,2019-01-11,11,33,15,30.91,13.18,2.2,0.55
JFK,2019-01-11,12,21,27,23.65,6.35,2.92,1.5
JFK,2019-01-11,13,27,44,18.31,2.12,1.66,1.07
JFK,2019-01-11,14,26,45,28.46,11.63,1.52,1.32
JFK,2019-01-11,15,37,34,39.33,20.99,2.16,0.99
JFK,2019-01-11,16,34,41,31.53,13.65,2.24,1.09
JFK,2019-01-11,17,34,33,36.0,17.92,2.44,3.72
JFK,2019-01-11,18,36,40,28.29,11.23,4.57,7.2
JFK,2019-01-11,19,48,29,22.04,5.04,2.9,8.23
JFK,2019-01-11,20,29,48,19.36,2.5,2.12,4.21
JFK,2019-01-11,21,31,28,24.31,7.47,2.04,4.69
JFK,2019-01-11,22,26,33,27.56,10.13,1.65,5.26
JFK,2019-01-11,23,17,22,25.47,8.72,1.33,4.98
JFK,2019-01-12,0,10,5,23.33,5.87,3.0,3.08
JFK,2019-01-12,1,5,3,21.17,5.0,0.6,1.82
JFK,2019-01-12,2,2,3,17.0,0.0,0.0,5.7
JFK,2019-01-12,3,2,0,16.0,0.0,0.0,0.0
JFK,2019-01-12,4,0,5,0.0,0.0,0.0,2.5
JFK,2019-01-12,5,6,14,15.83,0.33,31.0,1.96
JFK,2019-01-12,6,14,20,20.29,3.19,10.61,3.01
JFK,2019-01-12,7,37,27,22.5,5.72,1.47,3.24
JFK,2019-01-12,8,51,13,27.13,8.93,0.75,5.37
JFK,2019-01-12,9,39,19,22.27,5.68,1.68,3.52
JFK,2019-01-12,10,26,22,20.92,4.44,1.57,3.32
JFK,2019-01-12,11,27,11,21.19,3.71,1.36,2.39
JFK,2019-01-12,12,17,23,17.31,1.06,0.52,2.95
JFK,2019-01-12,13,20,40,17.86,1.66,1.08,3.26
JFK,2019-01-12,14,24,42,20.21,3.94,1.36,3.64
JFK,2019-01-12,15,36,33,24.51,7.28,2.21,4.94
JFK,2019-01-12,16,29,34,19.71,3.05,1.29,4.03
JFK,2019-01-12,17,24,35,20.12,3.71,1.09,6.39
JFK,2019-01-12,18,28,41,23.25,6.18,1.76,11.87
JFK,2019-01-12,19,42,30,20.64,3.57,1.36,12.48
JFK,2019-01-12,20,23,39,22.56,5.36,1.45,10.13
JFK,2019-01-12,21,29,23,23.44,5.98,0.43,8.89
JFK,2019-01-12,22,20,29,21.58,4.9,2.84,6.92
JFK,2019-01-12,23,17,19,16.71,1.24,2.25,3.44
JFK,2019-01-13,0,13,11,22.3,5.0,5.67,2.85
JFK,2019-01-13,1,5,4,21.17,4.2,0.75,7.35
JFK,2019-01-13,2,2,2,16.67,0.0,0.4,5.3
JFK,2019-01-13,3,1,0,26.5,10.7,0.0,0.0
JFK,2019-01-13,4,0,4,0.0,0.0,0.6,6.88
JFK,2019-01-13,5,9,18,37.0,20.86,39.93,2.88
JFK,2019-01-13,6,16,25,42.35,25.14,13.1,9.4
JFK,2019-01-13,7,41,35,49.72,32.49,1.93,9.09
JFK,2019-01-13,8,52,16,65.6,46.83,0.08,14.97
JFK,2019-01-13,9,33,17,52.55,34.79,0.47,8.96
JFK,2019-01-13,10,23,24,32.55,15.3,1.74,4.33
JFK,2019-01-13,11,35,13,29.74,11.74,2.4,4.85
JFK,2019-01-13,12,18,28,19.84,2.43,1.89,3.61
JFK,2019-01-13,13,29,42,21.33,4.21,1.91,2.3
JFK,2019-01-13,14,26,42,19.41,2.9,1.36,3.72
JFK,2019-01-13,15,37,36,21.45,4.64,1.5,3.18
JFK,2019-01-13,16,33,40,27.51,10.07,2.95,2.91
JFK,2019-01-13,17,33,32,29.88,12.39,3.94,4.84
JFK,2019-01-13,18,37,40,27.81,10.7,3.39,9.58
JFK,2019-01-13,19,47,29,29.48,11.73,2.7,7.22
JFK,2019-01-13,20,30,48,31.97,14.26,3.28,5.94
JFK,2019-01-13,21,29,27,24.68,8.04,2.36,3.82
JFK,2019-01-13,22,23,33,20.43,3.74,1.81,4.93
JFK,2019-01-13,23,18,20,20.25,3.63,1.05,3.59
JFK,2019-01-14,0,12,9,22.8,5.38,1.0,3.68
JFK,2019-01-14,1,5,4,17.0,1.68,0.8,3.68
JFK,2019-01-14,2,1,2,17.0,0.0,0.67,9.3
JFK,2019-01-14,3,2,0,12.0,0.0,0.0,3.7
JFK,2019-01-14,4,1,5,0.0,0.0,0.0,1.57
JFK,2019-01-14,5,8,17,21.38,5.93,28.39,2.52
JFK,2019-01-14,6,16,21,24.53,7.4,13.36,3.88
JFK,2019-01-14,7,43,33,27.7,10.54,2.88,5.54
JFK,2019-01-14,8,54,19,25.29,7.41,1.58,4.28
JFK,2019-01-14,9,35,22,22.14,4.95,1.38,4.08
JFK,2019-01-14,10,23,24,21.0,4.34,2.12,1.52
JFK,2019-01-14,11,34,15,21.68,4.54,3.87,2.63
JFK,2019-01-14,12,21,26,16.11,1.04,0.81,2.27
JFK,2019-01-14,13,27,43,22.26,5.47,2.24,2.78
JFK,2019-01-14,14,26,41,21.81,4.99,2.33,3.15
JFK,2019-01-14,15,37,36,21.49,4.12,1.91,3.76
JFK,2019-01-14,16,32,41,21.19,4.27,1.4,2.73
JFK,2019-01-14,17,33,33,20.03,2.73,1.41,4.8
JFK,2019-01-14,18,36,39,21.94,4.97,2.08,6.23
JFK,2019-01-14,19,47,28,21.26,4.31,0.31,6.2
JFK,2019-01-14,20,29,44,19.54,2.79,1.33,6.31
JFK,2019-01-14,21,30,27,20.77,3.56,2.21,3.27
JFK,2019-01-14,22,23,31,26.63,9.41,1.86,0.81
JFK,2019-01-14,23,18,22,28.05,10.69,0.83,1.75
JFK,2019-01-15,0,10,10,19.2,1.84,1.3,1.04
JFK,2019-01-15,1,6,4,16.4,0.0,0.25,2.67
JFK,2019-01-15,2,1,2,22.0,4.4,1.5,5.7
JFK,2019-01-15,3,2,0,16.0,1.25,6.0,0.7
JFK,2019-01-15,4,0,4,0.0,0.0,0.0,1.5
JFK,2019-01-15,5,9,17,17.22,1.83,11.55,1.53
JFK,2019-01-15,6,15,21,16.4,1.26,11.09,5.13
JFK,2019-01-15,7,43,32,22.89,6.23,2.5,6.97
JFK,2019-01-15,8,53,15,25.81,7.7,0.16,4.85
JFK,2019-01-15,9,36,20,18.61,2.3,1.15,3.92
JFK,2019-01-15,10,22,24,20.59,4.45,1.38,1.5
JFK,2019-01-15,11,30,13,30.87,13.3,0.85,1.96
JFK,2019-01-15,12,18,26,20.0,3.54,2.46,2.35
JFK,2019-01-15,13,25,44,18.75,2.64,0.88,1.3
JFK,2019-01-15,14,26,42,25.73,9.14,0.88,1.08
JFK,2019-01-15,15,37,36,34.56,16.48,1.53,0.95
JFK,2019-01-15,16,30,39,36.07,18.34,1.66,0.54
JFK,2019-01-15,17,29,30,25.57,8.04,1.1,0.71
JFK,2019-01-15,18,30,37,19.89,3.24,2.28,3.29
JFK,2019-01-15,19,43,32,21.98,4.55,2.06,4.25
JFK,2019-01-15,20,28,40,21.22,4.52,1.61,3.63
JFK,2019-01-15,21,28,27,25.64,8.36,1.56,2.62
JFK,2019-01-15,22,19,31,18.52,2.49,1.68,2.35
JFK,2019-01-15,23,17,23,18.82,2.67,1.26,1.72
JFK,2019-01-16,0,13,10,18.43,1.83,1.1,0.87
JFK,2019-01-16,1,7,4,19.43,3.31,0.5,2.67
JFK,2019-01-16,2,0,2,0.0,0.0,5.5,4.2
JFK,2019-01-16,3,1,0,15.0,0.0,6.0,2.0
JFK,2019-01-16,4,0,5,15.0,0.0,3.75,2.1
JFK,2019-01-16,5,9,15,16.78,2.03,13.83,3.36
JFK,2019-01-16,6,16,20,23.0,6.34,16.84,4.92
JFK,2019-01-16,7,42,32,22.47,6.04,7.15,4.7
JFK,2019-01-16,8,54,17,25.47,7.54,1.47,4.59
JFK,2019-01-16,9,35,20,19.69,3.26,3.3,2.73
JFK,2019-01-16,10,21,24,16.86,1.29,5.31,1.62
JFK,2019-01-16,11,32,14,19.44,2.84,2.0,2.05
JFK,2019-01-16,12,20,24,19.17,2.17,1.04,2.0
JFK,2019-01-16,13,26,40,20.32,3.17,1.75,0.93
JFK,2019-01-16,14,26,41,21.62,5.31,1.76,1.02
JFK,2019-01-16,15,37,32,28.38,10.21,0.87,0.68
JFK,2019-01-16,16,32,39,24.03,6.56,2.0,1.21
JFK,2019-01-16,17,32,31,18.47,1.86,2.39,2.02
JFK,2019-01-16,18,32,37,23.19,6.05,4.1,3.77
JFK,2019-01-16,19,45,30,26.48,7.92,2.8,4.81
JFK,2019-01-16,20,27,45,18.54,2.81,5.72,3.06
JFK,2019-01-16,21,30,28,28.13,10.78,2.19,1.99
JFK,2019-01-16,22,21,32,27.76,10.6,1.24,0.94
JFK,2019-01-16,23,18,21,23.41,6.48,1.05,1.37
JFK,2019-01-17,0,10,10,21.1,3.8,2.2,0.14
JFK,2019-01-17,1,4,4,21.0,3.55,0.0,5.57
JFK,2019-01-17,2,2,3,20.0,2.7,3.5,5.2
JFK,2019-01-17,3,3,0,22.0,4.4,0.0,0.0
JFK,2019-01-17,4,1,5,6.0,0.0,2.67,1.67
JFK,2019-01-17,5,9,18,18.33,2.37,13.94,3.71
JFK,2019-01-17,6,17,22,18.47,1.92,9.29,1.32
JFK,2019-01-17,7,44,35,23.0,6.16,0.67,2.2
JFK,2019-01-17,8,54,19,28.29,9.95,2.41,5.03
JFK,2019-01-17,9,35,19,21.26,4.41,1.9,2.18
JFK,2019-01-17,10,23,23,19.32,3.38,2.4,1.46
JFK,2019-01-17,11,33,17,24.89,7.32,1.0,2.58
JFK,2019-01-17,12,18,27,23.28,6.38,11.48,2.42
JFK,2019-01-17,13,28,44,22.79,5.76,1.67,0.98
JFK,2019-01-17,14,26,42,24.88,7.8,1.52,1.42
JFK,2019-01-17,15,37,35,26.08,7.89,3.67,1.51
JFK,2019-01-17,16,33,42,24.73,7.24,2.13,1.12
JFK,2019-01-17,17,32,32,24.63,6.78,2.27,2.13
JFK,2019-01-17,18,37,38,27.2,9.27,1.63,3.21
JFK,2019-01-17,19,48,30,27.32,8.88,2.3,4.35
JFK,2019-01-17,20,29,45,25.36,7.95,1.89,2.29
JFK,2019-01-17,21,32,29,29.28,11.72,1.71,1.93
JFK,2019-01-17,22,19,34,21.14,4.62,1.97,2.49
JFK,2019-01-17,23,19,19,18.56,2.29,1.32,2.54
JFK,2019-01-18,0,12,10,25.73,8.35,0.9,1.28
JFK,2019-01-18,1,5,5,35.2,17.72,0.75,3.42
JFK,2019-01-18,2,1,2,28.0,10.4,1.0,2.7
JFK,2019-01-18,3,1,0,43.0,25.4,0.0,0.0
JFK,2019-01-18,4,0,4,0.0,0.0,2.8,1.42
JFK,2019-01-18,5,9,19,48.9,32.67,11.39,5.29
JFK,2019-01-18,6,17,22,46.24,28.81,10.58,3.91
JFK,2019-01-18,7,44,33,49.49,32.29,2.76,7.1
JFK,2019-01-18,8,54,19,59.6,40.9,0.19,10.93
JFK,2019-01-18,9,36,19,45.37,27.73,1.58,8.69
JFK,2019-01-18,10,21,25,25.27,8.46,1.08,4.96
JFK,2019-01-18,11,34,15,22.09,5.04,1.93,2.1
JFK,2019-01-18,12,21,26,19.68,2.69,1.12,1.68
