DATE,HourlyDewPointTemperature,HourlyDryBulbTemperature,HourlyPrecipitation,HourlyRelativeHumidity,HourlyVisibility,HourlyWindSpeed,Rain,Drizzle,Snow,Fog,Mist,Thunderstorm,FreezingPrecip,Showers,PrecipOccurred,WindX,WindY
2019-01-01 00:19:00,64.0,66.0,0.001,93.0,4.0,7.0,1,0,0,0,1,0,0,0,1,1.2155372436685132,6.893654271085456
2019-01-01 00:36:00,63.0,66.0,0.02,90.0,2.5,9.0,1,0,0,0,1,0,0,0,1,8.457233587073175,-3.078181289931021
2019-01-01 00:43:00,64.0,66.0,0.06,93.0,5.0,6.0,1,0,0,0,1,0,0,0,1,5.63815572471545,-2.052120859954014
2019-01-01 00:52:00,64.0,66.0,0.11,93.0,5.0,5.0,1,0,0,0,1,0,0,0,1,4.330127018922192,2.500000000000002
2019-01-01 01:00:00,64.0,66.0,0.075,93.0,4.97,5.0,1,0,0,0,0,0,0,0,1,4.330127018922192,2.500000000000002
2019-01-01 01:33:00,64.0,66.0,0.04,93.0,6.0,5.0,0,0,0,0,1,0,0,0,1,2.5000000000000004,4.330127018922193
2019-01-01 01:52:00,64.0,66.0,0.001,93.0,5.0,5.0,1,0,0,0,1,0,0,0,1,3.2139380484326967,3.8302222155948904
2019-01-01 02:50:00,64.0,64.0,0.0,100.0,4.5,0.0,0,0,0,0,1,0,0,0,0,-0.0,-0.0
2019-01-01 02:52:00,63.0,65.0,0.02,93.0,4.0,0.0,0,0,0,0,1,0,0,0,1,-0.0,-0.0
2019-01-01 03:19:00,63.0,65.0,0.001,93.0,4.0,5.0,1,0,0,0,1,0,0,0,1,1.2246467991473533e-15,-5.0
2019-01-01 03:52:00,62.0,64.0,0.01,93.0,4.0,3.0,0,0,0,0,1,0,0,0,1,1.5000000000000013,-2.598076211353315
2019-01-01 03:55:00,62.0,64.0,0.0,93.0,5.0,3.0,0,0,0,0,1,0,0,0,0,1.9283628290596186,-2.2981333293569333
2019-01-01 04:30:00,62.0,64.0,0.001,93.0,1.0,6.0,0,0,0,0,1,0,0,0,1,2.0521208599540115,-5.638155724715451
2019-01-01 04:52:00,62.0,64.0,0.001,93.0,1.0,3.0,0,0,0,0,1,0,0,0,1,0.5209445330007912,-2.9544232590366244
2019-01-01 04:59:00,62.0,63.0,0.0,97.0,6.0,5.0,0,0,0,0,1,0,0,0,0,2.500000000000002,-4.330127018922192
2019-01-01 05:08:00,61.0,63.0,0.0,93.0,8.0,7.0,0,0,0,0,0,0,0,0,0,3.500000000000003,-6.062177826491069
2019-01-01 05:21:00,61.0,63.0,0.0,93.0,8.0,6.0,0,0,0,0,0,0,0,0,0,2.0521208599540115,-5.638155724715451
2019-01-01 05:49:00,61.0,63.0,0.0,94.0,9.0,7.0,0,0,0,0,0,0,0,0,0,4.499513267805777,-5.362311101832844
2019-01-01 05:52:00,60.0,63.0,0.0,90.0,9.0,6.0,0,0,0,0,0,0,0,0,0,3.8567256581192373,-4.5962666587138665
2019-01-01 06:23:00,60.0,62.0,0.0,93.0,10.0,7.0,0,0,0,0,0,0,0,0,0,3.500000000000003,-6.062177826491069
2019-01-01 06:52:00,59.0,61.0,0.0,93.0,8.0,5.0,0,0,0,0,0,0,0,0,0,3.213938048432698,-3.830222215594889
2019-01-01 07:00:00,59.0,61.0,0.0,93.0,7.46,5.0,0,0,0,0,0,0,0,0,0,3.213938048432698,-3.830222215594889
2019-01-01 07:52:00,58.0,61.0,0.0,90.0,7.0,0.0,0,0,0,0,0,0,0,0,0,-0.0,-0.0
2019-01-01 08:28:00,59.0,61.0,0.0,93.0,6.0,3.0,0,0,0,0,0,0,0,0,0,1.9283628290596186,-2.2981333293569333
2019-01-01 08:52:00,59.0,62.0,0.0,90.0,8.0,5.0,0,0,0,0,0,0,0,0,0,3.213938048432698,-3.830222215594889
2019-01-01 09:52:00,58.0,63.0,0.0,84.0,10.0,5.0,0,0,0,0,0,0,0,0,0,3.8302222155948904,-3.2139380484326963
2019-01-01 10:05:00,58.0,63.0,0.0,84.0,10.0,5.0,0,0,0,0,0,0,0,0,0,3.8302222155948904,-3.2139380484326963
2019-01-01 10:52:00,58.0,63.0,0.0,84.0,10.0,6.0,0,0,0,0,0,0,0,0,0,3.8567256581192373,-4.5962666587138665
2019-01-01 11:20:00,57.0,63.0,0.0,81.0,10.0,5.0,0,0,0,0,0,0,0,0,0,2.500000000000002,-4.330127018922192
2019-01-01 11:52:00,57.0,63.0,0.001,81.0,10.0,5.0,0,0,0,0,0,0,0,0,1,1.710100716628343,-4.698463103929543
