DATE,HourlyDewPointTemperature,HourlyDryBulbTemperature,HourlyPrecipitation,HourlyRelativeHumidity,HourlyVisibility,HourlyWindSpeed,Rain,Drizzle,Snow,Fog,Mist,Thunderstorm,FreezingPrecip,Showers,PrecipOccurred,WindX,WindY
2024-01-01 00:00:00,27.0,32.0,0.0,82.0,9.94,13.0,0,0,0,0,0,0,0,0,0,6.500000000000005,-11.258330249197698
2024-01-01 00:51:00,26.0,32.0,0.0,79.0,10.0,15.0,0,0,0,0,0,0,0,0,0,5.130302149885029,-14.095389311788626
2024-01-01 01:51:00,26.0,32.0,0.001,79.0,9.0,16.0,0,0,1,0,0,0,0,0,1,5.472322293210698,-15.035081932574535
2024-01-01 02:01:00,26.0,32.0,0.001,79.0,9.0,10.0,0,0,0,0,0,0,0,0,1,3.420201433256686,-9.396926207859085
2024-01-01 02:32:00,26.0,32.0,0.001,79.0,10.0,15.0,0,0,0,0,0,0,0,0,1,5.130302149885029,-14.095389311788626
2024-01-01 02:51:00,26.0,32.0,0.0,79.0,10.0,13.0,0,0,0,0,0,0,0,0,0,6.500000000000005,-11.258330249197698
2024-01-01 03:00:00,26.0,32.0,0.0,79.0,9.94,13.0,0,0,0,0,0,0,0,0,0,6.500000000000005,-11.258330249197698
2024-01-01 03:01:00,26.0,32.0,0.0,79.0,10.0,10.0,0,0,0,0,0,0,0,0,0,5.000000000000004,-8.660254037844384
2024-01-01 03:51:00,26.0,31.0,0.0,82.0,10.0,14.0,0,0,0,0,0,0,0,0,0,4.788282006559361,-13.155696691002717
2024-01-01 04:39:00,24.0,31.0,0.0,76.0,10.0,16.0,0,0,0,0,0,0,0,0,0,5.472322293210698,-15.035081932574535
2024-01-01 04:39:00,24.0,31.0,0.0,76.0,10.0,16.0,0,0,0,0,0,0,0,0,0,5.472322293210698,-15.035081932574535
2024-01-01 04:51:00,24.0,31.0,0.0,76.0,10.0,11.0,0,0,0,0,0,0,0,0,0,3.7622215765823546,-10.336618828644992
2024-01-01 05:51:00,23.0,31.0,0.0,72.0,10.0,10.0,0,0,0,0,0,0,0,0,0,5.000000000000004,-8.660254037844384
2024-01-01 06:00:00,23.0,31.0,0.0,72.0,9.94,10.0,0,0,0,0,0,0,0,0,0,5.000000000000004,-8.660254037844384
2024-01-01 06:51:00,23.0,30.0,0.0,75.0,10.0,8.0,0,0,0,0,0,0,0,0,0,2.736161146605349,-7.517540966287267
2024-01-01 07:51:00,23.0,31.0,0.0,72.0,10.0,8.0,0,0,0,0,0,0,0,0,0,2.736161146605349,-7.517540966287267
2024-01-01 08:51:00,23.0,31.0,0.0,72.0,10.0,10.0,0,0,0,0,0,0,0,0,0,5.000000000000004,-8.660254037844384
2024-01-01 09:00:00,23.0,31.0,0.0,72.0,9.94,10.0,0,0,0,0,0,0,0,0,0,5.000000000000004,-8.660254037844384
2024-01-01 09:51:00,23.0,32.0,0.0,69.0,10.0,10.0,0,0,0,0,0,0,0,0,0,7.660444431189781,-6.4278760968653925
2024-01-01 10:07:00,22.0,31.0,0.0,69.0,10.0,10.0,0,0,0,0,0,0,0,0,0,9.396926207859083,-3.4202014332566897
2024-01-01 10:51:00,22.0,31.0,0.0,69.0,10.0,8.0,0,0,0,0,0,0,0,0,0,7.5175409662872665,-2.736161146605352
2024-01-01 11:51:00,21.0,31.0,0.0,67.0,7.0,7.0,0,0,0,0,0,0,0,0,0,7.0,1.2858791391047208e-15
2024-01-01 12:00:00,21.0,31.0,0.0,67.0,6.84,7.0,0,0,0,0,0,0,0,0,0,7.0,1.2858791391047208e-15
2024-01-01 12:07:00,21.0,31.0,0.001,67.0,10.0,11.0,0,0,1,0,0,0,0,0,1,10.832885283134289,-1.9101299543362296
2024-01-01 12:26:00,22.0,31.0,0.001,69.0,9.0,7.0,0,0,0,0,0,0,0,0,1,4.499513267805777,-5.362311101832844
2024-01-01 12:51:00,22.0,31.0,0.001,69.0,10.0,6.0,0,0,0,0,0,0,0,0,1,4.596266658713869,-3.8567256581192355
2024-01-01 13:51:00,22.0,31.0,0.0,69.0,10.0,7.0,0,0,0,0,0,0,0,0,0,7.0,1.2858791391047208e-15
2024-01-01 14:51:00,22.0,31.0,0.0,69.0,10.0,9.0,0,0,0,0,0,0,0,0,0,8.863269777109874,1.5628335990023732
2024-01-01 15:00:00,22.0,31.0,0.0,69.0,9.94,9.0,0,0,0,0,0,0,0,0,0,8.863269777109874,1.5628335990023732
2024-01-01 15:51:00,21.0,30.0,0.0,69.0,10.0,8.0,0,0,0,0,0,0,0,0,0,8.0,1.4695761589768238e-15
2024-01-01 16:51:00,22.0,30.0,0.0,72.0,10.0,8.0,0,0,0,0,0,0,0,0,0,7.517540966287268,2.736161146605349
2024-01-01 17:51:00,22.0,30.0,0.0,72.0,10.0,7.0,0,0,0,0,0,0,0,0,0,6.893654271085457,1.2155372436685126
2024-01-01 18:00:00,22.0,30.0,0.0,72.0,9.94,7.0,0,0,0,0,0,0,0,0,0,6.893654271085457,1.2155372436685126
2024-01-01 18:51:00,22.0,30.0,0.0,72.0,10.0,9.0,0,0,0,0,0,0,0,0,0,6.894399988070801,5.7850884871788555
2024-01-01 19:51:00,22.0,29.0,0.0,75.0,10.0,9.0,0,0,0,0,0,0,0,0,0,8.457233587073176,3.0781812899310173
