"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","REPORT_TYPE","SOURCE","HourlyAltimeterSetting","HourlyDewPointTemperature","HourlyDryBulbTemperature","HourlyPrecipitation","HourlyPresentWeatherType","HourlyPressureChange","HourlyPressureTendency","HourlyRelativeHumidity","HourlySkyConditions","HourlySeaLevelPressure","HourlyStationPressure","HourlyVisibility","HourlyWetBulbTemperature","HourlyWindDirection","HourlyWindGustSpeed","HourlyWindSpeed","Sunrise","Sunset","DailyAverageDewPointTemperature","DailyAverageDryBulbTemperature","DailyAverageRelativeHumidity","DailyAverageSeaLevelPressure","DailyAverageStationPressure","DailyAverageWetBulbTemperature","DailyAverageWindSpeed","DailyCoolingDegreeDays","DailyDepartureFromNormalAverageTemperature","DailyHeatingDegreeDays","DailyMaximumDryBulbTemperature","DailyMinimumDryBulbTemperature","DailyPeakWindDirection","DailyPeakWindSpeed","DailyPrecipitation","DailySnowDepth","DailySnowfall","DailySustainedWindDirection","DailySustainedWindSpeed","DailyWeather","MonthlyAverageRH","MonthlyDaysWithGT001Precip","MonthlyDaysWithGT010Precip","MonthlyDaysWithGT32Temp","MonthlyDaysWithGT90Temp","MonthlyDaysWithLT0Temp","MonthlyDaysWithLT32Temp","MonthlyDepartureFromNormalAverageTemperature","MonthlyDepartureFromNormalCoolingDegreeDays","MonthlyDepartureFromNormalHeatingDegreeDays","MonthlyDepartureFromNormalMaximumTemperature","MonthlyDepartureFromNormalMinimumTemperature","MonthlyDepartureFromNormalPrecipitation","MonthlyDewpointTemperature","MonthlyGreatestPrecip","MonthlyGreatestPrecipDate","MonthlyGreatestSnowDepth","MonthlyGreatestSnowDepthDate","MonthlyGreatestSnowfall","MonthlyGreatestSnowfallDate","MonthlyMaxSeaLevelPressureValue","MonthlyMaxSeaLevelPressureValueDate","MonthlyMaxSeaLevelPressureValueTime","MonthlyMaximumTemperature","MonthlyMeanTemperature","MonthlyMinSeaLevelPressureValue","MonthlyMinSeaLevelPressureValueDate","MonthlyMinSeaLevelPressureValueTime","MonthlyMinimumTemperature","MonthlySeaLevelPressure","MonthlyStationPressure","MonthlyTotalLiquidPrecipitation","MonthlyTotalSnowfall","MonthlyWetBulb","AWND","CDSD","CLDD","DSNW","HDSD","HTDD","DYTS","DYHF","NormalsCoolingDegreeDay","NormalsHeatingDegreeDay","ShortDurationEndDate005","ShortDurationEndDate010","ShortDurationEndDate015","ShortDurationEndDate020","ShortDurationEndDate030","ShortDurationEndDate045","ShortDurationEndDate060","ShortDurationEndDate080","ShortDurationEndDate100","ShortDurationEndDate120","ShortDurationEndDate150","ShortDurationEndDate180","ShortDurationPrecipitationValue005","ShortDurationPrecipitationValue010","ShortDurationPrecipitationValue015","ShortDurationPrecipitationValue020","ShortDurationPrecipitationValue030","ShortDurationPrecipitationValue045","ShortDurationPrecipitationValue060","ShortDurationPrecipitationValue080","ShortDurationPrecipitationValue100","ShortDurationPrecipitationValue120","ShortDurationPrecipitationValue150","ShortDurationPrecipitationValue180","REM","BackupDirection","BackupDistance","BackupDistanceUnit","BackupElements","BackupElevation","BackupEquipment","BackupLatitude","BackupLongitude","BackupName","WindEquipmentChangeDate"
"72219013874","2024-01-24T05:52:00","33.62972","-84.44224","308.2","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","FM-15","7","30.29","50","51","T","|FG DZ |","","","96","2","30.30","","0.50","","090","","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET06001/24/24 05:52:02 METAR KATL 241052Z 09007KT 1/2SM RVRNO RMK","","","","","","","","","","2007-03-27"
"72219013874","2024-01-24T06:52:00","33.62972","-84.44224","308.2","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","FM-15","7","30.29","50","51","0.01","-RA:02 BR:1 |s RA s |RA s","+0.01","6","96","OVC:08 2","30.29","29.18","0.50","50","100","","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET17301/24/24 06:52:02 METAR KATL 241152Z 10008KT 1/2SM -RA BR OVC002 11/10 A3029 RMK AO2 SFC VIS 1 3/4 DZE18B37E50RAB18 SLP259 P0001 60001 70004 T01060100 10106 20094 56005 (DB)","","","","","","","","","","2007-03-27"
"72219013874","2024-01-24T07:00:00","33.62972","-84.44224","308.2","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","FM-12","4","","50","51","","||RA","+0.01","6","96","2","30.29","29.18","0.50","50","100","","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN10472219 11108 81008 10106 20100 39880 40259 56005 69931 761// 91152 333 10111 20089 70010 96010 555 92412=","","","","","","","","","","2007-03-27"
"72219013874","2024-01-24T07:52:00","33.62972","-84.44224","308.2","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","FM-15","7","30.31","50","51","0.01","-DZ:01 BR:1 |s DZ s |DZ s","","","96","OVC:08 2","30.31","29.21","0.50","50","110","","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET13301/24/24 07:52:02 METAR KATL 241252Z 11006KT 1/2SM -DZ BR OVC002 11/10 A3031 RMK AO2 SFC VIS 2 SLP264 RAE16DZB16 P0001 T01060100 (DB)","","","","","","","","","","2007-03-27"
"72219013874","2024-01-24T08:52:00","33.62972","-84.44224","308.2","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","FM-15","7","30.30","51","52","T","-DZ:01 BR:1 |s DZ s |DZ s","","","97","OVC:08 2","30.30","29.19","0.50","51","100","","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET13301/24/24 08:52:02 METAR KATL 241352Z 10009KT 1/2SM -DZ BR OVC002 11/11 A3030 RMK AO2 SFC VIS 1 3/4 SLP261 TWRINC P0000 T01110106 (DB)","","","","","","","","","","2007-03-27"
"72219013874","2024-01-24T09:52:00","33.62972","-84.44224","308.2","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","FM-15","7","30.30","51","53","0.01","-RA:02 BR:1 |s RA s |RA s","-0.00","1","93","OVC:08 2","30.30","29.19","0.50","52","100","17","13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET16001/24/24 09:52:02 METAR KATL 241452Z 10011G15KT 1/2SM -RA BR OVC002 12/11 A3030 RMK AO2 SFC VIS 1 3/4 DZE38RAB38 SLP261 TWRINC P0001 60002 T01170106 51001 (KAF)","","","","","","","","","","2007-03-27"
"72219013874","2024-01-24T10:00:00","33.62972","-84.44224","308.2","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","FM-12","4","","51","53","","||RA","-0.00","1","93","2","30.30","29.19","0.50","52","100","","13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN09272219 11108 81011 10117 20106 39884 40261 51001 69957 761// 91452 333 91015 96010 555 92415=","","","","","","","","","","2007-03-27"
"72219013874","2024-01-24T10:52:00","33.62972","-84.44224","308.2","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","FM-15","7","30.31","52","54","T","-DZ:01 BR:1 |s DZ s |DZ s","","","93","OVC:08 2","30.32","29.21","0.50","53","120","","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET15701/24/24 10:52:02 METAR KATL 241552Z 12007KT 1/2SM -DZ BR OVC002 12/11 A3031 RMK AO2 SFC VIS 1 1/4 RAE27DZB27 SLP266 CIG 001V003 TWRINC P0000 T01220111 (KAF)","","","","","","","","","","2007-03-27"
"72219013874","2024-01-24T11:52:00","33.62972","-84.44224","308.2","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","FM-15","7","30.31","53","55","0.02","-RA:02 BR:1 |s RA s |RA s","","","93","OVC:08 2","30.31","29.21","0.50","54","110","","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET15701/24/24 11:52:02 METAR KATL 241652Z 11006KT 1/2SM -RA BR OVC002 13/12 A3031 RMK AO2 SFC VIS 1 1/4 DZE52RAB52 SLP265 CIG 001V003 TWRINC P0002 T01280117 (KAF)","","","","","","","","","","2007-03-27"
"72219013874","2024-01-24T12:52:00","33.62972","-84.44224","308.2","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","FM-15","7","30.26","55","56","0.02","-RA:02 BR:1 |s RA s |RA s","+0.04","8","97","OVC:08 2","30.27","29.15","0.50","55","120","","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET17001/24/24 12:52:02 METAR KATL 241752Z 12006KT 1/2SM -RA BR OVC002 13/13 A3026 RMK AO2 SFC VIS 1 1/4 SLP249 CIG 001V003 TWRINC P0002 60006 T01330128 10133 20106 58012 (KAF)","","","","","","","","","","2007-03-27"
"72219013874","2024-01-24T13:00:00","33.62972","-84.44224","308.2","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","FM-12","4","","55","56","","||RA","+0.04","8","97","2","30.27","29.15","0.50","55","120","","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN09872219 11108 81206 10133 20128 39871 40249 58012 60021 761// 91752 333 10133 20089 96010 555 92418=","","","","","","","","","","2007-03-27"
"72219013874","2024-01-24T13:52:00","33.62972","-84.44224","308.2","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","FM-15","7","30.22","56","57","0.01","BR:1 |s |","","","96","OVC:08 3","30.23","29.12","0.50","56","120","","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET15201/24/24 13:52:02 METAR KATL 241852Z 12008KT 1/2SM BR OVC003 14/13 A3022 RMK AO2 SFC VIS 6 RAE11DZB11E46 SLP236 CIG 002V004 TWRINC P0001 T01390133 (KAF)","","","","","","","","","","2007-03-27"
"72219013874","2024-01-24T14:52:00","33.62972","-84.44224","308.2","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","FM-15","7","30.21","57","58","0.00","BR:1 |s |","","","97","OVC:08 2","30.21","29.11","0.50","57","130","","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET13201/24/24 14:52:02 METAR KATL 241952Z 13009KT 1/2SM BR OVC002 14/14 A3021 RMK AO2 SFC VIS 2 SLP231 CIG 001V003 TWRINC T01440139 (KAF)","","","","","","","","","","2007-03-27"
"72219013874","2024-01-24T15:50:00","33.62972","-84.44224","308.2","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","FM-16","6","","","","","","","","","","","","0.25","","110","","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET06701/24/24 15:50:02 SPECI KATL 242050Z 11005KT 1/4SM RVRNO FIBI ( RMK","","","","","","","","","","2007-03-27"
"72219013874","2024-01-24T15:52:00","33.62972","-84.44224","308.2","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","FM-15","7","30.21","58","59","T","|FG DZ |","+0.05","6","96","2","30.21","","0.25","","110","","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET06001/24/24 15:52:02 METAR KATL 242052Z 11006KT 1/4SM RVRNO RMK","","","","","","","","","","2007-03-27"
"72219013874","2024-01-24T16:00:00","33.62972","-84.44224","308.2","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","FM-12","4","","58","59","","||DZ","+0.05","6","96","","30.21","29.10","0.25","58","110","","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN08672219 11104 /1106 10150 20144 39854 40230 56018 69937 751// 92052 333 96041 555 92421=","","","","","","","","","","2007-03-27"
"72219013874","2024-01-24T16:52:00","33.62972","-84.44224","308.2","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","FM-15","7","30.22","59","60","T","-DZ:01 BR:1 |s DZ s |DZ s","","","96","OVC:08 2","30.22","29.12","0.25","59","120","","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET14601/24/24 16:52:02 METAR KATL 242152Z 12005KT 1/4SM -DZ BR OVC002 16/15 A3022 RMK AO2 SFC VIS 1 1/4 SLP234 CIG 001V003 TWRINC P0000 T01560150 (KAF)","","","","","","","","","","2007-03-27"
"72219013874","2024-01-24T17:52:00","33.62972","-84.44224","308.2","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","FM-15","7","30.21","59","60","T","|FG DZ |","","","96","2","30.21","","0.25","","110","","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET06001/24/24 17:52:02 METAR KATL 242252Z 11006KT 1/4SM RVRNO RMK","","","","","","","","","","2007-03-27"
"72219013874","2024-01-24T18:52:00","33.62972","-84.44224","308.2","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","FM-15","7","30.21","60","60","T","|FG |","+0.00","7","100","2","30.21","","0.25","","120","","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET06001/24/24 18:52:02 METAR KATL 242352Z 12004KT 1/4SM RVRNO RMK","","","","","","","","","","2007-03-27"
"72219013874","2024-01-24T19:00:00","33.62972","-84.44224","308.2","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","FM-12","4","","60","60","","||FG","+0.00","7","100","2","30.21","29.10","0.25","60","120","","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN09272219 11104 91204 10156 20156 39854 40229 58000 69931 741// 92352 333 10156 20094 555 92500=","","","","","","","","","","2007-03-27"
"72219013874","2024-01-24T19:52:00","33.62972","-84.44224","308.2","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","FM-15","7","30.21","60","61","0.01","|FG |","","","97","2","30.20","","0.25","","140","","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET06001/24/24 19:52:01 METAR KATL 250052Z 14006KT 1/4SM RVRNO RMK","","","","","","","","","","2007-03-27"
"72219013874","2024-01-24T20:52:00","33.62972","-84.44224","308.2","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","FM-15","7","30.21","60","61","0.00","|FG |","","","97","2","30.21","","0.25","","140","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET06001/24/24 20:52:01 METAR KATL 250152Z 14003KT 1/4SM RVRNO RMK","","","","","","","","","","2007-03-27"
"72219013874","2024-01-24T21:52:00","33.62972","-84.44224","308.2","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","FM-15","7","30.20","61","62","0.00","|FG |","+0.01","8","96","2","30.19","","0.25","","120","","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET06001/24/24 21:52:01 METAR KATL 250252Z 12005KT 1/4SM RVRNO RMK","","","","","","","","","","2007-03-27"
"72219013874","2024-01-24T22:00:00","33.62972","-84.44224","308.2","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","FM-12","4","","61","62","","||FG","+0.01","8","96","2","30.19","29.09","0.25","61","120","","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN07672219 11104 91205 10167 20161 39851 40225 58003 69937 741// 90252 555 92503=","","","","","","","","","","2007-03-27"
"72219013874","2024-01-24T22:52:00","33.62972","-84.44224","308.2","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","FM-15","7","30.22","60","62","0.00","BR:1 ||","","","93","BKN:07 4 BKN:07 25 OVC:08 50","30.21","29.12","1.00","61","330","","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET13101/24/24 22:52:01 METAR KATL 250352Z 33004KT 1SM BR BKN004 BKN025 OVC050 17/16 A3022 RMK AO2 SFC VIS 2 SLP231 CIG 002V007 T01670156","","","","","","","","","","2007-03-27"
"72219013874","2024-01-24T23:28:00","33.62972","-84.44224","308.2","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","FM-16","7","30.22","62","63","","","","","97","BKN:07 6 BKN:07 20 OVC:08 50","","29.12","1.25","62","070","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET12501/24/24 23:28:01 SPECI KATL 250428Z 07003KT 1 1/4SM BKN006 BKN020 OVC050 17/17 A3022 RMK AO2 SFC VIS 7 CIG 004V010 T01720167","","","","","","","","","","2007-03-27"
"72219013874","2024-01-24T23:52:00","33.62972","-84.44224","308.2","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","FM-15","7","30.21","61","63","T","BR:1 ||","","","93","BKN:07 7 BKN:07 25 OVC:08 50","30.21","29.11","1.25","62","090","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET16001/24/24 23:52:01 METAR KATL 250452Z 09003KT 1 1/4SM BR BKN007 BKN025 OVC050 17/16 A3021 RMK AO2 SFC VIS 6 RAB37E51 SLP230 CIG 004V010 P0000 T01720161 401720089","","","","","","","","","","2007-03-27"
"72219013874","2024-01-24T23:59:00","33.62972","-84.44224","308.2","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","SOD  ","6","","","","","","","","","","","","","","","","","0739","1801","","56","95","","29.17","","7.5","0","12.3","9","63","48","120","19","0.09","0","0.0","100","13","RA DZ BR FG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SOD78124 HR PRECIPITATION (IN): 0.09 SNOW DEPTH (IN):0     24 HR SNOWFALL (IN):0.0  WEATHER(CODE):12  24 HR MAX TEMP (F): 6324 HR MIN TEMP (F): 48AVERAGE STATION PRESSURE:29.170 MINIMUM SEA LEVEL PRESSURE:30.19 TIME OF OCCURRENCE:2222 PEAK WIND SPEED (MPH): 19 PEAK WIND DIR (DEG):120 PEAK WIND TIME (LST):      FASTEST 2MIN SPEED (MPH): 13FASTEST 2MIN DIR (DEG):100 FASTEST 2MIN TIME (LST):     AVERAGE WIND SPEED (MPH): 7.5 24 HR AVG TEMP (F): 56DEPART FROM NORMAL: 11  SKY COVER SR-SS (TENTHS): 1HEATING DEGREE DAYS:  9 COOLING DEGREE DAYS:  0 LATEST DAY MAX TEMP (0700-1900 LST):60  LATEST NIGHT MIN TEMP(1900-0800 LST):48 HOURLY INCREMENTAL PRECIPITATION VALUES (IN):    T    T    T    T    T    0.01 0.01 T    0.01 T    0.02 0.02 0.01 0.00 T    T    T    T    0.01 0.00 0.00 0.00 T","","","","","","","","","","2007-03-27"
"72219013874","2024-01-25T00:52:00","33.62972","-84.44224","308.2","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","FM-15","7","30.19","60","62","0.00","BR:1 ||","+0.01","8","93","BKN:07 6 OVC:08 40","30.19","29.09","1.25","61","070","","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET15701/25/24 00:52:02 METAR KATL 250552Z 07007KT 1 1/4SM BR BKN006 OVC040 17/16 A3019 RMK AO2 SFC VIS 3 SLP222 CIG 004V010 60001 T01670156 10172 20156 58002 (RF)","","","","","","","","","","2007-03-27"
"72219013874","2024-01-25T01:00:00","33.62972","-84.44224","308.2","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","FM-12","4","","60","62","","","+0.01","8","93","5","30.19","29.08","1.24","61","070","","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN09272219 11220 80707 10167 20156 39848 40222 58002 69931 710// 90552 333 10172 20094 555 92506=","","","","","","","","","","2007-03-27"
"72219013874","2024-01-25T01:16:00","33.62972","-84.44224","308.2","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","FM-16","7","30.18","60","62","","BR:1 ||","","","93","BKN:07 4 OVC:08 10","","29.08","0.75","61","090","","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET11301/25/24 01:16:02 SPECI KATL 250616Z 09006KT 3/4SM BR BKN004 OVC010 17/16 A3018 RMK AO2 SFC VIS 2 T01670156 (CPS)","","","","","","","","","","2007-03-27"
"72219013874","2024-01-25T01:50:00","33.62972","-84.44224","308.2","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","FM-16","6","30.17","63","63","","BR:1 |s |","","","100","OVC:08 2","","29.07","0.25","63","110","","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET11201/25/24 01:50:02 SPECI KATL 250650Z 11004KT 1/4SM BR OVC002 17/17 A3017 RMK AO2 SFC VIS 1 1/4 TWRINC FIBI (CPS)","","","","","","","","","","2007-03-27"
"72219013874","2024-01-25T01:52:00","33.62972","-84.44224","308.2","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","FM-15","7","30.17","62","63","0.00","BR:1 |s |","","","97","OVC:08 2","30.16","29.07","0.25","62","100","","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET12401/25/24 01:52:02 METAR KATL 250652Z 10004KT 1/4SM BR OVC002 17/17 A3017 RMK AO2 SFC VIS 1 1/4 SLP215 TWRINC T01720167 (CPS)","","","","","","","","","","2007-03-27"
"72219013874","2024-01-25T02:48:00","33.62972","-84.44224","308.2","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","FM-16","7","30.19","61","63","0.20","RA:02 BR:1 |s RA s |RA s","","","94","SCT:04 2 OVC:08 21","","29.09","0.25","62","090","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET12201/25/24 02:48:02 SPECI KATL 250748Z 09003KT 1/4SM RA BR SCT002 OVC021 17/16 A3019 RMK AO2 SFC VIS 1 1/2 RAB25 P0020 (CPS)","","","","","","","","","","2007-03-27"
"72219013874","2024-01-25T02:52:00","33.62972","-84.44224","308.2","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","FM-15","7","30.19","61","62","0.24","RA:02 BR:1 |RA |RA","","","96","SCT:04 2 BKN:07 4 OVC:08 20","30.18","29.09","1.25","61","090","","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET14401/25/24 02:52:02 METAR KATL 250752Z 09004KT 1 1/4SM RA BR SCT002 BKN004 OVC020 17/16 A3019 RMK AO2 SFC VIS 2 RAB25 SLP221 P0021 T01670161 (CPS)","","","","","","","","","","2007-03-27"
"72219013874","2024-01-25T03:52:00","33.62972","-84.44224","308.2","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","FM-15","7","30.15","61","62","0.04","BR:1 ||","+0.04","8","96","BKN:07 4 OVC:08 20","30.14","29.05","1.25","61","130","","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET15401/25/24 03:52:02 METAR KATL 250852Z 13005KT 1 1/4SM BR BKN004 OVC020 17/16 A3015 RMK AO2 SFC VIS 5 SLP206 RAE32DZB32E37 P0007 60028 T01670161 58015 (CPS)","","","","","","","","","","2007-03-27"
"72219013874","2024-01-25T04:00:00","33.62972","-84.44224","308.2","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","FM-12","4","","61","62","","","+0.04","8","96","5","30.14","29.04","1.24","61","130","","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN07672219 11220 81305 10167 20161 39834 40206 58015 60077 710// 90852 555 92509=","","","","","","","","","","2007-03-27"
