"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","REPORT_TYPE","SOURCE","HourlyAltimeterSetting","HourlyDewPointTemperature","HourlyDryBulbTemperature","HourlyPrecipitation","HourlyPresentWeatherType","HourlyPressureChange","HourlyPressureTendency","HourlyRelativeHumidity","HourlySkyConditions","HourlySeaLevelPressure","HourlyStationPressure","HourlyVisibility","HourlyWetBulbTemperature","HourlyWindDirection","HourlyWindGustSpeed","HourlyWindSpeed","Sunrise","Sunset","DailyAverageDewPointTemperature","DailyAverageDryBulbTemperature","DailyAverageRelativeHumidity","DailyAverageSeaLevelPressure","DailyAverageStationPressure","DailyAverageWetBulbTemperature","DailyAverageWindSpeed","DailyCoolingDegreeDays","DailyDepartureFromNormalAverageTemperature","DailyHeatingDegreeDays","DailyMaximumDryBulbTemperature","DailyMinimumDryBulbTemperature","DailyPeakWindDirection","DailyPeakWindSpeed","DailyPrecipitation","DailySnowDepth","DailySnowfall","DailySustainedWindDirection","DailySustainedWindSpeed","DailyWeather","MonthlyAverageRH","MonthlyDaysWithGT001Precip","MonthlyDaysWithGT010Precip","MonthlyDaysWithGT32Temp","MonthlyDaysWithGT90Temp","MonthlyDaysWithLT0Temp","MonthlyDaysWithLT32Temp","MonthlyDepartureFromNormalAverageTemperature","MonthlyDepartureFromNormalCoolingDegreeDays","MonthlyDepartureFromNormalHeatingDegreeDays","MonthlyDepartureFromNormalMaximumTemperature","MonthlyDepartureFromNormalMinimumTemperature","MonthlyDepartureFromNormalPrecipitation","MonthlyDewpointTemperature","MonthlyGreatestPrecip","MonthlyGreatestPrecipDate","MonthlyGreatestSnowDepth","MonthlyGreatestSnowDepthDate","MonthlyGreatestSnowfall","MonthlyGreatestSnowfallDate","MonthlyMaxSeaLevelPressureValue","MonthlyMaxSeaLevelPressureValueDate","MonthlyMaxSeaLevelPressureValueTime","MonthlyMaximumTemperature","MonthlyMeanTemperature","MonthlyMinSeaLevelPressureValue","MonthlyMinSeaLevelPressureValueDate","MonthlyMinSeaLevelPressureValueTime","MonthlyMinimumTemperature","MonthlySeaLevelPressure","MonthlyStationPressure","MonthlyTotalLiquidPrecipitation","MonthlyTotalSnowfall","MonthlyWetBulb","AWND","CDSD","CLDD","DSNW","HDSD","HTDD","DYTS","DYHF","NormalsCoolingDegreeDay","NormalsHeatingDegreeDay","ShortDurationEndDate005","ShortDurationEndDate010","ShortDurationEndDate015","ShortDurationEndDate020","ShortDurationEndDate030","ShortDurationEndDate045","ShortDurationEndDate060","ShortDurationEndDate080","ShortDurationEndDate100","ShortDurationEndDate120","ShortDurationEndDate150","ShortDurationEndDate180","ShortDurationPrecipitationValue005","ShortDurationPrecipitationValue010","ShortDurationPrecipitationValue015","ShortDurationPrecipitationValue020","ShortDurationPrecipitationValue030","ShortDurationPrecipitationValue045","ShortDurationPrecipitationValue060","ShortDurationPrecipitationValue080","ShortDurationPrecipitationValue100","ShortDurationPrecipitationValue120","ShortDurationPrecipitationValue150","ShortDurationPrecipitationValue180","REM","BackupDirection","BackupDistance","BackupDistanceUnit","BackupElements","BackupElevation","BackupEquipment","BackupLatitude","BackupLongitude","BackupName","WindEquipmentChangeDate"
"72219013874","2024-08-16T07:52:00","33.62972","-84.44224","308.2","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","FM-15","7","30.13","68","76","0.00","","","","77","FEW:02 70 BKN:07 250","30.09","29.03","10.00","71","210","","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET11508/16/24 07:52:02 METAR KATL 161252Z 21009KT 10SM FEW070 BKN250 24/20 A3013 RMK AO2 SLP191 ACC N-NE T02440200 (MWS)","","","","","","","","","","2007-03-27"
"72219013874","2024-08-16T08:52:00","33.62972","-84.44224","308.2","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","FM-15","7","30.14","68","78","0.00","","","","71","SCT:04 55 BKN:07 70 BKN:07 250","30.10","29.04","10.00","71","210","","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET12308/16/24 08:52:02 METAR KATL 161352Z 21005KT 10SM SCT055 BKN070 BKN250 26/20 A3014 RMK AO2 SLP194 ACC ALQDS T02560200 (MWS)","","","","","","","","","","2007-03-27"
"72219013874","2024-08-16T09:52:00","33.62972","-84.44224","308.2","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","FM-15","7","30.14","68","81","0.00","","-0.03","1","65","SCT:04 50 BKN:07 70 BKN:07 250","30.11","29.04","10.00","72","210","","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET12908/16/24 09:52:02 METAR KATL 161452Z 21006KT 10SM SCT050 BKN070 BKN250 27/20 A3014 RMK AO2 SLP195 ACC ALQDS T02720200 51009 (MWS)","","","","","","","","","","2007-03-27"
"72219013874","2024-08-16T10:00:00","33.62972","-84.44224","308.2","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","FM-12","4","","68","81","","","-0.03","1","65","57","30.11","29.03","9.94","72","210","","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN06472219 32766 62106 10272 20200 39831 40195 51009 91452 555 91615=","","","","","","","","","","2007-03-27"
"72219013874","2024-08-16T10:52:00","33.62972","-84.44224","308.2","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","FM-15","7","30.13","68","84","0.00","","","","59","FEW:02 30 SCT:04 55 BKN:07 250","30.09","29.03","10.00","73","200","","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET11308/16/24 10:52:02 METAR KATL 161552Z 20009KT 10SM FEW030 SCT055 BKN250 29/20 A3013 RMK AO2 SLP191 T02890200 (MWS)","","","","","","","","","","2007-03-27"
"72219013874","2024-08-16T11:52:00","33.62972","-84.44224","308.2","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","FM-15","7","30.12","69","86","0.00","","","","57","FEW:02 36 SCT:04 55 SCT:04 250","30.08","29.02","10.00","74","220","","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET12708/16/24 11:52:02 METAR KATL 161652Z 22004KT 10SM FEW036 SCT055 SCT250 30/21 A3012 RMK AO2 SLP187 MDT CU DSNT W T03000206 (MWS)","","","","","","","","","","2007-03-27"
"72219013874","2024-08-16T12:52:00","33.62972","-84.44224","308.2","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","FM-15","7","30.10","69","88","0.00","","+0.04","8","54","SCT:04 40 BKN:07 55 BKN:07 250","30.06","29.00","10.00","75","260","","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET14408/16/24 12:52:02 METAR KATL 161752Z 26005KT 10SM SCT040 BKN055 BKN250 31/21 A3010 RMK AO2 SLP180 MDT CU ALQDS T03110206 10311 20228 58013 (MWS)","","","","","","","","","","2007-03-27"
"72219013874","2024-08-16T13:00:00","33.62972","-84.44224","308.2","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","FM-12","4","","69","88","","","+0.04","8","54","41","30.06","28.99","9.94","75","260","","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN08072219 32666 62605 10311 20206 39818 40180 58013 91752 333 10311 20228 555 91618=","","","","","","","","","","2007-03-27"
"72219013874","2024-08-16T13:52:00","33.62972","-84.44224","308.2","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","FM-15","7","30.07","69","90","0.00","","","","50","SCT:04 42 SCT:04 250","30.03","28.97","10.00","75","190","","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET11908/16/24 13:52:02 METAR KATL 161852Z 19007KT 10SM SCT042 SCT250 32/21 A3007 RMK AO2 SLP170 MDT CU ALQDS T03220206 (MWS)","","","","","","","","","","2007-03-27"
"72219013874","2024-08-16T14:52:00","33.62972","-84.44224","308.2","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","FM-15","7","30.05","68","90","0.00","","","","48","SCT:04 42 BKN:07 65 BKN:07 200","30.01","28.95","10.00","75","190","17","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET14008/16/24 14:52:02 METAR KATL 161952Z 19008G15KT 10SM SCT042 BKN065 BKN200 32/20 A3005 RMK AO2 SLP164 TCU DSNT N MDT CU ALQDS T03220200 (MWS)","","","","","","","","","","2007-03-27"
"72219013874","2024-08-16T15:52:00","33.62972","-84.44224","308.2","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","FM-15","7","30.03","68","91","0.00","","+0.07","6","47","FEW:02 44 FEW:02 150 FEW:02 250","29.99","28.93","10.00","75","200","17","13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET15208/16/24 15:52:02 METAR KATL 162052Z 20011G15KT 10SM FEW044 FEW150 FEW250 33/20 A3003 RMK AO2 SLP157 TCU DSNT SE MDT CU DSNT NE NW T03280200 56023 (MWS)","","","","","","","","","","2007-03-27"
"72219013874","2024-08-16T16:00:00","33.62972","-84.44224","308.2","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","FM-12","4","","68","91","","","+0.07","6","47","41","29.99","28.92","9.94","75","200","","13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN07472219 32666 22011 10328 20200 39795 40157 56023 92052 333 91015 555 91621=","","","","","","","","","","2007-03-27"
"72219013874","2024-08-16T16:52:00","33.62972","-84.44224","308.2","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","FM-15","7","30.00","67","91","0.00","","","","45","FEW:02 47 SCT:04 250","29.96","28.90","10.00","75","200","21","14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET10908/16/24 16:52:02 METAR KATL 162152Z 20012G18KT 10SM FEW047 SCT250 33/19 A3000 RMK AO2 SLP147 T03280194 (MWS)","","","","","","","","","","2007-03-27"
"72219013874","2024-08-16T17:52:00","33.62972","-84.44224","308.2","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","FM-15","7","29.99","67","89","0.00","","","","48","FEW:02 48 FEW:02 250","29.95","28.89","10.00","74","200","","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET10608/16/24 17:52:02 METAR KATL 162252Z 20008KT 10SM FEW048 FEW250 32/19 A2999 RMK AO2 SLP143 T03170194 (MWS)","","","","","","","","","","2007-03-27"
"72219013874","2024-08-16T18:52:00","33.62972","-84.44224","308.2","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","FM-15","7","30.03","67","88","0.00","","+0.00","5","50","FEW:02 48 FEW:02 200","30.00","28.93","10.00","74","200","","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET12408/16/24 18:52:02 METAR KATL 162352Z 20008KT 10SM FEW048 FEW200 31/19 A3003 RMK AO2 SLP158 T03110194 10328 20306 55000 (MWS)","","","","","","","","","","2007-03-27"
"72219013874","2024-08-16T19:00:00","33.62972","-84.44224","308.2","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","FM-12","4","","67","88","","","+0.00","5","50","41","30.00","28.92","9.94","74","200","","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN08072219 32666 22008 10311 20194 39795 40158 55000 92352 333 10328 20228 555 91700=","","","","","","","","","","2007-03-27"
"72219013874","2024-08-16T19:52:00","33.62972","-84.44224","308.2","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","FM-15","7","30.05","68","86","0.00","","","","55","SCT:04 75 BKN:07 120 BKN:07 200","30.02","28.95","10.00","74","170","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET14308/16/24 19:52:01 METAR KATL 170052Z 17003KT 10SM SCT075 BKN120 BKN200 30/20 A3005 RMK AO2 SLP165 OCNL LTGIC DSNT NW-NE CB DSNT NW-NE T03000200","","","","","","","","","","2007-03-27"
"72219013874","2024-08-16T20:52:00","33.62972","-84.44224","308.2","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","FM-15","7","30.13","68","75","0.09","|RA |","","","79","SCT:04 50 BKN:07 70","30.10","29.03","5.00","70","340","31","18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET17308/16/24 20:52:01 METAR KATL 170152Z 34016G27KT 5SM RA SCT050CB BKN070 BKN1 24/20 A3013 RMK AO2 PK WND 34040/0119 RAB28 SLP193 VIS LWR W-N CB N-OHD-SW MOV SE P0001 T02390200","","","","","","","","","","2007-03-27"
"72219013874","2024-08-16T20:57:00","33.62972","-84.44224","308.2","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","FM-16","7","30.14","68","73","0.05","+RA:02 |RA |","","","84","FEW:02 25 BKN:07 45 BKN:07 70","","29.04","2.00","70","320","28","13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET13208/16/24 20:57:01 SPECI KATL 170157Z 32011G24KT 2SM +RA FEW025 BKN045CB BKN0 23/20 A3014 RMK AO2 CB OHD-ALQDS MOV SE P0005 T02280200","","","","","","","","","","2007-03-27"
"72219013874","2024-08-16T21:07:00","33.62972","-84.44224","308.2","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","FM-16","7","30.14","69","72","0.13","|RA |","","","91","FEW:02 25 SCT:04 45","","29.04","4.00","70","360","","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET15208/16/24 21:07:01 SPECI KATL 170207Z 36009KT 4SM RA BR FEW025 SCT045CB BKN0 22/21 A3014 RMK AO2 OCNL LTGIC DSNT W-NW CB OHD-ALQDS MOV SE P0013 T02220206","","","","","","","","","","2007-03-27"
"72219013874","2024-08-16T21:24:00","33.62972","-84.44224","308.2","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","FM-16","7","30.15","68","72","0.22","+RA:02 BR:1 |RA |","","","87","FEW:02 25 BKN:07 45 BKN:07 70","","29.05","2.00","69","330","","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET15908/16/24 21:24:02 SPECI KATL 170224Z 33004KT 2SM +RA BR FEW025 BKN045CB BKN0 22/20 A3015 RMK AO2 OCNL LTGIC DSNT W-NW CB OHD-W DSNT W-NW MOV SE P0022 T02220200","","","","","","","","","","2007-03-27"
"72219013874","2024-08-16T21:41:00","33.62972","-84.44224","308.2","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","FM-16","7","30.14","68","72","0.36","|RA |","","","87","FEW:02 15 SCT:04 45","","29.04","5.00","69","170","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET12808/16/24 21:41:02 SPECI KATL 170241Z 17003KT 5SM -RA BR FEW015 SCT045CB BKN0 22/20 A3014 RMK AO2 CB SE-SW MOV SE P0036 T02220200","","","","","","","","","","2007-03-27"
"72219013874","2024-08-16T21:52:00","33.62972","-84.44224","308.2","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","FM-15","7","30.13","68","72","0.29","|RA |","-0.10","1","87","FEW:02 40 SCT:04 70","30.10","29.03","7.00","69","180","","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET14408/16/24 21:52:02 METAR KATL 170252Z 18005KT 7SM -RA FEW040CB SCT070 BKN1 22/20 A3013 RMK AO2 SLP194 CB SE-SW MOV SE P0037 60038 T02220200 51034","","","","","","","","","","2007-03-27"
