airport,report_date,Hour,Scheduled Departures,Scheduled Arrivals,DATE
JFK,2019-01-01,0,8,9,2019-01-01 00:00:00
JFK,2019-01-01,1,5,2,2019-01-01 01:00:00
JFK,2019-01-01,2,3,4,2019-01-01 02:00:00
JFK,2019-01-01,3,1,0,2019-01-01 03:00:00
JFK,2019-01-01,4,0,4,2019-01-01 04:00:00
JFK,2019-01-01,5,10,25,2019-01-01 05:00:00
JFK,2019-01-01,6,23,19,2019-01-01 06:00:00
JFK,2019-01-01,7,33,22,2019-01-01 07:00:00
JFK,2019-01-01,8,47,16,2019-01-01 08:00:00
JFK,2019-01-01,9,36,17,2019-01-01 09:00:00
JFK,2019-01-01,10,23,23,2019-01-01 10:00:00
JFK,2019-01-01,11,27,20,2019-01-01 11:00:00
JFK,2019-01-01,12,21,23,2019-01-01 12:00:00
JFK,2019-01-01,13,23,45,2019-01-01 13:00:00
JFK,2019-01-01,14,25,42,2019-01-01 14:00:00
JFK,2019-01-01,15,37,35,2019-01-01 15:00:00
JFK,2019-01-01,16,30,39,2019-01-01 16:00:00
JFK,2019-01-01,17,30,30,2019-01-01 17:00:00
JFK,2019-01-01,18,33,36,2019-01-01 18:00:00
JFK,2019-01-01,19,46,28,2019-01-01 19:00:00
JFK,2019-01-01,20,25,43,2019-01-01 20:00:00
JFK,2019-01-01,21,35,30,2019-01-01 21:00:00
JFK,2019-01-01,22,25,32,2019-01-01 22:00:00
JFK,2019-01-01,23,18,28,2019-01-01 23:00:00
JFK,2019-01-02,0,13,11,2019-01-02 00:00:00
JFK,2019-01-02,1,6,2,2019-01-02 01:00:00
JFK,2019-01-02,2,1,4,2019-01-02 02:00:00
JFK,2019-01-02,3,1,0,2019-01-02 03:00:00
JFK,2019-01-02,4,0,5,2019-01-02 04:00:00
JFK,2019-01-02,5,11,25,2019-01-02 05:00:00
JFK,2019-01-02,6,23,23,2019-01-02 06:00:00
JFK,2019-01-02,7,37,30,2019-01-02 07:00:00
JFK,2019-01-02,8,52,18,2019-01-02 08:00:00
JFK,2019-01-02,9,41,22,2019-01-02 09:00:00
JFK,2019-01-02,10,24,23,2019-01-02 10:00:00
JFK,2019-01-02,11,32,20,2019-01-02 11:00:00
JFK,2019-01-02,12,24,23,2019-01-02 12:00:00
JFK,2019-01-02,13,24,44,2019-01-02 13:00:00
JFK,2019-01-02,14,27,46,2019-01-02 14:00:00
JFK,2019-01-02,15,37,33,2019-01-02 15:00:00
JFK,2019-01-02,16,35,39,2019-01-02 16:00:00
JFK,2019-01-02,17,35,34,2019-01-02 17:00:00
JFK,2019-01-02,18,37,37,2019-01-02 18:00:00
JFK,2019-01-02,19,46,29,2019-01-02 19:00:00
JFK,2019-01-02,20,31,50,2019-01-02 20:00:00
JFK,2019-01-02,21,32,34,2019-01-02 21:00:00
JFK,2019-01-02,22,27,32,2019-01-02 22:00:00
JFK,2019-01-02,23,20,28,2019-01-02 23:00:00
JFK,2019-01-03,0,10,13,2019-01-03 00:00:00
JFK,2019-01-03,1,4,2,2019-01-03 01:00:00
JFK,2019-01-03,2,3,3,2019-01-03 02:00:00
JFK,2019-01-03,3,2,0,2019-01-03 03:00:00
JFK,2019-01-03,4,1,4,2019-01-03 04:00:00
JFK,2019-01-03,5,10,25,2019-01-03 05:00:00
JFK,2019-01-03,6,20,22,2019-01-03 06:00:00
JFK,2019-01-03,7,41,31,2019-01-03 07:00:00
JFK,2019-01-03,8,47,16,2019-01-03 08:00:00
JFK,2019-01-03,9,38,19,2019-01-03 09:00:00
JFK,2019-01-03,10,25,21,2019-01-03 10:00:00
JFK,2019-01-03,11,29,20,2019-01-03 11:00:00
JFK,2019-01-03,12,20,25,2019-01-03 12:00:00
JFK,2019-01-03,13,23,43,2019-01-03 13:00:00
JFK,2019-01-03,14,25,43,2019-01-03 14:00:00
JFK,2019-01-03,15,36,38,2019-01-03 15:00:00
JFK,2019-01-03,16,36,40,2019-01-03 16:00:00
JFK,2019-01-03,17,30,33,2019-01-03 17:00:00
JFK,2019-01-03,18,35,38,2019-01-03 18:00:00
JFK,2019-01-03,19,48,30,2019-01-03 19:00:00
JFK,2019-01-03,20,29,46,2019-01-03 20:00:00
JFK,2019-01-03,21,34,32,2019-01-03 21:00:00
JFK,2019-01-03,22,25,30,2019-01-03 22:00:00
JFK,2019-01-03,23,20,22,2019-01-03 23:00:00
JFK,2019-01-04,0,13,13,2019-01-04 00:00:00
JFK,2019-01-04,1,5,2,2019-01-04 01:00:00
JFK,2019-01-04,2,2,2,2019-01-04 02:00:00
JFK,2019-01-04,3,1,0,2019-01-04 03:00:00
JFK,2019-01-04,4,0,3,2019-01-04 04:00:00
JFK,2019-01-04,5,9,25,2019-01-04 05:00:00
JFK,2019-01-04,6,20,21,2019-01-04 06:00:00
JFK,2019-01-04,7,39,29,2019-01-04 07:00:00
JFK,2019-01-04,8,47,16,2019-01-04 08:00:00
JFK,2019-01-04,9,38,19,2019-01-04 09:00:00
JFK,2019-01-04,10,21,22,2019-01-04 10:00:00
JFK,2019-01-04,11,30,16,2019-01-04 11:00:00
JFK,2019-01-04,12,21,24,2019-01-04 12:00:00
JFK,2019-01-04,13,21,43,2019-01-04 13:00:00
JFK,2019-01-04,14,23,44,2019-01-04 14:00:00
JFK,2019-01-04,15,37,34,2019-01-04 15:00:00
JFK,2019-01-04,16,35,37,2019-01-04 16:00:00
JFK,2019-01-04,17,33,33,2019-01-04 17:00:00
JFK,2019-01-04,18,36,36,2019-01-04 18:00:00
JFK,2019-01-04,19,48,30,2019-01-04 19:00:00
JFK,2019-01-04,20,29,46,2019-01-04 20:00:00
JFK,2019-01-04,21,32,30,2019-01-04 21:00:00
JFK,2019-01-04,22,29,29,2019-01-04 22:00:00
JFK,2019-01-04,23,19,22,2019-01-04 23:00:00
JFK,2019-01-05,0,10,9,2019-01-05 00:00:00
JFK,2019-01-05,1,5,1,2019-01-05 01:00:00
JFK,2019-01-05,2,3,3,2019-01-05 02:00:00
JFK,2019-01-05,3,2,0,2019-01-05 03:00:00
JFK,2019-01-05,4,0,6,2019-01-05 04:00:00
JFK,2019-01-05,5,5,19,2019-01-05 05:00:00
JFK,2019-01-05,6,15,21,2019-01-05 06:00:00
JFK,2019-01-05,7,32,28,2019-01-05 07:00:00
JFK,2019-01-05,8,54,14,2019-01-05 08:00:00
JFK,2019-01-05,9,42,24,2019-01-05 09:00:00
JFK,2019-01-05,10,24,24,2019-01-05 10:00:00
JFK,2019-01-05,11,31,15,2019-01-05 11:00:00
JFK,2019-01-05,12,19,24,2019-01-05 12:00:00
JFK,2019-01-05,13,22,39,2019-01-05 13:00:00
JFK,2019-01-05,14,23,46,2019-01-05 14:00:00
JFK,2019-01-05,15,38,33,2019-01-05 15:00:00
JFK,2019-01-05,16,29,35,2019-01-05 16:00:00
JFK,2019-01-05,17,28,34,2019-01-05 17:00:00
JFK,2019-01-05,18,36,39,2019-01-05 18:00:00
JFK,2019-01-05,19,45,31,2019-01-05 19:00:00
JFK,2019-01-05,20,27,41,2019-01-05 20:00:00
JFK,2019-01-05,21,31,28,2019-01-05 21:00:00
JFK,2019-01-05,22,20,30,2019-01-05 22:00:00
JFK,2019-01-05,23,18,20,2019-01-05 23:00:00
JFK,2019-01-06,0,13,15,2019-01-06 00:00:00
JFK,2019-01-06,1,5,2,2019-01-06 01:00:00
JFK,2019-01-06,2,3,2,2019-01-06 02:00:00
JFK,2019-01-06,3,1,0,2019-01-06 03:00:00
JFK,2019-01-06,4,0,3,2019-01-06 04:00:00
JFK,2019-01-06,5,7,21,2019-01-06 05:00:00
JFK,2019-01-06,6,19,22,2019-01-06 06:00:00
JFK,2019-01-06,7,38,35,2019-01-06 07:00:00
JFK,2019-01-06,8,51,15,2019-01-06 08:00:00
JFK,2019-01-06,9,40,21,2019-01-06 09:00:00
JFK,2019-01-06,10,22,25,2019-01-06 10:00:00
JFK,2019-01-06,11,36,16,2019-01-06 11:00:00
JFK,2019-01-06,12,19,29,2019-01-06 12:00:00
JFK,2019-01-06,13,30,42,2019-01-06 13:00:00
JFK,2019-01-06,14,24,45,2019-01-06 14:00:00
JFK,2019-01-06,15,39,37,2019-01-06 15:00:00
JFK,2019-01-06,16,33,39,2019-01-06 16:00:00
JFK,2019-01-06,17,35,31,2019-01-06 17:00:00
JFK,2019-01-06,18,37,39,2019-01-06 18:00:00
JFK,2019-01-06,19,49,30,2019-01-06 19:00:00
JFK,2019-01-06,20,31,47,2019-01-06 20:00:00
JFK,2019-01-06,21,34,30,2019-01-06 21:00:00
JFK,2019-01-06,22,24,34,2019-01-06 22:00:00
JFK,2019-01-06,23,19,19,2019-01-06 23:00:00
JFK,2019-01-07,0,11,14,2019-01-07 00:00:00
JFK,2019-01-07,1,5,2,2019-01-07 01:00:00
JFK,2019-01-07,2,2,2,2019-01-07 02:00:00
JFK,2019-01-07,3,2,0,2019-01-07 03:00:00
JFK,2019-01-07,4,1,4,2019-01-07 04:00:00
JFK,2019-01-07,5,7,20,2019-01-07 05:00:00
JFK,2019-01-07,6,18,21,2019-01-07 06:00:00
JFK,2019-01-07,7,41,34,2019-01-07 07:00:00
JFK,2019-01-07,8,52,18,2019-01-07 08:00:00
JFK,2019-01-07,9,41,27,2019-01-07 09:00:00
JFK,2019-01-07,10,22,25,2019-01-07 10:00:00
JFK,2019-01-07,11,37,17,2019-01-07 11:00:00
JFK,2019-01-07,12,22,27,2019-01-07 12:00:00
JFK,2019-01-07,13,26,45,2019-01-07 13:00:00
JFK,2019-01-07,14,26,46,2019-01-07 14:00:00
JFK,2019-01-07,15,39,36,2019-01-07 15:00:00
JFK,2019-01-07,16,32,40,2019-01-07 16:00:00
JFK,2019-01-07,17,35,32,2019-01-07 17:00:00
JFK,2019-01-07,18,36,38,2019-01-07 18:00:00
JFK,2019-01-07,19,49,29,2019-01-07 19:00:00
JFK,2019-01-07,20,32,44,2019-01-07 20:00:00
JFK,2019-01-07,21,32,29,2019-01-07 21:00:00
JFK,2019-01-07,22,24,34,2019-01-07 22:00:00
JFK,2019-01-07,23,18,20,2019-01-07 23:00:00
JFK,2019-01-08,0,10,11,2019-01-08 00:00:00
JFK,2019-01-08,1,6,4,2019-01-08 01:00:00
JFK,2019-01-08,2,3,2,2019-01-08 02:00:00
JFK,2019-01-08,3,1,0,2019-01-08 03:00:00
JFK,2019-01-08,4,0,5,2019-01-08 04:00:00
JFK,2019-01-08,5,8,18,2019-01-08 05:00:00
JFK,2019-01-08,6,16,21,2019-01-08 06:00:00
JFK,2019-01-08,7,43,33,2019-01-08 07:00:00
JFK,2019-01-08,8,50,14,2019-01-08 08:00:00
JFK,2019-01-08,9,38,21,2019-01-08 09:00:00
JFK,2019-01-08,10,23,25,2019-01-08 10:00:00
JFK,2019-01-08,11,28,15,2019-01-08 11:00:00
JFK,2019-01-08,12,19,27,2019-01-08 12:00:00
JFK,2019-01-08,13,25,43,2019-01-08 13:00:00
JFK,2019-01-08,14,26,43,2019-01-08 14:00:00
JFK,2019-01-08,15,37,36,2019-01-08 15:00:00
JFK,2019-01-08,16,30,40,2019-01-08 16:00:00
JFK,2019-01-08,17,30,30,2019-01-08 17:00:00
JFK,2019-01-08,18,31,39,2019-01-08 18:00:00
JFK,2019-01-08,19,45,32,2019-01-08 19:00:00
JFK,2019-01-08,20,28,40,2019-01-08 20:00:00
JFK,2019-01-08,21,28,27,2019-01-08 21:00:00
JFK,2019-01-08,22,20,32,2019-01-08 22:00:00
JFK,2019-01-08,23,17,22,2019-01-08 23:00:00
JFK,2019-01-09,0,13,10,2019-01-09 00:00:00
JFK,2019-01-09,1,6,4,2019-01-09 01:00:00
JFK,2019-01-09,2,1,2,2019-01-09 02:00:00
JFK,2019-01-09,3,1,0,2019-01-09 03:00:00
JFK,2019-01-09,4,0,5,2019-01-09 04:00:00
JFK,2019-01-09,5,9,16,2019-01-09 05:00:00
JFK,2019-01-09,6,16,21,2019-01-09 06:00:00
JFK,2019-01-09,7,42,31,2019-01-09 07:00:00
JFK,2019-01-09,8,53,18,2019-01-09 08:00:00
JFK,2019-01-09,9,36,20,2019-01-09 09:00:00
JFK,2019-01-09,10,22,25,2019-01-09 10:00:00
JFK,2019-01-09,11,30,14,2019-01-09 11:00:00
JFK,2019-01-09,12,21,24,2019-01-09 12:00:00
JFK,2019-01-09,13,26,42,2019-01-09 13:00:00
JFK,2019-01-09,14,26,42,2019-01-09 14:00:00
JFK,2019-01-09,15,37,34,2019-01-09 15:00:00
JFK,2019-01-09,16,32,42,2019-01-09 16:00:00
JFK,2019-01-09,17,33,30,2019-01-09 17:00:00
JFK,2019-01-09,18,35,38,2019-01-09 18:00:00
JFK,2019-01-09,19,47,30,2019-01-09 19:00:00
JFK,2019-01-09,20,29,45,2019-01-09 20:00:00
JFK,2019-01-09,21,30,27,2019-01-09 21:00:00
JFK,2019-01-09,22,22,34,2019-01-09 22:00:00
JFK,2019-01-09,23,18,22,2019-01-09 23:00:00
JFK,2019-01-10,0,11,10,2019-01-10 00:00:00
JFK,2019-01-10,1,4,4,2019-01-10 01:00:00
JFK,2019-01-10,2,2,3,2019-01-10 02:00:00
JFK,2019-01-10,3,2,0,2019-01-10 03:00:00
JFK,2019-01-10,4,1,5,2019-01-10 04:00:00
JFK,2019-01-10,5,9,19,2019-01-10 05:00:00
JFK,2019-01-10,6,18,22,2019-01-10 06:00:00
JFK,2019-01-10,7,45,35,2019-01-10 07:00:00
JFK,2019-01-10,8,54,18,2019-01-10 08:00:00
JFK,2019-01-10,9,37,20,2019-01-10 09:00:00
JFK,2019-01-10,10,24,23,2019-01-10 10:00:00
JFK,2019-01-10,11,33,18,2019-01-10 11:00:00
JFK,2019-01-10,12,19,27,2019-01-10 12:00:00
JFK,2019-01-10,13,27,44,2019-01-10 13:00:00
JFK,2019-01-10,14,27,42,2019-01-10 14:00:00
JFK,2019-01-10,15,37,36,2019-01-10 15:00:00
JFK,2019-01-10,16,34,44,2019-01-10 16:00:00
JFK,2019-01-10,17,33,32,2019-01-10 17:00:00
JFK,2019-01-10,18,36,40,2019-01-10 18:00:00
JFK,2019-01-10,19,50,31,2019-01-10 19:00:00
JFK,2019-01-10,20,31,46,2019-01-10 20:00:00
JFK,2019-01-10,21,32,29,2019-01-10 21:00:00
JFK,2019-01-10,22,20,34,2019-01-10 22:00:00
JFK,2019-01-10,23,19,20,2019-01-10 23:00:00
JFK,2019-01-11,0,11,9,2019-01-11 00:00:00
JFK,2019-01-11,1,5,4,2019-01-11 01:00:00
JFK,2019-01-11,2,1,2,2019-01-11 02:00:00
JFK,2019-01-11,3,1,0,2019-01-11 03:00:00
JFK,2019-01-11,4,0,4,2019-01-11 04:00:00
JFK,2019-01-11,5,9,20,2019-01-11 05:00:00
JFK,2019-01-11,6,17,23,2019-01-11 06:00:00
JFK,2019-01-11,7,44,33,2019-01-11 07:00:00
JFK,2019-01-11,8,54,18,2019-01-11 08:00:00
JFK,2019-01-11,9,38,20,2019-01-11 09:00:00
JFK,2019-01-11,10,22,25,2019-01-11 10:00:00
JFK,2019-01-11,11,33,15,2019-01-11 11:00:00
JFK,2019-01-11,12,21,27,2019-01-11 12:00:00
JFK,2019-01-11,13,27,44,2019-01-11 13:00:00
JFK,2019-01-11,14,26,45,2019-01-11 14:00:00
JFK,2019-01-11,15,37,34,2019-01-11 15:00:00
JFK,2019-01-11,16,34,41,2019-01-11 16:00:00
JFK,2019-01-11,17,34,33,2019-01-11 17:00:00
JFK,2019-01-11,18,36,40,2019-01-11 18:00:00
JFK,2019-01-11,19,48,29,2019-01-11 19:00:00
JFK,2019-01-11,20,29,48,2019-01-11 20:00:00
JFK,2019-01-11,21,31,28,2019-01-11 21:00:00
JFK,2019-01-11,22,26,33,2019-01-11 22:00:00
JFK,2019-01-11,23,17,22,2019-01-11 23:00:00
JFK,2019-01-12,0,10,5,2019-01-12 00:00:00
JFK,2019-01-12,1,5,3,2019-01-12 01:00:00
JFK,2019-01-12,2,2,3,2019-01-12 02:00:00
JFK,2019-01-12,3,2,0,2019-01-12 03:00:00
JFK,2019-01-12,4,0,5,2019-01-12 04:00:00
JFK,2019-01-12,5,6,14,2019-01-12 05:00:00
JFK,2019-01-12,6,14,20,2019-01-12 06:00:00
JFK,2019-01-12,7,37,27,2019-01-12 07:00:00
JFK,2019-01-12,8,51,13,2019-01-12 08:00:00
JFK,2019-01-12,9,39,19,2019-01-12 09:00:00
JFK,2019-01-12,10,26,22,2019-01-12 10:00:00
JFK,2019-01-12,11,27,11,2019-01-12 11:00:00
JFK,2019-01-12,12,17,23,2019-01-12 12:00:00
JFK,2019-01-12,13,20,40,2019-01-12 13:00:00
JFK,2019-01-12,14,24,42,2019-01-12 14:00:00
JFK,2019-01-12,15,36,33,2019-01-12 15:00:00
JFK,2019-01-12,16,29,34,2019-01-12 16:00:00
JFK,2019-01-12,17,24,35,2019-01-12 17:00:00
JFK,2019-01-12,18,28,41,2019-01-12 18:00:00
JFK,2019-01-12,19,42,30,2019-01-12 19:00:00
JFK,2019-01-12,20,23,39,2019-01-12 20:00:00
JFK,2019-01-12,21,29,23,2019-01-12 21:00:00
JFK,2019-01-12,22,20,29,2019-01-12 22:00:00
JFK,2019-01-12,23,17,19,2019-01-12 23:00:00
JFK,2019-01-13,0,13,11,2019-01-13 00:00:00
JFK,2019-01-13,1,5,4,2019-01-13 01:00:00
JFK,2019-01-13,2,2,2,2019-01-13 02:00:00
JFK,2019-01-13,3,1,0,2019-01-13 03:00:00
JFK,2019-01-13,4,0,4,2019-01-13 04:00:00
JFK,2019-01-13,5,9,18,2019-01-13 05:00:00
JFK,2019-01-13,6,16,25,2019-01-13 06:00:00
JFK,2019-01-13,7,41,35,2019-01-13 07:00:00
JFK,2019-01-13,8,52,16,2019-01-13 08:00:00
JFK,2019-01-13,9,33,17,2019-01-13 09:00:00
JFK,2019-01-13,10,23,24,2019-01-13 10:00:00
JFK,2019-01-13,11,35,13,2019-01-13 11:00:00
JFK,2019-01-13,12,18,28,2019-01-13 12:00:00
JFK,2019-01-13,13,29,42,2019-01-13 13:00:00
JFK,2019-01-13,14,26,42,2019-01-13 14:00:00
JFK,2019-01-13,15,37,36,2019-01-13 15:00:00
JFK,2019-01-13,16,33,40,2019-01-13 16:00:00
JFK,2019-01-13,17,33,32,2019-01-13 17:00:00
JFK,2019-01-13,18,37,40,2019-01-13 18:00:00
JFK,2019-01-13,19,47,29,2019-01-13 19:00:00
JFK,2019-01-13,20,30,48,2019-01-13 20:00:00
JFK,2019-01-13,21,29,27,2019-01-13 21:00:00
JFK,2019-01-13,22,23,33,2019-01-13 22:00:00
JFK,2019-01-13,23,18,20,2019-01-13 23:00:00
JFK,2019-01-14,0,12,9,2019-01-14 00:00:00
JFK,2019-01-14,1,5,4,2019-01-14 01:00:00
JFK,2019-01-14,2,1,2,2019-01-14 02:00:00
JFK,2019-01-14,3,2,0,2019-01-14 03:00:00
JFK,2019-01-14,4,1,5,2019-01-14 04:00:00
JFK,2019-01-14,5,8,17,2019-01-14 05:00:00
JFK,2019-01-14,6,16,21,2019-01-14 06:00:00
JFK,2019-01-14,7,43,33,2019-01-14 07:00:00
JFK,2019-01-14,8,54,19,2019-01-14 08:00:00
JFK,2019-01-14,9,35,22,2019-01-14 09:00:00
JFK,2019-01-14,10,23,24,2019-01-14 10:00:00
JFK,2019-01-14,11,34,15,2019-01-14 11:00:00
JFK,2019-01-14,12,21,26,2019-01-14 12:00:00
JFK,2019-01-14,13,27,43,2019-01-14 13:00:00
JFK,2019-01-14,14,26,41,2019-01-14 14:00:00
JFK,2019-01-14,15,37,36,2019-01-14 15:00:00
JFK,2019-01-14,16,32,41,2019-01-14 16:00:00
JFK,2019-01-14,17,33,33,2019-01-14 17:00:00
JFK,2019-01-14,18,36,39,2019-01-14 18:00:00
JFK,2019-01-14,19,47,28,2019-01-14 19:00:00
JFK,2019-01-14,20,29,44,2019-01-14 20:00:00
JFK,2019-01-14,21,30,27,2019-01-14 21:00:00
JFK,2019-01-14,22,23,31,2019-01-14 22:00:00
JFK,2019-01-14,23,18,22,2019-01-14 23:00:00
JFK,2019-01-15,0,10,10,2019-01-15 00:00:00
JFK,2019-01-15,1,6,4,2019-01-15 01:00:00
JFK,2019-01-15,2,1,2,2019-01-15 02:00:00
JFK,2019-01-15,3,2,0,2019-01-15 03:00:00
JFK,2019-01-15,4,0,4,2019-01-15 04:00:00
JFK,2019-01-15,5,9,17,2019-01-15 05:00:00
JFK,2019-01-15,6,15,21,2019-01-15 06:00:00
JFK,2019-01-15,7,43,32,2019-01-15 07:00:00
JFK,2019-01-15,8,53,15,2019-01-15 08:00:00
JFK,2019-01-15,9,36,20,2019-01-15 09:00:00
JFK,2019-01-15,10,22,24,2019-01-15 10:00:00
JFK,2019-01-15,11,30,13,2019-01-15 11:00:00
JFK,2019-01-15,12,18,26,2019-01-15 12:00:00
JFK,2019-01-15,13,25,44,2019-01-15 13:00:00
JFK,2019-01-15,14,26,42,2019-01-15 14:00:00
JFK,2019-01-15,15,37,36,2019-01-15 15:00:00
JFK,2019-01-15,16,30,39,2019-01-15 16:00:00
JFK,2019-01-15,17,29,30,2019-01-15 17:00:00
JFK,2019-01-15,18,30,37,2019-01-15 18:00:00
JFK,2019-01-15,19,43,32,2019-01-15 19:00:00
JFK,2019-01-15,20,28,40,2019-01-15 20:00:00
JFK,2019-01-15,21,28,27,2019-01-15 21:00:00
JFK,2019-01-15,22,19,31,2019-01-15 22:00:00
JFK,2019-01-15,23,17,23,2019-01-15 23:00:00
JFK,2019-01-16,0,13,10,2019-01-16 00:00:00
JFK,2019-01-16,1,7,4,2019-01-16 01:00:00
JFK,2019-01-16,2,0,2,2019-01-16 02:00:00
JFK,2019-01-16,3,1,0,2019-01-16 03:00:00
JFK,2019-01-16,4,0,5,2019-01-16 04:00:00
JFK,2019-01-16,5,9,15,2019-01-16 05:00:00
JFK,2019-01-16,6,16,20,2019-01-16 06:00:00
JFK,2019-01-16,7,42,32,2019-01-16 07:00:00
JFK,2019-01-16,8,54,17,2019-01-16 08:00:00
JFK,2019-01-16,9,35,20,2019-01-16 09:00:00
JFK,2019-01-16,10,21,24,2019-01-16 10:00:00
JFK,2019-01-16,11,32,14,2019-01-16 11:00:00
JFK,2019-01-16,12,20,24,2019-01-16 12:00:00
JFK,2019-01-16,13,26,40,2019-01-16 13:00:00
JFK,2019-01-16,14,26,41,2019-01-16 14:00:00
JFK,2019-01-16,15,37,32,2019-01-16 15:00:00
JFK,2019-01-16,16,32,39,2019-01-16 16:00:00
JFK,2019-01-16,17,32,31,2019-01-16 17:00:00
JFK,2019-01-16,18,32,37,2019-01-16 18:00:00
JFK,2019-01-16,19,45,30,2019-01-16 19:00:00
JFK,2019-01-16,20,27,45,2019-01-16 20:00:00
JFK,2019-01-16,21,30,28,2019-01-16 21:00:00
JFK,2019-01-16,22,21,32,2019-01-16 22:00:00
JFK,2019-01-16,23,18,21,2019-01-16 23:00:00
JFK,2019-01-17,0,10,10,2019-01-17 00:00:00
JFK,2019-01-17,1,4,4,2019-01-17 01:00:00
JFK,2019-01-17,2,2,3,2019-01-17 02:00:00
JFK,2019-01-17,3,3,0,2019-01-17 03:00:00
JFK,2019-01-17,4,1,5,2019-01-17 04:00:00
JFK,2019-01-17,5,9,18,2019-01-17 05:00:00
JFK,2019-01-17,6,17,22,2019-01-17 06:00:00
JFK,2019-01-17,7,44,35,2019-01-17 07:00:00
JFK,2019-01-17,8,54,19,2019-01-17 08:00:00
JFK,2019-01-17,9,35,19,2019-01-17 09:00:00
JFK,2019-01-17,10,23,23,2019-01-17 10:00:00
JFK,2019-01-17,11,33,17,2019-01-17 11:00:00
JFK,2019-01-17,12,18,27,2019-01-17 12:00:00
JFK,2019-01-17,13,28,44,2019-01-17 13:00:00
JFK,2019-01-17,14,26,42,2019-01-17 14:00:00
JFK,2019-01-17,15,37,35,2019-01-17 15:00:00
JFK,2019-01-17,16,33,42,2019-01-17 16:00:00
JFK,2019-01-17,17,32,32,2019-01-17 17:00:00
JFK,2019-01-17,18,37,38,2019-01-17 18:00:00
JFK,2019-01-17,19,48,30,2019-01-17 19:00:00
JFK,2019-01-17,20,29,45,2019-01-17 20:00:00
JFK,2019-01-17,21,32,29,2019-01-17 21:00:00
JFK,2019-01-17,22,19,34,2019-01-17 22:00:00
JFK,2019-01-17,23,19,19,2019-01-17 23:00:00
JFK,2019-01-18,0,12,10,2019-01-18 00:00:00
JFK,2019-01-18,1,5,5,2019-01-18 01:00:00
JFK,2019-01-18,2,1,2,2019-01-18 02:00:00
JFK,2019-01-18,3,1,0,2019-01-18 03:00:00
JFK,2019-01-18,4,0,4,2019-01-18 04:00:00
JFK,2019-01-18,5,9,19,2019-01-18 05:00:00
JFK,2019-01-18,6,17,22,2019-01-18 06:00:00
JFK,2019-01-18,7,44,33,2019-01-18 07:00:00
JFK,2019-01-18,8,54,19,2019-01-18 08:00:00
JFK,2019-01-18,9,36,19,2019-01-18 09:00:00
JFK,2019-01-18,10,21,25,2019-01-18 10:00:00
JFK,2019-01-18,11,34,15,2019-01-18 11:00:00
JFK,2019-01-18,12,21,26,2019-01-18 12:00:00
JFK,2019-01-18,13,27,43,2019-01-18 13:00:00
JFK,2019-01-18,14,26,44,2019-01-18 14:00:00
JFK,2019-01-18,15,37,33,2019-01-18 15:00:00
JFK,2019-01-18,16,33,41,2019-01-18 16:00:00
JFK,2019-01-18,17,34,33,2019-01-18 17:00:00
JFK,2019-01-18,18,36,39,2019-01-18 18:00:00
JFK,2019-01-18,19,47,30,2019-01-18 19:00:00
JFK,2019-01-18,20,29,46,2019-01-18 20:00:00
JFK,2019-01-18,21,30,28,2019-01-18 21:00:00
JFK,2019-01-18,22,25,32,2019-01-18 22:00:00
JFK,2019-01-18,23,17,21,2019-01-18 23:00:00
JFK,2019-01-19,0,10,5,2019-01-19 00:00:00
JFK,2019-01-19,1,5,3,2019-01-19 01:00:00
JFK,2019-01-19,2,2,3,2019-01-19 02:00:00
JFK,2019-01-19,3,2,0,2019-01-19 03:00:00
JFK,2019-01-19,4,0,5,2019-01-19 04:00:00
JFK,2019-01-19,5,6,14,2019-01-19 05:00:00
JFK,2019-01-19,6,14,20,2019-01-19 06:00:00
JFK,2019-01-19,7,36,26,2019-01-19 07:00:00
JFK,2019-01-19,8,50,15,2019-01-19 08:00:00
JFK,2019-01-19,9,31,17,2019-01-19 09:00:00
JFK,2019-01-19,10,26,22,2019-01-19 10:00:00
JFK,2019-01-19,11,22,11,2019-01-19 11:00:00
JFK,2019-01-19,12,17,22,2019-01-19 12:00:00
JFK,2019-01-19,13,22,38,2019-01-19 13:00:00
JFK,2019-01-19,14,22,38,2019-01-19 14:00:00
JFK,2019-01-19,15,34,31,2019-01-19 15:00:00
JFK,2019-01-19,16,29,32,2019-01-19 16:00:00
JFK,2019-01-19,17,23,34,2019-01-19 17:00:00
JFK,2019-01-19,18,28,39,2019-01-19 18:00:00
JFK,2019-01-19,19,40,29,2019-01-19 19:00:00
JFK,2019-01-19,20,23,36,2019-01-19 20:00:00
JFK,2019-01-19,21,26,22,2019-01-19 21:00:00
JFK,2019-01-19,22,20,26,2019-01-19 22:00:00
JFK,2019-01-19,23,16,17,2019-01-19 23:00:00
JFK,2019-01-20,0,12,8,2019-01-20 00:00:00
JFK,2019-01-20,1,5,4,2019-01-20 01:00:00
JFK,2019-01-20,2,2,2,2019-01-20 02:00:00
JFK,2019-01-20,3,2,0,2019-01-20 03:00:00
JFK,2019-01-20,4,0,4,2019-01-20 04:00:00
JFK,2019-01-20,5,8,17,2019-01-20 05:00:00
JFK,2019-01-20,6,15,22,2019-01-20 06:00:00
JFK,2019-01-20,7,37,33,2019-01-20 07:00:00
JFK,2019-01-20,8,46,17,2019-01-20 08:00:00
