airport,report_date,Hour,Scheduled Departures,Scheduled Arrivals,DATE
JFK,2019-10-12,22,21,35,2019-10-12 22:00:00
JFK,2019-10-12,23,19,24,2019-10-12 23:00:00
JFK,2019-10-13,0,10,17,2019-10-13 00:00:00
JFK,2019-10-13,1,9,0,2019-10-13 01:00:00
JFK,2019-10-13,2,2,1,2019-10-13 02:00:00
JFK,2019-10-13,3,1,2,2019-10-13 03:00:00
JFK,2019-10-13,4,1,5,2019-10-13 04:00:00
JFK,2019-10-13,5,7,19,2019-10-13 05:00:00
JFK,2019-10-13,6,20,21,2019-10-13 06:00:00
JFK,2019-10-13,7,38,26,2019-10-13 07:00:00
JFK,2019-10-13,8,44,20,2019-10-13 08:00:00
JFK,2019-10-13,9,30,17,2019-10-13 09:00:00
JFK,2019-10-13,10,18,25,2019-10-13 10:00:00
JFK,2019-10-13,11,38,24,2019-10-13 11:00:00
JFK,2019-10-13,12,25,29,2019-10-13 12:00:00
JFK,2019-10-13,13,24,43,2019-10-13 13:00:00
JFK,2019-10-13,14,30,44,2019-10-13 14:00:00
JFK,2019-10-13,15,33,34,2019-10-13 15:00:00
JFK,2019-10-13,16,35,37,2019-10-13 16:00:00
JFK,2019-10-13,17,36,36,2019-10-13 17:00:00
JFK,2019-10-13,18,35,32,2019-10-13 18:00:00
JFK,2019-10-13,19,48,27,2019-10-13 19:00:00
JFK,2019-10-13,20,29,46,2019-10-13 20:00:00
JFK,2019-10-13,21,41,25,2019-10-13 21:00:00
JFK,2019-10-13,22,22,39,2019-10-13 22:00:00
JFK,2019-10-13,23,20,26,2019-10-13 23:00:00
JFK,2019-10-14,0,8,15,2019-10-14 00:00:00
JFK,2019-10-14,1,8,0,2019-10-14 01:00:00
JFK,2019-10-14,2,3,1,2019-10-14 02:00:00
JFK,2019-10-14,3,1,2,2019-10-14 03:00:00
JFK,2019-10-14,4,1,5,2019-10-14 04:00:00
JFK,2019-10-14,5,11,18,2019-10-14 05:00:00
JFK,2019-10-14,6,19,21,2019-10-14 06:00:00
JFK,2019-10-14,7,38,26,2019-10-14 07:00:00
JFK,2019-10-14,8,44,23,2019-10-14 08:00:00
JFK,2019-10-14,9,33,21,2019-10-14 09:00:00
JFK,2019-10-14,10,18,23,2019-10-14 10:00:00
JFK,2019-10-14,11,40,25,2019-10-14 11:00:00
JFK,2019-10-14,12,21,31,2019-10-14 12:00:00
JFK,2019-10-14,13,26,41,2019-10-14 13:00:00
JFK,2019-10-14,14,30,44,2019-10-14 14:00:00
JFK,2019-10-14,15,32,34,2019-10-14 15:00:00
JFK,2019-10-14,16,36,36,2019-10-14 16:00:00
JFK,2019-10-14,17,35,35,2019-10-14 17:00:00
JFK,2019-10-14,18,36,31,2019-10-14 18:00:00
JFK,2019-10-14,19,47,26,2019-10-14 19:00:00
JFK,2019-10-14,20,28,43,2019-10-14 20:00:00
JFK,2019-10-14,21,41,24,2019-10-14 21:00:00
JFK,2019-10-14,22,22,39,2019-10-14 22:00:00
JFK,2019-10-14,23,21,25,2019-10-14 23:00:00
JFK,2019-10-15,0,9,15,2019-10-15 00:00:00
JFK,2019-10-15,1,8,0,2019-10-15 01:00:00
JFK,2019-10-15,2,3,1,2019-10-15 02:00:00
JFK,2019-10-15,3,0,2,2019-10-15 03:00:00
JFK,2019-10-15,4,1,5,2019-10-15 04:00:00
JFK,2019-10-15,5,8,15,2019-10-15 05:00:00
JFK,2019-10-15,6,20,21,2019-10-15 06:00:00
JFK,2019-10-15,7,34,25,2019-10-15 07:00:00
JFK,2019-10-15,8,45,17,2019-10-15 08:00:00
JFK,2019-10-15,9,32,19,2019-10-15 09:00:00
JFK,2019-10-15,10,16,24,2019-10-15 10:00:00
JFK,2019-10-15,11,37,22,2019-10-15 11:00:00
JFK,2019-10-15,12,22,27,2019-10-15 12:00:00
JFK,2019-10-15,13,25,42,2019-10-15 13:00:00
JFK,2019-10-15,14,28,44,2019-10-15 14:00:00
JFK,2019-10-15,15,34,34,2019-10-15 15:00:00
JFK,2019-10-15,16,35,35,2019-10-15 16:00:00
JFK,2019-10-15,17,34,35,2019-10-15 17:00:00
JFK,2019-10-15,18,34,31,2019-10-15 18:00:00
JFK,2019-10-15,19,44,26,2019-10-15 19:00:00
JFK,2019-10-15,20,28,43,2019-10-15 20:00:00
JFK,2019-10-15,21,37,25,2019-10-15 21:00:00
JFK,2019-10-15,22,19,37,2019-10-15 22:00:00
JFK,2019-10-15,23,19,28,2019-10-15 23:00:00
JFK,2019-10-16,0,8,15,2019-10-16 00:00:00
JFK,2019-10-16,1,9,0,2019-10-16 01:00:00
JFK,2019-10-16,2,2,1,2019-10-16 02:00:00
JFK,2019-10-16,3,0,2,2019-10-16 03:00:00
JFK,2019-10-16,4,1,5,2019-10-16 04:00:00
JFK,2019-10-16,5,9,19,2019-10-16 05:00:00
JFK,2019-10-16,6,18,19,2019-10-16 06:00:00
JFK,2019-10-16,7,38,25,2019-10-16 07:00:00
JFK,2019-10-16,8,44,18,2019-10-16 08:00:00
JFK,2019-10-16,9,31,20,2019-10-16 09:00:00
JFK,2019-10-16,10,16,22,2019-10-16 10:00:00
JFK,2019-10-16,11,35,24,2019-10-16 11:00:00
JFK,2019-10-16,12,22,28,2019-10-16 12:00:00
JFK,2019-10-16,13,24,41,2019-10-16 13:00:00
JFK,2019-10-16,14,29,44,2019-10-16 14:00:00
JFK,2019-10-16,15,33,34,2019-10-16 15:00:00
JFK,2019-10-16,16,35,35,2019-10-16 16:00:00
JFK,2019-10-16,17,34,36,2019-10-16 17:00:00
JFK,2019-10-16,18,35,30,2019-10-16 18:00:00
JFK,2019-10-16,19,47,27,2019-10-16 19:00:00
JFK,2019-10-16,20,27,42,2019-10-16 20:00:00
JFK,2019-10-16,21,36,24,2019-10-16 21:00:00
JFK,2019-10-16,22,19,37,2019-10-16 22:00:00
JFK,2019-10-16,23,19,25,2019-10-16 23:00:00
JFK,2019-10-17,0,8,15,2019-10-17 00:00:00
JFK,2019-10-17,1,5,1,2019-10-17 01:00:00
JFK,2019-10-17,2,2,1,2019-10-17 02:00:00
JFK,2019-10-17,3,3,3,2019-10-17 03:00:00
JFK,2019-10-17,4,2,6,2019-10-17 04:00:00
JFK,2019-10-17,5,8,18,2019-10-17 05:00:00
JFK,2019-10-17,6,19,21,2019-10-17 06:00:00
JFK,2019-10-17,7,37,25,2019-10-17 07:00:00
JFK,2019-10-17,8,46,20,2019-10-17 08:00:00
JFK,2019-10-17,9,33,21,2019-10-17 09:00:00
JFK,2019-10-17,10,17,23,2019-10-17 10:00:00
JFK,2019-10-17,11,39,22,2019-10-17 11:00:00
JFK,2019-10-17,12,23,29,2019-10-17 12:00:00
JFK,2019-10-17,13,23,42,2019-10-17 13:00:00
JFK,2019-10-17,14,30,44,2019-10-17 14:00:00
JFK,2019-10-17,15,33,35,2019-10-17 15:00:00
JFK,2019-10-17,16,36,38,2019-10-17 16:00:00
JFK,2019-10-17,17,36,37,2019-10-17 17:00:00
JFK,2019-10-17,18,36,32,2019-10-17 18:00:00
JFK,2019-10-17,19,48,26,2019-10-17 19:00:00
JFK,2019-10-17,20,29,44,2019-10-17 20:00:00
JFK,2019-10-17,21,40,26,2019-10-17 21:00:00
JFK,2019-10-17,22,22,40,2019-10-17 22:00:00
JFK,2019-10-17,23,22,26,2019-10-17 23:00:00
JFK,2019-10-18,0,9,16,2019-10-18 00:00:00
JFK,2019-10-18,1,9,1,2019-10-18 01:00:00
JFK,2019-10-18,2,4,2,2019-10-18 02:00:00
JFK,2019-10-18,3,0,2,2019-10-18 03:00:00
JFK,2019-10-18,4,1,5,2019-10-18 04:00:00
JFK,2019-10-18,5,8,17,2019-10-18 05:00:00
JFK,2019-10-18,6,19,21,2019-10-18 06:00:00
JFK,2019-10-18,7,37,27,2019-10-18 07:00:00
JFK,2019-10-18,8,45,21,2019-10-18 08:00:00
JFK,2019-10-18,9,32,20,2019-10-18 09:00:00
JFK,2019-10-18,10,17,23,2019-10-18 10:00:00
JFK,2019-10-18,11,37,23,2019-10-18 11:00:00
JFK,2019-10-18,12,21,29,2019-10-18 12:00:00
JFK,2019-10-18,13,25,41,2019-10-18 13:00:00
JFK,2019-10-18,14,29,44,2019-10-18 14:00:00
JFK,2019-10-18,15,34,35,2019-10-18 15:00:00
JFK,2019-10-18,16,36,35,2019-10-18 16:00:00
JFK,2019-10-18,17,34,36,2019-10-18 17:00:00
JFK,2019-10-18,18,36,32,2019-10-18 18:00:00
JFK,2019-10-18,19,47,27,2019-10-18 19:00:00
JFK,2019-10-18,20,29,43,2019-10-18 20:00:00
JFK,2019-10-18,21,39,25,2019-10-18 21:00:00
JFK,2019-10-18,22,22,38,2019-10-18 22:00:00
JFK,2019-10-18,23,18,29,2019-10-18 23:00:00
JFK,2019-10-19,0,10,10,2019-10-19 00:00:00
JFK,2019-10-19,1,8,1,2019-10-19 01:00:00
JFK,2019-10-19,2,3,1,2019-10-19 02:00:00
JFK,2019-10-19,3,3,3,2019-10-19 03:00:00
JFK,2019-10-19,4,1,7,2019-10-19 04:00:00
JFK,2019-10-19,5,8,13,2019-10-19 05:00:00
JFK,2019-10-19,6,17,19,2019-10-19 06:00:00
JFK,2019-10-19,7,34,25,2019-10-19 07:00:00
JFK,2019-10-19,8,44,16,2019-10-19 08:00:00
JFK,2019-10-19,9,30,15,2019-10-19 09:00:00
JFK,2019-10-19,10,18,25,2019-10-19 10:00:00
JFK,2019-10-19,11,33,21,2019-10-19 11:00:00
JFK,2019-10-19,12,21,26,2019-10-19 12:00:00
JFK,2019-10-19,13,21,36,2019-10-19 13:00:00
JFK,2019-10-19,14,25,43,2019-10-19 14:00:00
JFK,2019-10-19,15,31,34,2019-10-19 15:00:00
JFK,2019-10-19,16,34,36,2019-10-19 16:00:00
JFK,2019-10-19,17,27,36,2019-10-19 17:00:00
JFK,2019-10-19,18,35,33,2019-10-19 18:00:00
JFK,2019-10-19,19,44,25,2019-10-19 19:00:00
JFK,2019-10-19,20,26,42,2019-10-19 20:00:00
JFK,2019-10-19,21,30,16,2019-10-19 21:00:00
JFK,2019-10-19,22,21,35,2019-10-19 22:00:00
JFK,2019-10-19,23,19,26,2019-10-19 23:00:00
JFK,2019-10-20,0,10,16,2019-10-20 00:00:00
JFK,2019-10-20,1,9,0,2019-10-20 01:00:00
JFK,2019-10-20,2,4,1,2019-10-20 02:00:00
JFK,2019-10-20,3,1,2,2019-10-20 03:00:00
JFK,2019-10-20,4,1,5,2019-10-20 04:00:00
JFK,2019-10-20,5,7,19,2019-10-20 05:00:00
JFK,2019-10-20,6,20,21,2019-10-20 06:00:00
JFK,2019-10-20,7,37,26,2019-10-20 07:00:00
JFK,2019-10-20,8,43,19,2019-10-20 08:00:00
JFK,2019-10-20,9,30,17,2019-10-20 09:00:00
JFK,2019-10-20,10,18,25,2019-10-20 10:00:00
JFK,2019-10-20,11,37,24,2019-10-20 11:00:00
JFK,2019-10-20,12,25,28,2019-10-20 12:00:00
JFK,2019-10-20,13,24,41,2019-10-20 13:00:00
JFK,2019-10-20,14,30,45,2019-10-20 14:00:00
JFK,2019-10-20,15,32,34,2019-10-20 15:00:00
JFK,2019-10-20,16,36,36,2019-10-20 16:00:00
JFK,2019-10-20,17,35,35,2019-10-20 17:00:00
JFK,2019-10-20,18,35,32,2019-10-20 18:00:00
JFK,2019-10-20,19,47,27,2019-10-20 19:00:00
JFK,2019-10-20,20,29,46,2019-10-20 20:00:00
JFK,2019-10-20,21,41,25,2019-10-20 21:00:00
JFK,2019-10-20,22,22,39,2019-10-20 22:00:00
JFK,2019-10-20,23,20,26,2019-10-20 23:00:00
JFK,2019-10-21,0,8,14,2019-10-21 00:00:00
JFK,2019-10-21,1,8,0,2019-10-21 01:00:00
JFK,2019-10-21,2,3,1,2019-10-21 02:00:00
JFK,2019-10-21,3,1,2,2019-10-21 03:00:00
JFK,2019-10-21,4,1,5,2019-10-21 04:00:00
JFK,2019-10-21,5,11,18,2019-10-21 05:00:00
JFK,2019-10-21,6,19,21,2019-10-21 06:00:00
JFK,2019-10-21,7,37,26,2019-10-21 07:00:00
JFK,2019-10-21,8,45,22,2019-10-21 08:00:00
JFK,2019-10-21,9,32,21,2019-10-21 09:00:00
JFK,2019-10-21,10,18,23,2019-10-21 10:00:00
JFK,2019-10-21,11,40,25,2019-10-21 11:00:00
JFK,2019-10-21,12,21,30,2019-10-21 12:00:00
JFK,2019-10-21,13,26,40,2019-10-21 13:00:00
JFK,2019-10-21,14,30,44,2019-10-21 14:00:00
JFK,2019-10-21,15,33,34,2019-10-21 15:00:00
JFK,2019-10-21,16,36,35,2019-10-21 16:00:00
JFK,2019-10-21,17,34,35,2019-10-21 17:00:00
JFK,2019-10-21,18,36,31,2019-10-21 18:00:00
JFK,2019-10-21,19,46,27,2019-10-21 19:00:00
JFK,2019-10-21,20,29,43,2019-10-21 20:00:00
JFK,2019-10-21,21,41,24,2019-10-21 21:00:00
JFK,2019-10-21,22,22,38,2019-10-21 22:00:00
JFK,2019-10-21,23,20,26,2019-10-21 23:00:00
JFK,2019-10-22,0,9,15,2019-10-22 00:00:00
JFK,2019-10-22,1,8,0,2019-10-22 01:00:00
JFK,2019-10-22,2,3,1,2019-10-22 02:00:00
JFK,2019-10-22,3,1,2,2019-10-22 03:00:00
JFK,2019-10-22,4,1,5,2019-10-22 04:00:00
JFK,2019-10-22,5,8,16,2019-10-22 05:00:00
JFK,2019-10-22,6,19,21,2019-10-22 06:00:00
JFK,2019-10-22,7,34,26,2019-10-22 07:00:00
JFK,2019-10-22,8,45,18,2019-10-22 08:00:00
JFK,2019-10-22,9,31,20,2019-10-22 09:00:00
JFK,2019-10-22,10,16,24,2019-10-22 10:00:00
JFK,2019-10-22,11,37,23,2019-10-22 11:00:00
JFK,2019-10-22,12,22,26,2019-10-22 12:00:00
JFK,2019-10-22,13,23,42,2019-10-22 13:00:00
JFK,2019-10-22,14,28,44,2019-10-22 14:00:00
JFK,2019-10-22,15,33,34,2019-10-22 15:00:00
JFK,2019-10-22,16,35,36,2019-10-22 16:00:00
JFK,2019-10-22,17,34,34,2019-10-22 17:00:00
JFK,2019-10-22,18,33,31,2019-10-22 18:00:00
JFK,2019-10-22,19,45,26,2019-10-22 19:00:00
JFK,2019-10-22,20,28,43,2019-10-22 20:00:00
JFK,2019-10-22,21,37,25,2019-10-22 21:00:00
JFK,2019-10-22,22,19,36,2019-10-22 22:00:00
JFK,2019-10-22,23,19,27,2019-10-22 23:00:00
JFK,2019-10-23,0,8,15,2019-10-23 00:00:00
JFK,2019-10-23,1,9,0,2019-10-23 01:00:00
JFK,2019-10-23,2,1,1,2019-10-23 02:00:00
JFK,2019-10-23,3,0,2,2019-10-23 03:00:00
JFK,2019-10-23,4,1,5,2019-10-23 04:00:00
JFK,2019-10-23,5,9,19,2019-10-23 05:00:00
JFK,2019-10-23,6,18,19,2019-10-23 06:00:00
JFK,2019-10-23,7,37,25,2019-10-23 07:00:00
JFK,2019-10-23,8,45,18,2019-10-23 08:00:00
JFK,2019-10-23,9,31,20,2019-10-23 09:00:00
JFK,2019-10-23,10,16,22,2019-10-23 10:00:00
JFK,2019-10-23,11,35,25,2019-10-23 11:00:00
JFK,2019-10-23,12,22,27,2019-10-23 12:00:00
JFK,2019-10-23,13,25,41,2019-10-23 13:00:00
JFK,2019-10-23,14,28,44,2019-10-23 14:00:00
JFK,2019-10-23,15,33,34,2019-10-23 15:00:00
JFK,2019-10-23,16,35,35,2019-10-23 16:00:00
JFK,2019-10-23,17,34,36,2019-10-23 17:00:00
JFK,2019-10-23,18,35,30,2019-10-23 18:00:00
JFK,2019-10-23,19,47,27,2019-10-23 19:00:00
JFK,2019-10-23,20,27,43,2019-10-23 20:00:00
JFK,2019-10-23,21,36,24,2019-10-23 21:00:00
JFK,2019-10-23,22,20,36,2019-10-23 22:00:00
JFK,2019-10-23,23,19,26,2019-10-23 23:00:00
JFK,2019-10-24,0,8,15,2019-10-24 00:00:00
JFK,2019-10-24,1,5,0,2019-10-24 01:00:00
JFK,2019-10-24,2,2,1,2019-10-24 02:00:00
JFK,2019-10-24,3,3,3,2019-10-24 03:00:00
JFK,2019-10-24,4,2,6,2019-10-24 04:00:00
JFK,2019-10-24,5,8,18,2019-10-24 05:00:00
JFK,2019-10-24,6,19,21,2019-10-24 06:00:00
JFK,2019-10-24,7,37,25,2019-10-24 07:00:00
JFK,2019-10-24,8,46,20,2019-10-24 08:00:00
JFK,2019-10-24,9,32,21,2019-10-24 09:00:00
JFK,2019-10-24,10,18,23,2019-10-24 10:00:00
JFK,2019-10-24,11,38,22,2019-10-24 11:00:00
JFK,2019-10-24,12,23,28,2019-10-24 12:00:00
JFK,2019-10-24,13,22,42,2019-10-24 13:00:00
JFK,2019-10-24,14,30,44,2019-10-24 14:00:00
JFK,2019-10-24,15,33,35,2019-10-24 15:00:00
JFK,2019-10-24,16,36,37,2019-10-24 16:00:00
JFK,2019-10-24,17,36,37,2019-10-24 17:00:00
JFK,2019-10-24,18,36,32,2019-10-24 18:00:00
JFK,2019-10-24,19,48,26,2019-10-24 19:00:00
JFK,2019-10-24,20,29,44,2019-10-24 20:00:00
JFK,2019-10-24,21,40,26,2019-10-24 21:00:00
JFK,2019-10-24,22,22,40,2019-10-24 22:00:00
JFK,2019-10-24,23,22,27,2019-10-24 23:00:00
JFK,2019-10-25,0,9,16,2019-10-25 00:00:00
JFK,2019-10-25,1,9,1,2019-10-25 01:00:00
JFK,2019-10-25,2,4,2,2019-10-25 02:00:00
JFK,2019-10-25,3,0,2,2019-10-25 03:00:00
JFK,2019-10-25,4,1,5,2019-10-25 04:00:00
JFK,2019-10-25,5,8,17,2019-10-25 05:00:00
JFK,2019-10-25,6,19,21,2019-10-25 06:00:00
JFK,2019-10-25,7,36,27,2019-10-25 07:00:00
JFK,2019-10-25,8,45,21,2019-10-25 08:00:00
JFK,2019-10-25,9,31,20,2019-10-25 09:00:00
JFK,2019-10-25,10,17,24,2019-10-25 10:00:00
JFK,2019-10-25,11,37,22,2019-10-25 11:00:00
JFK,2019-10-25,12,21,29,2019-10-25 12:00:00
JFK,2019-10-25,13,23,41,2019-10-25 13:00:00
JFK,2019-10-25,14,30,45,2019-10-25 14:00:00
JFK,2019-10-25,15,34,34,2019-10-25 15:00:00
JFK,2019-10-25,16,37,35,2019-10-25 16:00:00
JFK,2019-10-25,17,34,36,2019-10-25 17:00:00
JFK,2019-10-25,18,36,32,2019-10-25 18:00:00
JFK,2019-10-25,19,47,27,2019-10-25 19:00:00
JFK,2019-10-25,20,29,43,2019-10-25 20:00:00
JFK,2019-10-25,21,39,25,2019-10-25 21:00:00
JFK,2019-10-25,22,22,38,2019-10-25 22:00:00
JFK,2019-10-25,23,18,29,2019-10-25 23:00:00
JFK,2019-10-26,0,10,11,2019-10-26 00:00:00
JFK,2019-10-26,1,8,1,2019-10-26 01:00:00
JFK,2019-10-26,2,3,1,2019-10-26 02:00:00
JFK,2019-10-26,3,3,3,2019-10-26 03:00:00
JFK,2019-10-26,4,1,6,2019-10-26 04:00:00
JFK,2019-10-26,5,8,13,2019-10-26 05:00:00
JFK,2019-10-26,6,17,19,2019-10-26 06:00:00
JFK,2019-10-26,7,32,25,2019-10-26 07:00:00
JFK,2019-10-26,8,41,16,2019-10-26 08:00:00
JFK,2019-10-26,9,29,15,2019-10-26 09:00:00
JFK,2019-10-26,10,17,23,2019-10-26 10:00:00
JFK,2019-10-26,11,29,21,2019-10-26 11:00:00
JFK,2019-10-26,12,20,23,2019-10-26 12:00:00
JFK,2019-10-26,13,20,34,2019-10-26 13:00:00
JFK,2019-10-26,14,22,42,2019-10-26 14:00:00
JFK,2019-10-26,15,31,35,2019-10-26 15:00:00
JFK,2019-10-26,16,30,35,2019-10-26 16:00:00
JFK,2019-10-26,17,22,35,2019-10-26 17:00:00
JFK,2019-10-26,18,38,30,2019-10-26 18:00:00
JFK,2019-10-26,19,44,24,2019-10-26 19:00:00
JFK,2019-10-26,20,20,38,2019-10-26 20:00:00
JFK,2019-10-26,21,26,16,2019-10-26 21:00:00
JFK,2019-10-26,22,21,34,2019-10-26 22:00:00
JFK,2019-10-26,23,24,24,2019-10-26 23:00:00
JFK,2019-10-27,0,12,17,2019-10-27 00:00:00
JFK,2019-10-27,1,8,1,2019-10-27 01:00:00
JFK,2019-10-27,2,5,1,2019-10-27 02:00:00
JFK,2019-10-27,3,1,2,2019-10-27 03:00:00
JFK,2019-10-27,4,1,2,2019-10-27 04:00:00
JFK,2019-10-27,5,9,19,2019-10-27 05:00:00
JFK,2019-10-27,6,16,20,2019-10-27 06:00:00
JFK,2019-10-27,7,32,27,2019-10-27 07:00:00
JFK,2019-10-27,8,47,22,2019-10-27 08:00:00
JFK,2019-10-27,9,30,15,2019-10-27 09:00:00
JFK,2019-10-27,10,18,22,2019-10-27 10:00:00
JFK,2019-10-27,11,38,19,2019-10-27 11:00:00
JFK,2019-10-27,12,17,24,2019-10-27 12:00:00
JFK,2019-10-27,13,23,33,2019-10-27 13:00:00
JFK,2019-10-27,14,28,37,2019-10-27 14:00:00
JFK,2019-10-27,15,26,32,2019-10-27 15:00:00
JFK,2019-10-27,16,28,35,2019-10-27 16:00:00
JFK,2019-10-27,17,26,32,2019-10-27 17:00:00
JFK,2019-10-27,18,34,32,2019-10-27 18:00:00
JFK,2019-10-27,19,46,28,2019-10-27 19:00:00
JFK,2019-10-27,20,25,42,2019-10-27 20:00:00
JFK,2019-10-27,21,34,25,2019-10-27 21:00:00
JFK,2019-10-27,22,20,34,2019-10-27 22:00:00
JFK,2019-10-27,23,25,23,2019-10-27 23:00:00
JFK,2019-10-28,0,9,14,2019-10-28 00:00:00
JFK,2019-10-28,1,9,1,2019-10-28 01:00:00
JFK,2019-10-28,2,5,1,2019-10-28 02:00:00
JFK,2019-10-28,3,1,2,2019-10-28 03:00:00
JFK,2019-10-28,4,1,2,2019-10-28 04:00:00
JFK,2019-10-28,5,12,19,2019-10-28 05:00:00
JFK,2019-10-28,6,14,20,2019-10-28 06:00:00
JFK,2019-10-28,7,31,25,2019-10-28 07:00:00
JFK,2019-10-28,8,49,24,2019-10-28 08:00:00
JFK,2019-10-28,9,29,17,2019-10-28 09:00:00
JFK,2019-10-28,10,16,22,2019-10-28 10:00:00
JFK,2019-10-28,11,37,19,2019-10-28 11:00:00
JFK,2019-10-28,12,19,25,2019-10-28 12:00:00
JFK,2019-10-28,13,22,31,2019-10-28 13:00:00
JFK,2019-10-28,14,25,36,2019-10-28 14:00:00
JFK,2019-10-28,15,27,31,2019-10-28 15:00:00
JFK,2019-10-28,16,28,33,2019-10-28 16:00:00
JFK,2019-10-28,17,25,33,2019-10-28 17:00:00
JFK,2019-10-28,18,36,33,2019-10-28 18:00:00
JFK,2019-10-28,19,42,26,2019-10-28 19:00:00
JFK,2019-10-28,20,25,39,2019-10-28 20:00:00
JFK,2019-10-28,21,31,21,2019-10-28 21:00:00
JFK,2019-10-28,22,20,32,2019-10-28 22:00:00
JFK,2019-10-28,23,26,20,2019-10-28 23:00:00
JFK,2019-10-29,0,8,17,2019-10-29 00:00:00
JFK,2019-10-29,1,7,1,2019-10-29 01:00:00
JFK,2019-10-29,2,4,1,2019-10-29 02:00:00
JFK,2019-10-29,3,1,2,2019-10-29 03:00:00
JFK,2019-10-29,4,1,2,2019-10-29 04:00:00
JFK,2019-10-29,5,10,14,2019-10-29 05:00:00
JFK,2019-10-29,6,14,19,2019-10-29 06:00:00
JFK,2019-10-29,7,30,25,2019-10-29 07:00:00
JFK,2019-10-29,8,48,22,2019-10-29 08:00:00
JFK,2019-10-29,9,27,15,2019-10-29 09:00:00
JFK,2019-10-29,10,15,20,2019-10-29 10:00:00
JFK,2019-10-29,11,34,19,2019-10-29 11:00:00
JFK,2019-10-29,12,16,21,2019-10-29 12:00:00
JFK,2019-10-29,13,20,33,2019-10-29 13:00:00
JFK,2019-10-29,14,26,36,2019-10-29 14:00:00
JFK,2019-10-29,15,27,30,2019-10-29 15:00:00
JFK,2019-10-29,16,28,33,2019-10-29 16:00:00
JFK,2019-10-29,17,26,32,2019-10-29 17:00:00
JFK,2019-10-29,18,31,33,2019-10-29 18:00:00
JFK,2019-10-29,19,42,25,2019-10-29 19:00:00
JFK,2019-10-29,20,23,38,2019-10-29 20:00:00
JFK,2019-10-29,21,32,23,2019-10-29 21:00:00
JFK,2019-10-29,22,20,33,2019-10-29 22:00:00
JFK,2019-10-29,23,20,22,2019-10-29 23:00:00
JFK,2019-10-30,0,8,15,2019-10-30 00:00:00
JFK,2019-10-30,1,8,1,2019-10-30 01:00:00
JFK,2019-10-30,2,4,1,2019-10-30 02:00:00
JFK,2019-10-30,3,0,2,2019-10-30 03:00:00
JFK,2019-10-30,4,2,3,2019-10-30 04:00:00
JFK,2019-10-30,5,11,14,2019-10-30 05:00:00
JFK,2019-10-30,6,14,18,2019-10-30 06:00:00
JFK,2019-10-30,7,31,25,2019-10-30 07:00:00
JFK,2019-10-30,8,48,23,2019-10-30 08:00:00
JFK,2019-10-30,9,27,16,2019-10-30 09:00:00
JFK,2019-10-30,10,16,21,2019-10-30 10:00:00
JFK,2019-10-30,11,35,20,2019-10-30 11:00:00
JFK,2019-10-30,12,17,22,2019-10-30 12:00:00
JFK,2019-10-30,13,22,32,2019-10-30 13:00:00
JFK,2019-10-30,14,25,36,2019-10-30 14:00:00
JFK,2019-10-30,15,26,29,2019-10-30 15:00:00
JFK,2019-10-30,16,27,33,2019-10-30 16:00:00
JFK,2019-10-30,17,26,32,2019-10-30 17:00:00
JFK,2019-10-30,18,33,32,2019-10-30 18:00:00
JFK,2019-10-30,19,42,26,2019-10-30 19:00:00
JFK,2019-10-30,20,23,40,2019-10-30 20:00:00
JFK,2019-10-30,21,32,22,2019-10-30 21:00:00
JFK,2019-10-30,22,21,34,2019-10-30 22:00:00
JFK,2019-10-30,23,22,25,2019-10-30 23:00:00
JFK,2019-10-31,0,9,14,2019-10-31 00:00:00
JFK,2019-10-31,1,7,1,2019-10-31 01:00:00
JFK,2019-10-31,2,3,1,2019-10-31 02:00:00
JFK,2019-10-31,3,2,3,2019-10-31 03:00:00
JFK,2019-10-31,4,2,3,2019-10-31 04:00:00
JFK,2019-10-31,5,9,17,2019-10-31 05:00:00
JFK,2019-10-31,6,15,20,2019-10-31 06:00:00
JFK,2019-10-31,7,32,25,2019-10-31 07:00:00
JFK,2019-10-31,8,45,20,2019-10-31 08:00:00
JFK,2019-10-31,9,28,16,2019-10-31 09:00:00
JFK,2019-10-31,10,16,23,2019-10-31 10:00:00
JFK,2019-10-31,11,35,15,2019-10-31 11:00:00
JFK,2019-10-31,12,17,23,2019-10-31 12:00:00
JFK,2019-10-31,13,20,32,2019-10-31 13:00:00
JFK,2019-10-31,14,25,36,2019-10-31 14:00:00
JFK,2019-10-31,15,26,30,2019-10-31 15:00:00
JFK,2019-10-31,16,24,35,2019-10-31 16:00:00
JFK,2019-10-31,17,23,30,2019-10-31 17:00:00
JFK,2019-10-31,18,34,33,2019-10-31 18:00:00
JFK,2019-10-31,19,42,27,2019-10-31 19:00:00
JFK,2019-10-31,20,23,35,2019-10-31 20:00:00
JFK,2019-10-31,21,34,22,2019-10-31 21:00:00
JFK,2019-10-31,22,23,35,2019-10-31 22:00:00
JFK,2019-10-31,23,24,16,2019-10-31 23:00:00
JFK,2019-11-01,0,9,16,2019-11-01 00:00:00
JFK,2019-11-01,1,8,2,2019-11-01 01:00:00
JFK,2019-11-01,2,5,2,2019-11-01 02:00:00
JFK,2019-11-01,3,0,2,2019-11-01 03:00:00
JFK,2019-11-01,4,1,2,2019-11-01 04:00:00
JFK,2019-11-01,5,9,17,2019-11-01 05:00:00
JFK,2019-11-01,6,17,21,2019-11-01 06:00:00
