airport,report_date,Hour,Scheduled Departures,Scheduled Arrivals,Average Taxi Out Time,Average Taxi Out Delay,Average Airborne Delay,Average Taxi In Delay,DATE
ATL,2023-01-02,0,1,7,14.0,0.2,0.0,1.89,2023-01-02 00:00:00
ATL,2023-01-02,1,0,2,0.0,0.0,0.5,1.55,2023-01-02 01:00:00
ATL,2023-01-02,2,0,0,0.0,0.0,0.0,0.0,2023-01-02 02:00:00
ATL,2023-01-02,4,0,1,0.0,0.0,4.0,3.0,2023-01-02 04:00:00
ATL,2023-01-02,5,4,11,11.8,0.36,4.25,5.33,2023-01-02 05:00:00
ATL,2023-01-02,6,23,22,12.29,1.18,0.42,2.18,2023-01-02 06:00:00
ATL,2023-01-02,7,46,51,14.02,2.51,0.2,2.18,2023-01-02 07:00:00
ATL,2023-01-02,8,70,73,13.96,2.19,1.36,6.01,2023-01-02 08:00:00
ATL,2023-01-02,9,87,60,16.08,4.16,1.36,7.15,2023-01-02 09:00:00
ATL,2023-01-02,10,62,38,19.16,7.15,1.0,7.2,2023-01-02 10:00:00
ATL,2023-01-02,11,66,36,14.34,2.79,0.95,1.81,2023-01-02 11:00:00
ATL,2023-01-02,12,40,51,15.5,3.78,0.64,2.1,2023-01-02 12:00:00
ATL,2023-01-02,13,48,59,13.24,2.0,1.29,4.73,2023-01-02 13:00:00
ATL,2023-01-02,14,45,60,13.89,2.18,0.58,2.74,2023-01-02 14:00:00
ATL,2023-01-02,15,69,55,14.91,3.17,1.19,3.56,2023-01-02 15:00:00
ATL,2023-01-02,16,55,54,14.52,2.74,3.7,5.68,2023-01-02 16:00:00
ATL,2023-01-02,17,51,52,14.0,2.08,1.31,6.58,2023-01-02 17:00:00
ATL,2023-01-02,18,39,67,15.18,2.78,2.16,4.49,2023-01-02 18:00:00
ATL,2023-01-02,19,49,70,13.85,2.2,2.17,3.72,2023-01-02 19:00:00
ATL,2023-01-02,20,62,63,14.6,2.64,2.28,4.8,2023-01-02 20:00:00
ATL,2023-01-02,21,56,88,14.81,2.38,1.54,8.52,2023-01-02 21:00:00
ATL,2023-01-02,22,81,23,13.15,1.61,1.24,6.36,2023-01-02 22:00:00
ATL,2023-01-02,23,13,21,14.5,1.97,3.38,6.71,2023-01-02 23:00:00
ATL,2023-01-03,0,1,6,15.0,1.2,1.83,2.7,2023-01-03 00:00:00
ATL,2023-01-03,1,0,1,17.5,5.45,0.0,0.0,2023-01-03 01:00:00
ATL,2023-01-03,2,1,0,27.0,14.9,0.0,0.0,2023-01-03 02:00:00
ATL,2023-01-03,3,0,0,0.0,0.0,2.5,2.8,2023-01-03 03:00:00
ATL,2023-01-03,4,0,0,0.0,0.0,0.0,0.0,2023-01-03 04:00:00
ATL,2023-01-03,5,4,11,16.33,4.52,0.69,1.15,2023-01-03 05:00:00
ATL,2023-01-03,6,21,17,14.28,3.2,3.13,1.78,2023-01-03 06:00:00
ATL,2023-01-03,7,35,61,13.38,1.49,1.8,2.39,2023-01-03 07:00:00
ATL,2023-01-03,8,80,70,14.14,2.04,1.99,5.33,2023-01-03 08:00:00
ATL,2023-01-03,9,78,68,14.85,2.52,2.25,4.07,2023-01-03 09:00:00
ATL,2023-01-03,10,71,34,15.83,3.64,0.51,4.9,2023-01-03 10:00:00
ATL,2023-01-03,11,63,34,13.59,2.36,0.89,1.34,2023-01-03 11:00:00
ATL,2023-01-03,12,42,46,12.61,1.33,1.0,2.12,2023-01-03 12:00:00
ATL,2023-01-03,13,40,59,13.22,1.76,3.78,2.27,2023-01-03 13:00:00
ATL,2023-01-03,14,47,52,15.15,3.22,2.35,2.28,2023-01-03 14:00:00
ATL,2023-01-03,15,59,55,17.97,5.11,3.57,4.47,2023-01-03 15:00:00
ATL,2023-01-03,16,51,57,20.36,7.89,7.84,9.1,2023-01-03 16:00:00
ATL,2023-01-03,17,52,52,25.65,12.98,17.64,16.78,2023-01-03 17:00:00
ATL,2023-01-03,18,39,76,23.11,9.94,57.33,11.44,2023-01-03 18:00:00
ATL,2023-01-03,19,54,56,20.07,7.58,13.46,7.35,2023-01-03 19:00:00
ATL,2023-01-03,20,52,77,21.83,8.65,6.33,14.08,2023-01-03 20:00:00
ATL,2023-01-03,21,66,68,22.79,10.17,6.7,16.21,2023-01-03 21:00:00
ATL,2023-01-03,22,70,21,20.01,6.88,5.83,27.53,2023-01-03 22:00:00
ATL,2023-01-03,23,13,20,19.5,6.62,4.52,20.3,2023-01-03 23:00:00
ATL,2023-01-04,0,1,9,12.67,0.7,5.0,15.55,2023-01-04 00:00:00
ATL,2023-01-04,1,0,1,0.0,0.0,22.0,0.5,2023-01-04 01:00:00
ATL,2023-01-04,2,0,0,12.5,1.45,0.0,2.0,2023-01-04 02:00:00
ATL,2023-01-04,3,0,0,0.0,0.0,0.0,44.0,2023-01-04 03:00:00
ATL,2023-01-04,4,0,0,14.0,1.9,4.5,0.5,2023-01-04 04:00:00
ATL,2023-01-04,5,4,11,28.6,16.58,5.61,12.76,2023-01-04 05:00:00
ATL,2023-01-04,6,21,18,15.15,3.46,10.69,8.08,2023-01-04 06:00:00
ATL,2023-01-04,7,35,60,20.33,7.7,14.52,9.14,2023-01-04 07:00:00
ATL,2023-01-04,8,76,68,18.29,5.54,8.66,9.43,2023-01-04 08:00:00
ATL,2023-01-04,9,81,65,17.99,5.12,9.09,8.83,2023-01-04 09:00:00
ATL,2023-01-04,10,66,35,18.04,5.25,4.37,9.85,2023-01-04 10:00:00
ATL,2023-01-04,11,64,35,16.86,4.0,1.53,3.8,2023-01-04 11:00:00
ATL,2023-01-04,12,45,46,15.55,3.17,2.04,1.46,2023-01-04 12:00:00
ATL,2023-01-04,13,36,60,17.14,4.79,2.03,3.12,2023-01-04 13:00:00
ATL,2023-01-04,14,45,52,18.44,5.88,1.42,3.77,2023-01-04 14:00:00
ATL,2023-01-04,15,60,53,13.63,1.61,1.43,2.28,2023-01-04 15:00:00
ATL,2023-01-04,16,47,53,14.68,2.49,1.27,2.47,2023-01-04 16:00:00
ATL,2023-01-04,17,40,51,15.02,2.36,1.04,3.66,2023-01-04 17:00:00
ATL,2023-01-04,18,51,75,16.73,3.96,1.41,4.35,2023-01-04 18:00:00
ATL,2023-01-04,19,47,59,14.98,2.72,1.16,5.78,2023-01-04 19:00:00
ATL,2023-01-04,20,50,80,15.39,2.72,1.25,2.79,2023-01-04 20:00:00
ATL,2023-01-04,21,68,59,14.45,2.07,0.88,4.35,2023-01-04 21:00:00
ATL,2023-01-04,22,69,20,14.87,2.29,1.95,3.3,2023-01-04 22:00:00
ATL,2023-01-04,23,11,16,15.07,2.56,1.55,3.73,2023-01-04 23:00:00
ATL,2023-01-05,0,1,9,12.0,0.0,0.83,1.7,2023-01-05 00:00:00
ATL,2023-01-05,1,1,1,15.0,2.9,1.33,2.53,2023-01-05 01:00:00
ATL,2023-01-05,2,0,0,12.67,0.97,0.0,0.0,2023-01-05 02:00:00
ATL,2023-01-05,3,0,0,0.0,0.0,1.33,0.0,2023-01-05 03:00:00
ATL,2023-01-05,4,0,1,12.0,0.95,0.0,0.33,2023-01-05 04:00:00
ATL,2023-01-05,5,3,15,14.25,2.2,0.63,5.27,2023-01-05 05:00:00
ATL,2023-01-05,6,21,16,13.73,2.32,0.25,1.06,2023-01-05 06:00:00
ATL,2023-01-05,7,35,50,16.76,4.47,0.5,0.74,2023-01-05 07:00:00
ATL,2023-01-05,8,76,75,16.51,3.91,1.16,2.68,2023-01-05 08:00:00
ATL,2023-01-05,9,75,61,16.42,3.86,1.57,2.15,2023-01-05 09:00:00
ATL,2023-01-05,10,64,40,19.63,6.82,1.88,2.81,2023-01-05 10:00:00
ATL,2023-01-05,11,73,39,16.15,3.75,1.21,1.04,2023-01-05 11:00:00
ATL,2023-01-05,12,45,45,13.83,1.81,2.91,1.15,2023-01-05 12:00:00
ATL,2023-01-05,13,39,60,14.3,2.2,1.41,1.78,2023-01-05 13:00:00
ATL,2023-01-05,14,41,54,14.63,2.4,0.43,3.55,2023-01-05 14:00:00
ATL,2023-01-05,15,64,54,13.88,1.65,0.73,1.6,2023-01-05 15:00:00
ATL,2023-01-05,16,47,49,14.61,2.47,0.67,0.83,2023-01-05 16:00:00
ATL,2023-01-05,17,36,53,14.38,2.14,0.65,2.44,2023-01-05 17:00:00
ATL,2023-01-05,18,48,78,15.84,3.03,1.04,2.47,2023-01-05 18:00:00
ATL,2023-01-05,19,53,62,14.8,2.66,1.55,3.67,2023-01-05 19:00:00
ATL,2023-01-05,20,50,74,15.14,2.45,2.04,4.67,2023-01-05 20:00:00
ATL,2023-01-05,21,64,56,16.0,3.4,1.54,3.75,2023-01-05 21:00:00
ATL,2023-01-05,22,67,18,16.22,3.3,0.2,2.09,2023-01-05 22:00:00
ATL,2023-01-05,23,12,15,17.24,4.52,0.82,3.94,2023-01-05 23:00:00
ATL,2023-01-06,0,1,12,17.5,4.55,1.3,3.28,2023-01-06 00:00:00
ATL,2023-01-06,1,0,0,0.0,0.0,1.0,5.6,2023-01-06 01:00:00
ATL,2023-01-06,2,0,0,12.0,0.0,0.0,0.0,2023-01-06 02:00:00
ATL,2023-01-06,3,0,0,0.0,0.0,0.0,3.0,2023-01-06 03:00:00
ATL,2023-01-06,4,0,1,15.0,2.9,0.0,1.25,2023-01-06 04:00:00
ATL,2023-01-06,5,5,13,12.17,0.7,0.52,1.73,2023-01-06 05:00:00
ATL,2023-01-06,6,22,16,14.41,2.86,0.31,2.33,2023-01-06 06:00:00
ATL,2023-01-06,7,36,49,16.46,3.8,0.22,1.44,2023-01-06 07:00:00
ATL,2023-01-06,8,76,76,16.73,4.11,0.8,4.03,2023-01-06 08:00:00
ATL,2023-01-06,9,77,61,17.01,4.35,1.16,7.87,2023-01-06 09:00:00
ATL,2023-01-06,10,64,40,16.78,4.1,0.93,3.73,2023-01-06 10:00:00
ATL,2023-01-06,11,73,40,15.32,3.06,0.62,0.68,2023-01-06 11:00:00
ATL,2023-01-06,12,44,45,14.91,2.46,0.43,0.81,2023-01-06 12:00:00
ATL,2023-01-06,13,39,60,13.62,1.67,0.53,0.62,2023-01-06 13:00:00
ATL,2023-01-06,14,42,52,14.71,2.56,0.71,1.59,2023-01-06 14:00:00
ATL,2023-01-06,15,65,55,13.81,1.54,0.73,2.35,2023-01-06 15:00:00
ATL,2023-01-06,16,44,48,15.83,3.87,0.59,0.66,2023-01-06 16:00:00
ATL,2023-01-06,17,37,52,14.24,1.88,0.62,2.94,2023-01-06 17:00:00
ATL,2023-01-06,18,49,76,14.41,2.02,0.53,2.6,2023-01-06 18:00:00
ATL,2023-01-06,19,53,66,15.02,2.82,0.89,7.53,2023-01-06 19:00:00
ATL,2023-01-06,20,48,74,15.06,2.5,2.01,5.82,2023-01-06 20:00:00
ATL,2023-01-06,21,66,53,14.7,2.25,1.14,7.09,2023-01-06 21:00:00
ATL,2023-01-06,22,69,18,14.72,1.96,0.15,4.15,2023-01-06 22:00:00
ATL,2023-01-06,23,12,15,13.53,1.32,0.4,2.93,2023-01-06 23:00:00
ATL,2023-01-07,0,1,7,13.5,0.95,0.83,4.09,2023-01-07 00:00:00
ATL,2023-01-07,1,0,3,14.0,1.9,20.0,3.0,2023-01-07 01:00:00
ATL,2023-01-07,3,0,0,16.0,3.9,5.0,1.0,2023-01-07 03:00:00
ATL,2023-01-07,4,0,0,0.0,0.0,0.0,0.0,2023-01-07 04:00:00
ATL,2023-01-07,5,6,11,13.86,1.86,0.8,2.66,2023-01-07 05:00:00
ATL,2023-01-07,6,19,16,14.79,3.13,0.38,2.14,2023-01-07 06:00:00
ATL,2023-01-07,7,35,47,16.36,3.98,0.35,0.98,2023-01-07 07:00:00
ATL,2023-01-07,8,65,78,15.91,3.16,0.79,2.91,2023-01-07 08:00:00
ATL,2023-01-07,9,93,58,17.95,5.38,0.8,4.72,2023-01-07 09:00:00
ATL,2023-01-07,10,60,41,17.58,4.8,0.86,3.46,2023-01-07 10:00:00
ATL,2023-01-07,11,74,35,15.95,3.35,0.77,1.0,2023-01-07 11:00:00
ATL,2023-01-07,12,41,46,13.68,1.87,0.61,1.48,2023-01-07 12:00:00
ATL,2023-01-07,13,40,60,13.51,1.41,0.47,0.7,2023-01-07 13:00:00
ATL,2023-01-07,14,46,49,13.56,1.26,0.65,1.12,2023-01-07 14:00:00
ATL,2023-01-07,15,63,47,13.44,1.38,0.47,1.11,2023-01-07 15:00:00
ATL,2023-01-07,16,36,58,13.76,1.69,0.65,1.48,2023-01-07 16:00:00
ATL,2023-01-07,17,30,61,15.0,2.56,0.9,1.3,2023-01-07 17:00:00
ATL,2023-01-07,18,56,61,15.79,3.51,0.45,1.76,2023-01-07 18:00:00
ATL,2023-01-07,19,36,64,15.36,2.85,0.94,4.01,2023-01-07 19:00:00
ATL,2023-01-07,20,50,63,17.0,4.25,0.71,8.62,2023-01-07 20:00:00
ATL,2023-01-07,21,49,43,14.92,2.14,0.12,5.81,2023-01-07 21:00:00
ATL,2023-01-07,22,65,19,14.83,2.12,0.33,2.91,2023-01-07 22:00:00
ATL,2023-01-07,23,10,10,16.0,3.09,0.44,4.42,2023-01-07 23:00:00
ATL,2023-01-08,0,1,11,12.5,0.0,1.0,4.88,2023-01-08 00:00:00
ATL,2023-01-08,1,0,1,22.0,9.9,0.0,3.15,2023-01-08 01:00:00
ATL,2023-01-08,2,1,0,14.0,1.95,0.0,0.0,2023-01-08 02:00:00
ATL,2023-01-08,3,1,0,21.0,8.9,0.0,0.0,2023-01-08 03:00:00
ATL,2023-01-08,4,0,1,0.0,0.0,0.0,0.0,2023-01-08 04:00:00
ATL,2023-01-08,5,5,13,14.33,2.33,2.0,4.91,2023-01-08 05:00:00
ATL,2023-01-08,6,19,16,16.21,4.73,0.8,2.34,2023-01-08 06:00:00
ATL,2023-01-08,7,40,46,16.13,3.42,0.77,1.74,2023-01-08 07:00:00
ATL,2023-01-08,8,67,77,16.01,3.19,1.32,3.25,2023-01-08 08:00:00
ATL,2023-01-08,9,87,58,16.24,4.08,1.78,1.86,2023-01-08 09:00:00
ATL,2023-01-08,10,57,40,19.44,6.09,1.48,3.42,2023-01-08 10:00:00
ATL,2023-01-08,11,76,38,14.29,2.07,1.37,1.43,2023-01-08 11:00:00
ATL,2023-01-08,12,44,49,14.85,2.46,1.04,1.09,2023-01-08 12:00:00
ATL,2023-01-08,13,40,61,13.35,1.49,1.41,0.76,2023-01-08 13:00:00
ATL,2023-01-08,14,49,53,13.67,1.66,1.14,1.85,2023-01-08 14:00:00
ATL,2023-01-08,15,62,55,13.65,1.56,1.15,1.08,2023-01-08 15:00:00
ATL,2023-01-08,16,46,55,13.3,1.25,0.79,1.12,2023-01-08 16:00:00
ATL,2023-01-08,17,44,51,13.61,1.65,2.62,2.32,2023-01-08 17:00:00
ATL,2023-01-08,18,49,65,15.52,2.82,1.46,2.89,2023-01-08 18:00:00
ATL,2023-01-08,19,50,75,14.78,2.24,2.52,3.02,2023-01-08 19:00:00
ATL,2023-01-08,20,59,68,15.89,3.26,2.7,4.1,2023-01-08 20:00:00
ATL,2023-01-08,21,60,64,16.25,3.54,2.21,3.13,2023-01-08 21:00:00
ATL,2023-01-08,22,71,17,16.88,3.68,2.67,3.21,2023-01-08 22:00:00
ATL,2023-01-08,23,11,19,16.73,3.25,1.05,2.33,2023-01-08 23:00:00
ATL,2023-01-09,0,1,12,0.0,0.0,2.54,1.61,2023-01-09 00:00:00
ATL,2023-01-09,1,0,0,0.0,0.0,1.0,7.6,2023-01-09 01:00:00
ATL,2023-01-09,2,0,0,26.0,13.9,0.0,0.0,2023-01-09 02:00:00
ATL,2023-01-09,3,0,0,0.0,0.0,1.0,1.0,2023-01-09 03:00:00
ATL,2023-01-09,4,0,1,14.0,1.95,0.0,0.33,2023-01-09 04:00:00
ATL,2023-01-09,5,5,12,18.11,6.18,1.57,2.3,2023-01-09 05:00:00
ATL,2023-01-09,6,27,19,16.76,4.87,1.37,1.98,2023-01-09 06:00:00
ATL,2023-01-09,7,43,48,16.57,3.91,0.64,1.37,2023-01-09 07:00:00
ATL,2023-01-09,8,77,88,15.18,2.78,2.74,2.08,2023-01-09 08:00:00
ATL,2023-01-09,9,81,52,17.06,4.45,1.52,2.69,2023-01-09 09:00:00
ATL,2023-01-09,10,62,43,17.15,4.19,1.18,3.83,2023-01-09 10:00:00
ATL,2023-01-09,11,69,39,15.58,3.32,1.12,0.42,2023-01-09 11:00:00
ATL,2023-01-09,12,46,51,12.61,0.74,0.41,0.57,2023-01-09 12:00:00
ATL,2023-01-09,13,43,56,12.07,0.41,0.47,1.06,2023-01-09 13:00:00
ATL,2023-01-09,14,39,60,13.9,1.81,0.69,1.07,2023-01-09 14:00:00
ATL,2023-01-09,15,73,55,14.19,1.77,0.64,0.93,2023-01-09 15:00:00
ATL,2023-01-09,16,52,44,15.07,2.82,0.38,0.51,2023-01-09 16:00:00
ATL,2023-01-09,17,37,64,13.18,1.15,0.29,1.52,2023-01-09 17:00:00
ATL,2023-01-09,18,48,69,15.2,2.57,0.73,2.26,2023-01-09 18:00:00
ATL,2023-01-09,19,56,68,14.73,2.54,0.61,2.61,2023-01-09 19:00:00
ATL,2023-01-09,20,58,70,16.02,3.37,1.24,1.53,2023-01-09 20:00:00
ATL,2023-01-09,21,62,63,15.42,3.05,0.68,1.38,2023-01-09 21:00:00
ATL,2023-01-09,22,68,23,15.93,3.1,0.16,4.51,2023-01-09 22:00:00
ATL,2023-01-09,23,18,20,15.83,2.88,0.63,3.8,2023-01-09 23:00:00
ATL,2023-01-10,0,1,8,11.5,0.95,0.58,11.83,2023-01-10 00:00:00
ATL,2023-01-10,1,0,0,0.0,0.0,0.0,0.0,2023-01-10 01:00:00
ATL,2023-01-10,2,1,0,10.0,0.0,0.0,0.0,2023-01-10 02:00:00
ATL,2023-01-10,3,0,0,0.0,0.0,0.0,1.0,2023-01-10 03:00:00
ATL,2023-01-10,4,0,0,12.0,0.0,0.0,0.0,2023-01-10 04:00:00
ATL,2023-01-10,5,5,13,16.0,4.35,0.6,4.35,2023-01-10 05:00:00
ATL,2023-01-10,6,26,20,17.58,5.65,1.25,1.96,2023-01-10 06:00:00
ATL,2023-01-10,7,43,50,20.3,7.86,0.44,1.14,2023-01-10 07:00:00
ATL,2023-01-10,8,72,89,16.23,3.82,0.66,2.1,2023-01-10 08:00:00
ATL,2023-01-10,9,81,57,16.59,4.07,0.69,2.92,2023-01-10 09:00:00
ATL,2023-01-10,10,60,45,16.34,3.5,1.02,3.32,2023-01-10 10:00:00
ATL,2023-01-10,11,71,41,14.58,2.52,0.45,1.47,2023-01-10 11:00:00
ATL,2023-01-10,12,47,45,12.84,1.08,0.35,0.81,2023-01-10 12:00:00
ATL,2023-01-10,13,38,57,13.02,1.02,0.64,0.94,2023-01-10 13:00:00
ATL,2023-01-10,14,35,52,14.89,2.38,1.07,0.59,2023-01-10 14:00:00
ATL,2023-01-10,15,69,63,13.64,1.5,0.75,1.57,2023-01-10 15:00:00
ATL,2023-01-10,16,48,45,13.88,1.49,0.43,0.76,2023-01-10 16:00:00
ATL,2023-01-10,17,42,61,14.36,2.14,1.14,1.64,2023-01-10 17:00:00
ATL,2023-01-10,18,49,65,14.16,1.61,1.21,2.34,2023-01-10 18:00:00
ATL,2023-01-10,19,52,71,15.17,2.83,1.61,4.58,2023-01-10 19:00:00
ATL,2023-01-10,20,53,72,15.42,2.8,1.08,5.06,2023-01-10 20:00:00
ATL,2023-01-10,21,57,47,15.38,3.2,1.04,4.96,2023-01-10 21:00:00
ATL,2023-01-10,22,72,18,16.51,3.69,0.55,6.4,2023-01-10 22:00:00
ATL,2023-01-10,23,10,20,17.2,4.35,0.83,1.43,2023-01-10 23:00:00
ATL,2023-01-11,0,1,12,16.5,4.45,1.8,1.92,2023-01-11 00:00:00
ATL,2023-01-11,1,0,0,10.5,1.95,0.0,2.0,2023-01-11 01:00:00
ATL,2023-01-11,2,0,0,9.0,0.0,0.0,2.0,2023-01-11 02:00:00
ATL,2023-01-11,3,0,0,12.0,0.0,1.0,0.0,2023-01-11 03:00:00
ATL,2023-01-11,4,0,0,10.0,0.0,0.0,0.33,2023-01-11 04:00:00
ATL,2023-01-11,5,5,9,18.17,6.33,0.47,1.15,2023-01-11 05:00:00
ATL,2023-01-11,6,27,20,15.38,3.66,0.95,1.54,2023-01-11 06:00:00
ATL,2023-01-11,7,45,51,21.91,8.98,0.75,2.32,2023-01-11 07:00:00
ATL,2023-01-11,8,73,88,18.71,6.11,12.64,20.19,2023-01-11 08:00:00
ATL,2023-01-11,9,80,55,19.43,6.43,22.47,5.87,2023-01-11 09:00:00
ATL,2023-01-11,10,63,43,15.0,2.38,1.79,1.91,2023-01-11 10:00:00
ATL,2023-01-11,11,70,41,15.49,3.48,1.55,2.08,2023-01-11 11:00:00
ATL,2023-01-11,12,47,46,15.1,2.73,1.87,1.66,2023-01-11 12:00:00
ATL,2023-01-11,13,38,57,15.07,2.54,1.09,3.21,2023-01-11 13:00:00
ATL,2023-01-11,14,35,53,14.42,1.83,1.07,3.03,2023-01-11 14:00:00
ATL,2023-01-11,15,71,63,14.93,2.39,0.77,3.65,2023-01-11 15:00:00
ATL,2023-01-11,16,45,46,14.02,1.97,0.62,2.44,2023-01-11 16:00:00
ATL,2023-01-11,17,42,61,13.59,1.35,1.28,2.27,2023-01-11 17:00:00
ATL,2023-01-11,18,51,67,15.22,2.76,1.21,2.62,2023-01-11 18:00:00
ATL,2023-01-11,19,49,70,15.06,2.86,1.11,3.0,2023-01-11 19:00:00
ATL,2023-01-11,20,56,71,14.48,2.25,1.32,5.82,2023-01-11 20:00:00
ATL,2023-01-11,21,55,47,14.09,2.1,1.52,4.0,2023-01-11 21:00:00
ATL,2023-01-11,22,73,16,17.12,4.08,0.44,3.89,2023-01-11 22:00:00
ATL,2023-01-11,23,9,21,15.87,3.21,1.13,1.33,2023-01-11 23:00:00
ATL,2023-01-12,0,1,10,15.0,2.05,4.17,11.18,2023-01-12 00:00:00
ATL,2023-01-12,1,1,1,16.0,3.9,0.0,0.0,2023-01-12 01:00:00
ATL,2023-01-12,2,0,0,10.0,0.0,0.0,2.0,2023-01-12 02:00:00
ATL,2023-01-12,3,0,0,0.0,0.0,3.0,0.0,2023-01-12 03:00:00
ATL,2023-01-12,4,0,1,11.0,0.0,0.0,0.33,2023-01-12 04:00:00
ATL,2023-01-12,5,5,14,14.5,2.83,1.53,2.42,2023-01-12 05:00:00
ATL,2023-01-12,6,27,20,16.24,4.4,1.0,2.2,2023-01-12 06:00:00
ATL,2023-01-12,7,44,51,17.32,4.5,1.63,2.17,2023-01-12 07:00:00
ATL,2023-01-12,8,75,89,15.35,2.94,2.51,3.29,2023-01-12 08:00:00
ATL,2023-01-12,9,82,56,17.05,4.35,1.95,4.61,2023-01-12 09:00:00
ATL,2023-01-12,10,62,45,18.08,5.21,3.75,4.24,2023-01-12 10:00:00
ATL,2023-01-12,11,72,41,15.92,3.44,4.38,1.48,2023-01-12 11:00:00
ATL,2023-01-12,12,46,48,18.39,5.68,3.17,1.72,2023-01-12 12:00:00
ATL,2023-01-12,13,41,57,28.55,15.63,1.91,3.43,2023-01-12 13:00:00
ATL,2023-01-12,14,38,58,33.24,20.35,12.32,3.59,2023-01-12 14:00:00
ATL,2023-01-12,15,73,60,72.53,59.33,58.56,8.39,2023-01-12 15:00:00
ATL,2023-01-12,16,56,43,50.48,37.42,48.0,9.24,2023-01-12 16:00:00
ATL,2023-01-12,17,41,60,26.07,13.23,9.9,12.92,2023-01-12 17:00:00
ATL,2023-01-12,18,48,72,19.22,6.24,6.83,9.22,2023-01-12 18:00:00
ATL,2023-01-12,19,55,71,18.4,6.04,6.05,12.28,2023-01-12 19:00:00
ATL,2023-01-12,20,60,73,20.05,7.08,5.2,9.12,2023-01-12 20:00:00
ATL,2023-01-12,21,64,58,20.08,7.47,2.71,4.2,2023-01-12 21:00:00
ATL,2023-01-12,22,70,24,17.84,5.09,0.56,6.35,2023-01-12 22:00:00
ATL,2023-01-12,23,15,21,15.94,3.0,1.62,3.3,2023-01-12 23:00:00
ATL,2023-01-13,0,1,12,12.33,0.63,2.1,7.83,2023-01-13 00:00:00
ATL,2023-01-13,1,0,0,0.0,0.0,1.6,2.46,2023-01-13 01:00:00
ATL,2023-01-13,2,0,0,12.0,1.45,0.0,0.0,2023-01-13 02:00:00
ATL,2023-01-13,3,0,0,0.0,0.0,3.0,1.5,2023-01-13 03:00:00
ATL,2023-01-13,4,0,1,13.0,0.9,0.0,0.37,2023-01-13 04:00:00
ATL,2023-01-13,5,5,13,15.83,4.0,1.32,2.79,2023-01-13 05:00:00
ATL,2023-01-13,6,27,20,15.31,3.46,1.0,3.79,2023-01-13 06:00:00
ATL,2023-01-13,7,44,50,15.91,3.12,1.4,2.79,2023-01-13 07:00:00
ATL,2023-01-13,8,74,90,16.46,3.92,3.03,4.07,2023-01-13 08:00:00
ATL,2023-01-13,9,82,56,16.96,4.18,1.94,4.5,2023-01-13 09:00:00
ATL,2023-01-13,10,64,44,15.73,2.97,1.86,2.49,2023-01-13 10:00:00
ATL,2023-01-13,11,72,42,17.03,4.39,0.95,3.55,2023-01-13 11:00:00
ATL,2023-01-13,12,47,49,13.43,1.37,0.59,1.24,2023-01-13 12:00:00
ATL,2023-01-13,13,41,57,13.46,1.29,1.33,2.23,2023-01-13 13:00:00
ATL,2023-01-13,14,38,57,13.8,1.61,2.4,2.43,2023-01-13 14:00:00
