airport,report_date,Hour,Scheduled Departures,Scheduled Arrivals,Average Taxi Out Time,Average Taxi Out Delay,Average Airborne Delay,Average Taxi In Delay,DATE
JFK,2023-01-01,0,7,5,22.57,5.66,1.6,5.7,2023-01-01 00:00:00
JFK,2023-01-01,1,3,3,19.0,1.33,0.75,7.02,2023-01-01 01:00:00
JFK,2023-01-01,2,3,2,21.5,4.2,3.0,6.7,2023-01-01 02:00:00
JFK,2023-01-01,3,3,1,22.0,5.13,5.5,4.7,2023-01-01 03:00:00
JFK,2023-01-01,4,0,5,0.0,0.0,4.43,7.26,2023-01-01 04:00:00
JFK,2023-01-01,5,6,16,18.4,2.88,0.17,8.12,2023-01-01 05:00:00
JFK,2023-01-01,6,16,12,19.59,3.69,1.91,8.43,2023-01-01 06:00:00
JFK,2023-01-01,7,32,26,20.2,3.24,1.68,8.55,2023-01-01 07:00:00
JFK,2023-01-01,8,37,15,20.49,3.61,1.29,5.96,2023-01-01 08:00:00
JFK,2023-01-01,9,36,13,19.43,3.31,2.38,4.11,2023-01-01 09:00:00
JFK,2023-01-01,10,21,16,24.0,6.93,1.38,2.78,2023-01-01 10:00:00
JFK,2023-01-01,11,22,20,18.73,2.82,1.79,3.63,2023-01-01 11:00:00
JFK,2023-01-01,12,25,21,19.44,3.05,2.64,1.51,2023-01-01 12:00:00
JFK,2023-01-01,13,20,29,18.19,2.52,2.07,2.52,2023-01-01 13:00:00
JFK,2023-01-01,14,23,40,21.96,5.16,2.17,3.41,2023-01-01 14:00:00
JFK,2023-01-01,15,27,29,20.18,3.72,3.26,2.75,2023-01-01 15:00:00
JFK,2023-01-01,16,20,28,18.48,2.11,2.42,3.74,2023-01-01 16:00:00
JFK,2023-01-01,17,37,29,21.65,4.51,2.03,3.82,2023-01-01 17:00:00
JFK,2023-01-01,18,34,37,28.43,10.74,2.44,10.34,2023-01-01 18:00:00
JFK,2023-01-01,19,35,22,21.31,3.62,1.96,2.66,2023-01-01 19:00:00
JFK,2023-01-01,20,27,27,21.71,4.83,1.25,4.9,2023-01-01 20:00:00
JFK,2023-01-01,21,31,37,22.22,5.35,4.76,4.52,2023-01-01 21:00:00
JFK,2023-01-01,22,18,29,17.85,2.16,2.87,2.5,2023-01-01 22:00:00
JFK,2023-01-01,23,14,22,16.94,1.27,1.23,4.75,2023-01-01 23:00:00
JFK,2023-01-02,0,5,5,21.75,4.15,1.67,5.63,2023-01-02 00:00:00
JFK,2023-01-02,1,6,5,15.5,0.0,0.0,3.6,2023-01-02 01:00:00
JFK,2023-01-02,2,2,2,12.5,0.0,0.67,4.7,2023-01-02 02:00:00
JFK,2023-01-02,3,1,0,16.0,1.13,5.0,1.9,2023-01-02 03:00:00
JFK,2023-01-02,4,0,4,26.0,8.4,0.0,4.34,2023-01-02 04:00:00
JFK,2023-01-02,5,7,17,14.86,0.5,5.25,1.78,2023-01-02 05:00:00
JFK,2023-01-02,6,22,16,17.26,1.68,1.29,1.48,2023-01-02 06:00:00
JFK,2023-01-02,7,36,31,19.0,2.25,3.9,2.78,2023-01-02 07:00:00
JFK,2023-01-02,8,39,22,24.5,7.7,4.29,3.11,2023-01-02 08:00:00
JFK,2023-01-02,9,35,19,27.79,11.21,1.64,4.15,2023-01-02 09:00:00
JFK,2023-01-02,10,24,16,20.46,3.55,1.75,4.18,2023-01-02 10:00:00
JFK,2023-01-02,11,22,18,22.21,5.53,2.89,2.66,2023-01-02 11:00:00
JFK,2023-01-02,12,28,21,22.54,5.67,1.32,2.16,2023-01-02 12:00:00
JFK,2023-01-02,13,20,34,28.05,11.6,1.66,3.22,2023-01-02 13:00:00
JFK,2023-01-02,14,23,41,31.33,14.34,4.3,6.95,2023-01-02 14:00:00
JFK,2023-01-02,15,31,31,22.06,5.34,4.52,4.99,2023-01-02 15:00:00
JFK,2023-01-02,16,24,30,19.64,3.3,3.81,6.53,2023-01-02 16:00:00
JFK,2023-01-02,17,35,30,22.68,6.14,5.03,9.65,2023-01-02 17:00:00
JFK,2023-01-02,18,34,38,27.97,10.45,10.16,10.48,2023-01-02 18:00:00
JFK,2023-01-02,19,39,23,26.21,7.39,4.24,13.71,2023-01-02 19:00:00
JFK,2023-01-02,20,28,28,22.67,5.62,3.23,12.94,2023-01-02 20:00:00
JFK,2023-01-02,21,32,36,22.38,5.16,4.36,6.06,2023-01-02 21:00:00
JFK,2023-01-02,22,18,30,18.32,1.51,3.97,5.02,2023-01-02 22:00:00
JFK,2023-01-02,23,13,26,19.5,2.5,2.63,5.28,2023-01-02 23:00:00
JFK,2023-01-03,0,5,5,17.67,0.47,4.33,3.25,2023-01-03 00:00:00
JFK,2023-01-03,1,4,2,21.6,4.04,0.8,4.42,2023-01-03 01:00:00
JFK,2023-01-03,2,1,1,20.0,2.4,0.0,2.38,2023-01-03 02:00:00
JFK,2023-01-03,3,1,1,17.0,0.0,0.0,0.0,2023-01-03 03:00:00
JFK,2023-01-03,4,1,5,15.0,0.0,7.33,4.48,2023-01-03 04:00:00
JFK,2023-01-03,5,6,14,16.67,1.4,7.59,6.59,2023-01-03 05:00:00
JFK,2023-01-03,6,22,18,16.71,1.24,2.65,3.26,2023-01-03 06:00:00
JFK,2023-01-03,7,36,32,20.05,2.93,2.6,6.34,2023-01-03 07:00:00
JFK,2023-01-03,8,40,19,22.42,4.6,3.21,6.74,2023-01-03 08:00:00
JFK,2023-01-03,9,35,20,21.63,5.53,2.75,6.21,2023-01-03 09:00:00
JFK,2023-01-03,10,23,17,20.75,4.43,3.31,4.31,2023-01-03 10:00:00
JFK,2023-01-03,11,19,21,23.29,6.72,3.55,4.1,2023-01-03 11:00:00
JFK,2023-01-03,12,30,25,24.68,7.69,4.74,4.05,2023-01-03 12:00:00
JFK,2023-01-03,13,22,34,18.67,2.74,2.75,6.37,2023-01-03 13:00:00
JFK,2023-01-03,14,23,41,23.38,6.99,5.3,4.65,2023-01-03 14:00:00
JFK,2023-01-03,15,33,32,27.26,9.79,9.47,6.06,2023-01-03 15:00:00
JFK,2023-01-03,16,23,28,20.05,2.92,7.69,6.69,2023-01-03 16:00:00
JFK,2023-01-03,17,32,27,21.45,4.55,3.81,6.55,2023-01-03 17:00:00
JFK,2023-01-03,18,33,39,26.94,9.64,8.24,7.24,2023-01-03 18:00:00
JFK,2023-01-03,19,38,21,22.38,4.63,4.25,5.18,2023-01-03 19:00:00
JFK,2023-01-03,20,28,29,22.23,5.56,3.3,7.86,2023-01-03 20:00:00
JFK,2023-01-03,21,30,35,21.97,5.49,6.81,4.99,2023-01-03 21:00:00
JFK,2023-01-03,22,19,33,19.56,3.08,6.95,6.79,2023-01-03 22:00:00
JFK,2023-01-03,23,14,16,19.83,3.49,4.56,4.08,2023-01-03 23:00:00
JFK,2023-01-04,0,8,7,19.5,1.98,3.57,4.89,2023-01-04 00:00:00
JFK,2023-01-04,1,2,2,17.67,0.47,0.0,2.35,2023-01-04 01:00:00
JFK,2023-01-04,2,1,2,14.0,0.0,2.0,3.2,2023-01-04 02:00:00
JFK,2023-01-04,3,1,0,16.5,0.0,13.5,3.7,2023-01-04 03:00:00
JFK,2023-01-04,4,0,6,15.0,0.0,0.8,4.42,2023-01-04 04:00:00
JFK,2023-01-04,5,5,14,15.67,0.58,1.09,5.01,2023-01-04 05:00:00
JFK,2023-01-04,6,23,17,16.81,1.29,4.0,4.19,2023-01-04 06:00:00
JFK,2023-01-04,7,34,29,18.95,2.43,5.97,3.52,2023-01-04 07:00:00
JFK,2023-01-04,8,42,18,20.04,3.26,2.57,2.73,2023-01-04 08:00:00
JFK,2023-01-04,9,35,20,20.76,4.83,3.0,5.33,2023-01-04 09:00:00
JFK,2023-01-04,10,24,15,25.58,8.96,2.94,4.34,2023-01-04 10:00:00
JFK,2023-01-04,11,20,22,25.95,9.99,6.38,3.79,2023-01-04 11:00:00
JFK,2023-01-04,12,27,25,23.37,7.28,1.4,2.86,2023-01-04 12:00:00
JFK,2023-01-04,13,22,35,19.36,3.4,3.47,2.85,2023-01-04 13:00:00
JFK,2023-01-04,14,21,40,21.9,5.68,4.75,5.22,2023-01-04 14:00:00
JFK,2023-01-04,15,34,28,21.06,3.78,7.86,4.22,2023-01-04 15:00:00
JFK,2023-01-04,16,23,29,20.55,3.37,4.24,5.97,2023-01-04 16:00:00
JFK,2023-01-04,17,32,29,22.63,5.31,3.66,6.85,2023-01-04 17:00:00
JFK,2023-01-04,18,30,37,21.1,3.57,5.71,11.53,2023-01-04 18:00:00
JFK,2023-01-04,19,40,22,24.83,6.25,4.38,6.5,2023-01-04 19:00:00
JFK,2023-01-04,20,26,27,27.07,9.74,3.68,7.19,2023-01-04 20:00:00
JFK,2023-01-04,21,30,37,26.03,8.98,2.4,8.14,2023-01-04 21:00:00
JFK,2023-01-04,22,20,29,17.68,1.79,3.72,6.2,2023-01-04 22:00:00
JFK,2023-01-04,23,12,20,24.31,7.01,3.75,6.06,2023-01-04 23:00:00
JFK,2023-01-05,0,3,7,22.0,4.4,1.75,5.99,2023-01-05 00:00:00
JFK,2023-01-05,1,4,1,19.0,2.6,0.0,13.13,2023-01-05 01:00:00
JFK,2023-01-05,2,1,1,16.0,0.0,0.33,2.47,2023-01-05 02:00:00
JFK,2023-01-05,3,1,2,17.5,0.2,0.0,6.7,2023-01-05 03:00:00
JFK,2023-01-05,4,1,6,17.0,0.0,0.88,4.31,2023-01-05 04:00:00
JFK,2023-01-05,5,5,13,17.6,1.98,4.06,5.64,2023-01-05 05:00:00
JFK,2023-01-05,6,22,17,21.92,5.58,2.0,3.44,2023-01-05 06:00:00
JFK,2023-01-05,7,37,27,25.77,7.89,4.0,2.89,2023-01-05 07:00:00
JFK,2023-01-05,8,40,19,24.96,7.22,5.75,5.06,2023-01-05 08:00:00
JFK,2023-01-05,9,35,22,20.61,4.36,0.79,4.8,2023-01-05 09:00:00
JFK,2023-01-05,10,23,16,17.88,2.59,2.31,4.19,2023-01-05 10:00:00
JFK,2023-01-05,11,18,21,21.68,5.13,2.83,2.48,2023-01-05 11:00:00
JFK,2023-01-05,12,28,25,17.37,0.91,1.31,2.79,2023-01-05 12:00:00
JFK,2023-01-05,13,22,32,17.35,1.76,3.48,4.2,2023-01-05 13:00:00
JFK,2023-01-05,14,23,45,19.07,2.76,4.36,4.31,2023-01-05 14:00:00
JFK,2023-01-05,15,31,32,19.07,2.95,2.31,3.64,2023-01-05 15:00:00
JFK,2023-01-05,16,23,29,21.13,4.51,2.19,4.13,2023-01-05 16:00:00
JFK,2023-01-05,17,37,31,23.79,6.8,3.53,7.75,2023-01-05 17:00:00
JFK,2023-01-05,18,33,38,23.97,7.05,3.46,12.14,2023-01-05 18:00:00
JFK,2023-01-05,19,38,24,22.77,4.66,2.96,11.17,2023-01-05 19:00:00
JFK,2023-01-05,20,29,29,26.83,9.38,0.79,9.0,2023-01-05 20:00:00
JFK,2023-01-05,21,34,35,29.7,12.34,1.73,9.04,2023-01-05 21:00:00
JFK,2023-01-05,22,20,34,21.65,5.13,3.24,5.55,2023-01-05 22:00:00
JFK,2023-01-05,23,12,18,20.38,3.32,0.72,7.39,2023-01-05 23:00:00
JFK,2023-01-06,0,8,6,23.56,6.27,2.33,10.1,2023-01-06 00:00:00
JFK,2023-01-06,1,4,2,20.67,3.2,0.0,14.2,2023-01-06 01:00:00
JFK,2023-01-06,2,1,2,18.0,0.4,0.0,9.7,2023-01-06 02:00:00
JFK,2023-01-06,3,1,0,21.0,3.4,0.0,4.7,2023-01-06 03:00:00
JFK,2023-01-06,4,0,6,0.0,0.0,0.0,9.26,2023-01-06 04:00:00
JFK,2023-01-06,5,6,12,18.83,4.08,0.89,3.48,2023-01-06 05:00:00
JFK,2023-01-06,6,22,15,20.46,4.15,1.6,3.75,2023-01-06 06:00:00
JFK,2023-01-06,7,36,29,20.43,3.19,2.54,5.82,2023-01-06 07:00:00
JFK,2023-01-06,8,42,18,19.5,3.11,2.24,4.49,2023-01-06 08:00:00
JFK,2023-01-06,9,35,20,21.81,5.41,1.05,3.75,2023-01-06 09:00:00
JFK,2023-01-06,10,24,17,18.57,2.62,1.47,5.23,2023-01-06 10:00:00
JFK,2023-01-06,11,18,21,17.68,1.22,1.4,3.85,2023-01-06 11:00:00
JFK,2023-01-06,12,27,25,19.65,3.1,1.04,2.93,2023-01-06 12:00:00
JFK,2023-01-06,13,21,34,21.05,4.58,2.0,6.18,2023-01-06 13:00:00
JFK,2023-01-06,14,22,42,22.54,5.7,1.76,3.69,2023-01-06 14:00:00
JFK,2023-01-06,15,34,29,21.06,4.3,2.87,4.67,2023-01-06 15:00:00
JFK,2023-01-06,16,26,31,19.56,2.36,3.42,5.48,2023-01-06 16:00:00
JFK,2023-01-06,17,33,30,22.32,5.08,3.52,6.58,2023-01-06 17:00:00
JFK,2023-01-06,18,32,35,20.55,3.68,4.29,7.75,2023-01-06 18:00:00
JFK,2023-01-06,19,38,23,21.68,3.94,2.17,8.53,2023-01-06 19:00:00
JFK,2023-01-06,20,28,30,22.07,4.89,3.34,7.33,2023-01-06 20:00:00
JFK,2023-01-06,21,30,33,23.1,6.19,3.71,11.11,2023-01-06 21:00:00
JFK,2023-01-06,22,19,33,25.96,8.9,2.06,12.96,2023-01-06 22:00:00
JFK,2023-01-06,23,13,21,20.07,3.58,4.18,5.77,2023-01-06 23:00:00
JFK,2023-01-07,0,6,7,20.86,4.23,7.57,3.73,2023-01-07 00:00:00
JFK,2023-01-07,1,4,1,17.5,0.35,0.0,3.13,2023-01-07 01:00:00
JFK,2023-01-07,2,2,1,15.0,0.0,1.33,6.03,2023-01-07 02:00:00
JFK,2023-01-07,3,1,1,17.0,0.2,0.0,0.0,2023-01-07 03:00:00
JFK,2023-01-07,4,1,6,18.0,0.7,2.43,5.31,2023-01-07 04:00:00
JFK,2023-01-07,5,7,11,16.43,1.29,0.0,5.44,2023-01-07 05:00:00
JFK,2023-01-07,6,20,19,19.36,2.91,1.64,2.11,2023-01-07 06:00:00
JFK,2023-01-07,7,36,27,22.31,4.76,2.2,2.2,2023-01-07 07:00:00
JFK,2023-01-07,8,43,21,23.11,5.86,2.78,2.61,2023-01-07 08:00:00
JFK,2023-01-07,9,34,21,21.84,5.36,0.83,5.74,2023-01-07 09:00:00
JFK,2023-01-07,10,21,17,18.68,2.55,1.0,1.86,2023-01-07 10:00:00
JFK,2023-01-07,11,21,21,19.91,3.57,2.22,2.5,2023-01-07 11:00:00
JFK,2023-01-07,12,26,25,21.15,4.57,0.89,2.65,2023-01-07 12:00:00
JFK,2023-01-07,13,22,32,19.08,2.67,1.5,2.53,2023-01-07 13:00:00
JFK,2023-01-07,14,21,39,19.7,3.97,1.25,1.57,2023-01-07 14:00:00
JFK,2023-01-07,15,32,31,20.78,4.35,10.74,2.04,2023-01-07 15:00:00
JFK,2023-01-07,16,21,32,22.23,4.54,2.21,4.01,2023-01-07 16:00:00
JFK,2023-01-07,17,30,31,21.29,4.18,2.34,5.12,2023-01-07 17:00:00
JFK,2023-01-07,18,34,36,31.46,13.49,3.29,8.9,2023-01-07 18:00:00
JFK,2023-01-07,19,41,27,26.1,7.24,2.54,7.22,2023-01-07 19:00:00
JFK,2023-01-07,20,25,29,24.59,7.24,3.19,7.4,2023-01-07 20:00:00
JFK,2023-01-07,21,36,35,23.27,5.99,2.69,5.58,2023-01-07 21:00:00
JFK,2023-01-07,22,20,29,17.37,1.47,3.25,8.69,2023-01-07 22:00:00
JFK,2023-01-07,23,13,18,21.35,3.97,2.39,3.59,2023-01-07 23:00:00
JFK,2023-01-08,0,7,7,19.75,3.0,2.0,1.35,2023-01-08 00:00:00
JFK,2023-01-08,1,3,1,19.25,2.7,0.0,5.7,2023-01-08 01:00:00
JFK,2023-01-08,2,2,2,15.67,0.0,5.0,5.7,2023-01-08 02:00:00
JFK,2023-01-08,3,3,1,14.0,0.0,3.5,3.2,2023-01-08 03:00:00
JFK,2023-01-08,4,0,5,0.0,0.0,1.71,4.69,2023-01-08 04:00:00
JFK,2023-01-08,5,7,12,17.29,2.0,0.0,3.26,2023-01-08 05:00:00
JFK,2023-01-08,6,24,19,17.4,1.68,1.06,2.93,2023-01-08 06:00:00
JFK,2023-01-08,7,38,34,23.55,6.07,3.06,6.92,2023-01-08 07:00:00
JFK,2023-01-08,8,55,20,25.33,7.6,2.9,7.83,2023-01-08 08:00:00
JFK,2023-01-08,9,44,27,25.15,8.34,1.57,5.44,2023-01-08 09:00:00
JFK,2023-01-08,10,20,19,20.91,4.8,2.2,4.54,2023-01-08 10:00:00
JFK,2023-01-08,11,23,25,20.26,3.3,1.24,3.59,2023-01-08 11:00:00
JFK,2023-01-08,12,30,31,21.42,4.57,1.3,3.19,2023-01-08 12:00:00
JFK,2023-01-08,13,27,46,22.74,6.25,3.2,5.53,2023-01-08 13:00:00
JFK,2023-01-08,14,28,45,23.89,6.96,4.82,5.33,2023-01-08 14:00:00
JFK,2023-01-08,15,38,32,24.23,6.77,3.0,6.26,2023-01-08 15:00:00
JFK,2023-01-08,16,27,42,24.43,6.58,2.64,6.0,2023-01-08 16:00:00
JFK,2023-01-08,17,39,33,26.88,9.34,1.83,7.7,2023-01-08 17:00:00
JFK,2023-01-08,18,36,35,31.07,13.17,1.55,9.44,2023-01-08 18:00:00
JFK,2023-01-08,19,43,28,30.61,11.71,2.47,8.12,2023-01-08 19:00:00
JFK,2023-01-08,20,33,38,31.74,14.13,2.49,12.24,2023-01-08 20:00:00
JFK,2023-01-08,21,35,40,28.29,10.67,2.71,4.39,2023-01-08 21:00:00
JFK,2023-01-08,22,27,34,25.18,8.15,3.31,3.96,2023-01-08 22:00:00
JFK,2023-01-08,23,12,20,21.64,4.69,4.15,4.35,2023-01-08 23:00:00
JFK,2023-01-09,0,5,7,23.5,5.9,5.78,5.83,2023-01-09 00:00:00
JFK,2023-01-09,1,6,2,18.6,1.16,0.0,7.2,2023-01-09 01:00:00
JFK,2023-01-09,2,1,2,18.5,1.95,2.0,3.45,2023-01-09 02:00:00
JFK,2023-01-09,3,1,0,18.0,0.7,0.0,3.7,2023-01-09 03:00:00
JFK,2023-01-09,4,0,5,26.0,8.4,2.63,4.69,2023-01-09 04:00:00
JFK,2023-01-09,5,5,11,16.4,1.28,1.75,3.73,2023-01-09 05:00:00
JFK,2023-01-09,6,25,13,19.56,3.61,3.05,7.49,2023-01-09 06:00:00
JFK,2023-01-09,7,36,32,23.83,5.97,6.38,11.89,2023-01-09 07:00:00
JFK,2023-01-09,8,49,23,19.76,3.33,3.65,7.64,2023-01-09 08:00:00
JFK,2023-01-09,9,44,25,19.5,3.56,2.78,4.72,2023-01-09 09:00:00
JFK,2023-01-09,10,21,18,18.77,2.63,0.89,2.56,2023-01-09 10:00:00
JFK,2023-01-09,11,24,24,18.31,1.84,2.0,3.02,2023-01-09 11:00:00
JFK,2023-01-09,12,30,33,18.03,2.34,1.79,3.13,2023-01-09 12:00:00
JFK,2023-01-09,13,29,42,21.03,4.37,1.63,2.88,2023-01-09 13:00:00
JFK,2023-01-09,14,28,44,23.21,6.27,2.3,2.47,2023-01-09 14:00:00
JFK,2023-01-09,15,37,34,20.19,3.45,3.22,5.17,2023-01-09 15:00:00
JFK,2023-01-09,16,28,40,19.96,3.53,2.1,5.03,2023-01-09 16:00:00
JFK,2023-01-09,17,39,34,20.03,3.55,3.57,7.92,2023-01-09 17:00:00
JFK,2023-01-09,18,34,33,21.5,4.44,3.03,12.96,2023-01-09 18:00:00
JFK,2023-01-09,19,38,28,20.8,3.69,2.42,9.27,2023-01-09 19:00:00
JFK,2023-01-09,20,36,37,21.0,4.08,1.87,9.39,2023-01-09 20:00:00
JFK,2023-01-09,21,34,38,23.5,6.28,2.5,6.81,2023-01-09 21:00:00
JFK,2023-01-09,22,26,31,23.03,6.21,5.06,4.64,2023-01-09 22:00:00
JFK,2023-01-09,23,12,26,18.14,2.32,1.32,6.27,2023-01-09 23:00:00
JFK,2023-01-10,0,5,6,16.4,0.96,1.75,5.01,2023-01-10 00:00:00
JFK,2023-01-10,1,4,1,16.33,0.0,0.0,5.7,2023-01-10 01:00:00
JFK,2023-01-10,2,1,1,9.0,0.0,0.0,6.95,2023-01-10 02:00:00
JFK,2023-01-10,3,1,1,16.5,1.7,0.0,3.7,2023-01-10 03:00:00
JFK,2023-01-10,4,1,6,13.0,0.0,0.63,1.98,2023-01-10 04:00:00
JFK,2023-01-10,5,4,11,15.5,1.0,0.14,1.49,2023-01-10 05:00:00
JFK,2023-01-10,6,23,19,17.92,1.94,1.62,2.53,2023-01-10 06:00:00
JFK,2023-01-10,7,39,30,22.51,4.88,2.43,5.57,2023-01-10 07:00:00
JFK,2023-01-10,8,47,18,22.78,4.98,1.21,2.32,2023-01-10 08:00:00
JFK,2023-01-10,9,39,26,17.98,2.37,2.89,3.43,2023-01-10 09:00:00
JFK,2023-01-10,10,21,17,19.96,3.64,1.45,3.09,2023-01-10 10:00:00
JFK,2023-01-10,11,20,21,20.43,3.59,2.75,2.1,2023-01-10 11:00:00
JFK,2023-01-10,12,30,33,22.72,5.61,1.97,2.5,2023-01-10 12:00:00
JFK,2023-01-10,13,24,43,20.0,3.57,2.87,4.15,2023-01-10 13:00:00
JFK,2023-01-10,14,32,43,24.06,7.61,2.3,2.57,2023-01-10 14:00:00
JFK,2023-01-10,15,36,36,24.69,7.58,2.7,4.4,2023-01-10 15:00:00
JFK,2023-01-10,16,30,38,21.19,3.88,2.08,5.31,2023-01-10 16:00:00
JFK,2023-01-10,17,39,32,23.46,6.18,2.89,11.23,2023-01-10 17:00:00
JFK,2023-01-10,18,33,34,21.46,4.41,4.08,9.53,2023-01-10 18:00:00
JFK,2023-01-10,19,38,27,26.87,8.8,5.79,9.87,2023-01-10 19:00:00
JFK,2023-01-10,20,35,36,23.22,6.12,2.53,9.15,2023-01-10 20:00:00
JFK,2023-01-10,21,35,37,27.92,10.92,3.23,8.78,2023-01-10 21:00:00
JFK,2023-01-10,22,26,36,33.0,15.8,2.76,13.22,2023-01-10 22:00:00
JFK,2023-01-10,23,14,19,23.06,6.53,1.05,12.07,2023-01-10 23:00:00
JFK,2023-01-11,0,7,5,20.5,3.0,1.13,3.65,2023-01-11 00:00:00
JFK,2023-01-11,1,2,2,20.5,2.7,0.0,5.47,2023-01-11 01:00:00
JFK,2023-01-11,2,1,2,13.0,0.0,10.0,5.2,2023-01-11 02:00:00
JFK,2023-01-11,3,1,0,18.5,1.2,0.0,5.7,2023-01-11 03:00:00
JFK,2023-01-11,4,0,6,16.0,0.0,2.13,2.06,2023-01-11 04:00:00
JFK,2023-01-11,5,6,11,21.0,4.46,0.18,3.35,2023-01-11 05:00:00
JFK,2023-01-11,6,24,17,21.3,4.86,3.17,4.53,2023-01-11 06:00:00
JFK,2023-01-11,7,36,33,41.23,23.83,1.84,9.25,2023-01-11 07:00:00
JFK,2023-01-11,8,53,18,34.94,17.06,1.53,18.39,2023-01-11 08:00:00
JFK,2023-01-11,9,40,28,29.2,12.26,11.07,13.11,2023-01-11 09:00:00
JFK,2023-01-11,10,22,18,28.08,11.01,1.38,8.45,2023-01-11 10:00:00
JFK,2023-01-11,11,23,23,23.39,5.48,1.48,6.07,2023-01-11 11:00:00
JFK,2023-01-11,12,29,33,25.37,8.3,2.29,5.18,2023-01-11 12:00:00
JFK,2023-01-11,13,27,42,23.07,6.77,5.49,5.57,2023-01-11 13:00:00
JFK,2023-01-11,14,29,42,18.42,2.45,2.34,5.77,2023-01-11 14:00:00
JFK,2023-01-11,15,34,32,19.3,2.53,3.51,5.2,2023-01-11 15:00:00
JFK,2023-01-11,16,31,41,23.04,5.7,2.1,9.35,2023-01-11 16:00:00
JFK,2023-01-11,17,38,33,22.92,5.96,2.09,6.0,2023-01-11 17:00:00
JFK,2023-01-11,18,33,34,19.92,3.87,1.79,6.53,2023-01-11 18:00:00
JFK,2023-01-11,19,39,30,22.26,4.31,3.0,10.38,2023-01-11 19:00:00
JFK,2023-01-11,20,35,35,21.8,4.91,3.14,7.55,2023-01-11 20:00:00
JFK,2023-01-11,21,34,38,24.89,8.03,1.03,7.54,2023-01-11 21:00:00
JFK,2023-01-11,22,26,32,26.19,9.13,2.71,7.71,2023-01-11 22:00:00
JFK,2023-01-11,23,11,20,21.13,3.57,1.44,4.09,2023-01-11 23:00:00
JFK,2023-01-12,0,3,6,18.67,1.07,0.0,3.87,2023-01-12 00:00:00
JFK,2023-01-12,1,4,1,16.5,0.6,2.67,7.8,2023-01-12 01:00:00
JFK,2023-01-12,2,1,1,25.0,7.4,1.0,6.16,2023-01-12 02:00:00
JFK,2023-01-12,3,1,1,21.5,3.9,0.0,5.7,2023-01-12 03:00:00
JFK,2023-01-12,4,1,6,16.0,0.0,0.5,2.56,2023-01-12 04:00:00
JFK,2023-01-12,5,4,12,17.0,1.3,0.0,1.78,2023-01-12 05:00:00
JFK,2023-01-12,6,24,22,19.04,3.04,2.21,3.08,2023-01-12 06:00:00
JFK,2023-01-12,7,38,32,23.41,5.69,2.44,7.93,2023-01-12 07:00:00
JFK,2023-01-12,8,52,21,26.32,8.78,1.38,6.71,2023-01-12 08:00:00
JFK,2023-01-12,9,39,28,21.2,4.77,1.44,6.3,2023-01-12 09:00:00
JFK,2023-01-12,10,21,18,19.77,3.31,0.68,4.37,2023-01-12 10:00:00
JFK,2023-01-12,11,21,22,18.83,2.13,3.1,5.59,2023-01-12 11:00:00
JFK,2023-01-12,12,31,33,21.43,4.53,1.8,2.71,2023-01-12 12:00:00
JFK,2023-01-12,13,28,41,18.2,2.37,3.0,4.13,2023-01-12 13:00:00
JFK,2023-01-12,14,30,47,29.71,13.0,6.71,2.91,2023-01-12 14:00:00
JFK,2023-01-12,15,34,36,41.56,23.96,9.18,5.02,2023-01-12 15:00:00
JFK,2023-01-12,16,30,39,38.13,19.84,8.27,8.51,2023-01-12 16:00:00
JFK,2023-01-12,17,41,36,38.46,20.93,5.81,10.49,2023-01-12 17:00:00
JFK,2023-01-12,18,33,36,35.26,17.33,7.44,9.33,2023-01-12 18:00:00
JFK,2023-01-12,19,41,29,44.12,25.27,8.37,11.62,2023-01-12 19:00:00
JFK,2023-01-12,20,37,36,57.76,40.16,10.38,13.51,2023-01-12 20:00:00
JFK,2023-01-12,21,42,38,57.7,40.2,8.5,10.5,2023-01-12 21:00:00
JFK,2023-01-12,22,23,36,48.19,31.0,12.41,8.63,2023-01-12 22:00:00
JFK,2023-01-12,23,12,22,41.81,23.93,13.95,10.32,2023-01-12 23:00:00
JFK,2023-01-13,0,8,6,28.86,11.26,10.86,5.46,2023-01-13 00:00:00
JFK,2023-01-13,1,4,2,18.2,1.36,0.0,6.7,2023-01-13 01:00:00
JFK,2023-01-13,2,1,2,14.0,0.0,0.0,10.2,2023-01-13 02:00:00
JFK,2023-01-13,3,1,0,20.0,3.7,0.0,7.7,2023-01-13 03:00:00
JFK,2023-01-13,4,0,6,32.0,14.4,3.83,12.25,2023-01-13 04:00:00
JFK,2023-01-13,5,4,12,15.0,0.75,0.89,8.43,2023-01-13 05:00:00
JFK,2023-01-13,6,24,19,18.29,2.31,5.5,4.64,2023-01-13 06:00:00
JFK,2023-01-13,7,38,33,22.9,5.15,10.24,9.24,2023-01-13 07:00:00
JFK,2023-01-13,8,54,19,32.46,14.5,5.52,10.76,2023-01-13 08:00:00
JFK,2023-01-13,9,40,28,29.91,12.93,5.0,7.1,2023-01-13 09:00:00
JFK,2023-01-13,10,22,17,20.64,3.99,4.21,6.19,2023-01-13 10:00:00
JFK,2023-01-13,11,22,23,19.84,3.21,3.3,4.78,2023-01-13 11:00:00
JFK,2023-01-13,12,30,33,19.18,2.06,3.94,4.92,2023-01-13 12:00:00
JFK,2023-01-13,13,28,41,19.83,3.53,4.5,3.21,2023-01-13 13:00:00
