DATE,HourlyDewPointTemperature,HourlyDryBulbTemperature,HourlyPrecipitation,HourlyPresentWeatherType,HourlyRelativeHumidity,HourlyVisibility,HourlyWindDirection,HourlyWindSpeed
2023-01-01T00:00:00,32,37,,,82.0,6.84,110,7.0
2023-01-01T00:51:00,32,37,0.00,HZ:7 |FU |HZ,82.0,6.00,140,6.0
2023-01-01T01:18:00,33,38,,HZ:7 |FU |HZ,83.0,6.00,150,8.0
2023-01-01T01:32:00,33,38,T,-RA:02 BR:1 |RA |RA,83.0,6.00,150,7.0
2023-01-01T01:51:00,33,38,T,-RA:02 BR:1 |RA |RA,83.0,5.00,160,7.0
2023-01-01T02:22:00,34,38,0.01,-RA:02 BR:1 |RA |RA,86.0,4.00,170,7.0
2023-01-01T02:27:00,34,38,0.02,-RA:02 BR:1 |RA |RA,86.0,4.00,170,7.0
2023-01-01T02:51:00,34,38,0.08s,RA:02 BR:1 |RA |RA,86.0,3.00,160,6.0
2023-01-01T03:06:00,35,38,0.05,+RA:02 BR:1 |RA |RA,89.0,2.50,150,3.0
2023-01-01T03:51:00,35,38,0.08,-RA:02 BR:1 |RA |RA,89.0,2.50,000,0.0
2023-01-01T04:20:00,35,38,T,BR:1 ||,89.0,3.00,130,5.0
2023-01-01T04:51:00,36,38,T,-RA:02 BR:1 |RA |RA,93.0,3.00,140,5.0
2023-01-01T05:06:00,36,38,T,-RA:02 BR:1 |RA |RA,93.0,3.00,180,5.0
2023-01-01T05:26:00,36,39,T,BR:1 ||,89.0,2.50,170,8.0
2023-01-01T05:36:00,37,39,T,BR:1 ||,93.0,1.00,190,6.0
2023-01-01T05:49:00,37,39,,BR:1 ||,93.0,0.75,210,5.0
2023-01-01T05:51:00,37,40,T,BR:1 ||,89.0,0.75,200,5.0
2023-01-01T06:00:00,37,40,,,89.0,0.75,200,5.0
2023-01-01T06:49:00,39,43,,BR:1 |FG s |,87.0,1.00,250,6.0
2023-01-01T06:51:00,39,42,0.00,BR:1 |FG s |,89.0,1.00,250,5.0
2023-01-01T07:06:00,39,42,,BR:1 ||,89.0,3.00,250,5.0
2023-01-01T07:42:00,39,42,,BR:1 ||,89.0,4.00,240,5.0
2023-01-01T07:51:00,39,42,0.00,BR:1 ||,89.0,4.00,240,6.0
2023-01-01T08:51:00,39,42,0.00,BR:1 ||,89.0,4.00,260,6.0
2023-01-01T09:51:00,39,42,0.00,BR:1 ||,89.0,4.00,270,7.0
2023-01-01T10:51:00,38,41,0.00,BR:1 ||,89.0,2.50,260,7.0
2023-01-01T11:08:00,38,41,,BR:1 ||,89.0,2.50,260,8.0
2023-01-01T11:51:00,38,41,0.00,BR:1 ||,89.0,2.00,250,7.0
2023-01-01T12:00:00,38,41,,,89.0,1.99,250,7.0
2023-01-01T12:51:00,39,42,0.00,BR:1 ||,89.0,2.50,260,7.0
2023-01-01T13:00:00,39,42,,BR:1 ||,89.0,3.00,230,8.0
2023-01-01T13:49:00,39,43,,BR:1 ||,87.0,5.00,250,3.0
2023-01-01T13:51:00,39,43,0.00,BR:1 ||,86.0,5.00,VRB,3.0
2023-01-01T14:16:00,39,44,,HZ:7 |FU |HZ,83.0,5.00,240,6.0
2023-01-01T14:51:00,39,45,0.00,,80.0,7.00,250,6.0
2023-01-01T15:51:00,39,43,0.00,,86.0,7.00,250,5.0
2023-01-01T16:51:00,38,42,0.00,BR:1 ||,85.0,6.00,000,0.0
2023-01-01T17:51:00,36,40,0.00,BR:1 ||,86.0,5.00,000,0.0
2023-01-01T18:00:00,36,40,,,86.0,4.97,000,0.0
2023-01-01T18:51:00,37,40,0.00,BR:1 ||,89.0,5.00,210,6.0
2023-01-01T19:51:00,37,41,0.00,BR:1 ||,86.0,5.00,000,0.0
2023-01-01T20:21:00,37,40,,BR:1 ||,89.0,4.00,000,0.0
2023-01-01T20:51:00,37,40,0.00,BR:1 ||,89.0,4.00,000,0.0
2023-01-01T21:14:00,36,40,,BR:1 ||,86.0,4.00,000,0.0
2023-01-01T21:51:00,36,39,0.00,BR:1 ||,89.0,3.00,000,0.0
2023-01-01T22:41:00,36,39,,BR:1 ||,89.0,2.50,000,0.0
2023-01-01T22:51:00,35,38,0.00,BR:1 ||,89.0,2.50,000,0.0
2023-01-01T23:06:00,35,39,,BR:1 ||,86.0,1.50,000,0.0
2023-01-01T23:14:00,35,39,,FG:2 |FG |,86.0,0.50,000,0.0
2023-01-01T23:24:00,35,38,,FG:2 |FG |,89.0,0.25,000,0.0
2023-01-01T23:38:00,36,38,,FG:2 |FG |,93.0,0.25,000,0.0
2023-01-01T23:49:00,36,37,,FG:2 |FG |,93.0,0.25,290,3.0
2023-01-01T23:51:00,35,38,0.00,FG:2 |FG |,89.0,0.25,000,0.0
2023-01-02T00:00:00,35,38,,||FG,89.0,0.25,000,0.0
2023-01-02T00:40:00,35,38,,FG:2 |FG |,89.0,0.25,000,0.0
2023-01-02T00:49:00,36,37,,FG:2 |FG |,93.0,0.25,000,0.0
2023-01-02T00:51:00,35,38,0.00,FG:2 |FG |,89.0,0.25,000,0.0
2023-01-02T01:51:00,34,37,0.00,FG:2 |FG |,89.0,0.25,000,0.0
2023-01-02T02:02:00,34,37,,FG:2 |FG |,89.0,0.12,000,0.0
2023-01-02T02:36:00,32,34,,FG:2 |FG |,92.0,0.50,000,0.0
2023-01-02T02:49:00,30,34,,BR:1 ||,87.0,1.00,000,0.0
2023-01-02T02:51:00,30,34,0.00,BC:3 FG:2 BR:1 |FG |,85.0,1.00,000,0.0
2023-01-02T03:20:00,32,35,,BC:3 FG:2 BR:1 |FG |,89.0,1.50V,360,5.0
2023-01-02T03:30:00,30,33,,BC:3 FG:2 BR:1 |FG |,89.0,3.00,020,6.0
2023-01-02T03:37:00,30,33,,BC:3 FG:2 BR:1 |FG |,89.0,3.00,010,5.0
2023-01-02T03:51:00,29,33,0.00,BC:3 FG:2 BR:1 |FG |,85.0,3.00,000,0.0
