DATE,HourlyDewPointTemperature,HourlyDryBulbTemperature,HourlyPrecipitation,HourlyPresentWeatherType,HourlyRelativeHumidity,HourlyVisibility,HourlyWindDirection,HourlyWindSpeed
2023-01-01T00:51:00,48,48.0,T,FG:2 |FG |,100.0,0.25,240,10.0
2023-01-01T01:00:00,48,48.0,,||FG,100.0,0.25,240,10.0
2023-01-01T01:49:00,46,46.0,,FG:2 |FG |,100.0,0.25,230,9.0
2023-01-01T01:51:00,46,46.0,0.00,FG:2 |FG |,100.0,0.25,240,9.0
2023-01-01T02:15:00,46,46.0,,FG:2 |FG |,100.0,0.25,250,10.0
2023-01-01T02:25:00,46,46.0,,BR:1 ||,100.0,0.75,250,10.0
2023-01-01T02:29:00,46,46.0,,BR:1 ||,100.0,1.00,250,9.0
2023-01-01T02:39:00,47,47.0,,BR:1 ||,100.0,2.00,260,9.0
2023-01-01T02:49:00,48,48.0,,BR:1 ||,100.0,6.00,260,14.0
2023-01-01T02:51:00,49,49.0,0.00,BR:1 ||,100.0,6.00,260,13.0
2023-01-01T03:51:00,48,48.0,0.00,BR:1 ||,100.0,6.00,250,11.0
2023-01-01T04:00:00,48,48.0,,,100.0,5.59,250,11.0
2023-01-01T04:51:00,47,47.0,0.00,BR:1 ||,100.0,5.00,250,10.0
2023-01-01T05:51:00,45,45.0,0.00,BR:1 ||,100.0,3.00,260,11.0
2023-01-01T06:51:00,44,44.0,0.00,BR:1 ||,100.0,6.00,250,9.0
2023-01-01T07:00:00,44,44.0,,,100.0,5.59,250,9.0
2023-01-01T07:51:00,45,45.0,0.00,MI:1 FG:2 |FG |,100.0,7.00,230,11.0
2023-01-01T08:51:00,47,50.0,0.00,,89.0,10.00,260,9.0
2023-01-01T09:51:00,46,50.0,0.00,,86.0,10.00,260,10.0
2023-01-01T10:00:00,46,50.0,,,86.0,9.94,260,10.0
2023-01-01T10:51:00,41,54.0,0.00,,62.0,10.00,290,11.0
2023-01-01T11:51:00,39,55.0,0.00,,55.0,10.00,290,16.0
2023-01-01T12:51:00,39,55.0,0.00,,55.0,10.00,290,15.0
2023-01-01T13:00:00,39,55.0,,,55.0,9.94,290,15.0
2023-01-01T13:51:00,36,55.0,0.00,,49.0,10.00,300,10.0
2023-01-01T14:51:00,34,55.0,0.00,,45.0,10.00,280,11.0
2023-01-01T15:51:00,33,54.0,0.00,,45.0,10.00,300,10.0
2023-01-01T16:00:00,33,54.0,,,45.0,9.94,300,10.0
2023-01-01T16:51:00,33,52.0,0.00,,49.0,10.00,310,8.0
2023-01-01T17:51:00,33,47.0,0.00,,59.0,10.00,000,0.0
2023-01-01T18:51:00,38,47.0,0.00,,71.0,10.00,260,11.0
2023-01-01T19:00:00,38,47.0,,,71.0,9.94,260,11.0
2023-01-01T19:51:00,37,43.0,0.00,,80.0,10.00,230,9.0
2023-01-01T20:51:00,38,44.0,0.00,,79.0,10.00,240,10.0
2023-01-01T21:51:00,38,46.0,0.00,,73.0,10.00,250,8.0
2023-01-01T22:00:00,38,46.0,,,73.0,9.94,250,8.0
2023-01-01T22:51:00,38,45.0,0.00,,77.0,10.00,230,8.0
2023-01-01T23:51:00,38,45.0,0.00,,77.0,10.00,250,6.0
2023-01-02T00:51:00,37,43.0,0.00,,80.0,10.00,240,5.0
2023-01-02T01:00:00,37,43.0,,,80.0,9.94,240,5.0
2023-01-02T01:51:00,38,43.0,0.00,,82.0,10.00,230,7.0
2023-01-02T02:51:00,38,42.0,0.00,,85.0,10.00,240,8.0
2023-01-02T03:51:00,38,39.0,0.00,,96.0,10.00,240,8.0
2023-01-02T04:00:00,38,39.0,,,96.0,9.94,240,8.0
2023-01-02T04:51:00,38,41.0,0.00,,89.0,10.00,250,3.0
2023-01-02T05:51:00,38,41.0,0.00,,89.0,10.00,210,7.0
2023-01-02T06:51:00,39,42.0,0.00,,89.0,10.00,250,9.0
2023-01-02T07:00:00,39,42.0,,,89.0,9.94,250,9.0
2023-01-02T07:51:00,39,46.0,0.00,,77.0,10.00,260,10.0
2023-01-02T08:51:00,39,45.0,0.00,,80.0,10.00,240,8.0
2023-01-02T09:51:00,40,49.0,0.00,,71.0,10.00,240,8.0
2023-01-02T10:00:00,40,49.0,,,71.0,9.94,240,8.0
2023-01-02T10:51:00,41,51.0,0.00,,69.0,10.00,260,6.0
2023-01-02T11:51:00,41,53.0,0.00,,64.0,10.00,230,5.0
2023-01-02T12:51:00,41,54.0,0.00,,62.0,10.00,240,7.0
2023-01-02T13:00:00,41,54.0,,,62.0,9.94,240,7.0
2023-01-02T13:51:00,42,51.0,0.00,,71.0,10.00,180,7.0
2023-01-02T14:51:00,42,50.0,0.00,,74.0,10.00,190,9.0
2023-01-02T15:51:00,42,50.0,0.00,,74.0,10.00,200,10.0
2023-01-02T16:00:00,42,50.0,,,74.0,9.94,200,10.0
2023-01-02T16:51:00,43,48.0,0.00,,83.0,10.00,180,6.0
2023-01-02T17:51:00,44,49.0,0.00,,83.0,10.00,180,6.0
2023-01-02T18:51:00,44,48.0,0.00,,86.0,10.00,200,6.0
2023-01-02T19:00:00,44,48.0,,,86.0,9.94,200,6.0
