DATE,HourlyDewPointTemperature,HourlyDryBulbTemperature,HourlyPrecipitation,HourlyPresentWeatherType,HourlyRelativeHumidity,HourlyVisibility,HourlyWindDirection,HourlyWindSpeed
2019-01-01T00:00:00,33.0,34,,,97.0,9.94,290,9.0
2019-01-01T00:51:00,32.0,34,0.00,,92.0,10.00,330,8.0
2019-01-01T01:51:00,31.0,33,0.00,,92.0,10.00,320,10.0
2019-01-01T02:09:00,31.0,33,,BR:1 ||,92.0,6.00,320,13.0
2019-01-01T02:17:00,31.0,33,T,-SN:03 BR:1 |SN |,92.0,3.00,320,9.0
2019-01-01T02:51:00,31.0,32,T,-SN:03 BR:1 |SN |,96.0,4.00,330,7.0
2019-01-01T03:13:00,31.0,32,T,BR:1 ||,96.0,6.00,330,7.0
2019-01-01T03:51:00,30.0,32,0.00,BR:1 ||,92.0,5.00,340,6.0
2019-01-01T04:19:00,30.0,32,T,-SN:03 BR:1 |SN |,92.0,4.00,340,10.0
2019-01-01T04:49:00,28.0,30,0.01,-SN:03 BR:1 |SN |,93.0,1.75,360,11.0
2019-01-01T04:51:00,29.0,31,0.01,-SN:03 BR:1 |SN |,92.0,1.75,350,11.0
2019-01-01T05:20:00,28.0,30,T,-SN:03 BR:1 |SN |,92.0,5.00,360,16.0
2019-01-01T05:51:00,28.0,30,T,,92.0,10.00,360,11.0
2019-01-01T06:00:00,28.0,30,,,92.0,9.94,360,11.0
2019-01-01T06:32:00,26.0,29,T,-SN:03 BR:1 |SN |,89.0,4.00,350,9.0
2019-01-01T06:51:00,26.0,29,T,-SN:03 BR:1 |SN |,89.0,4.00,010,10.0
2019-01-01T06:55:00,26.0,29,T,-SN:03 BR:1 |SN |,89.0,5.00,010,13.0
2019-01-01T07:49:00,25.0,28,,,86.0,10.00,020,13.0
2019-01-01T07:51:00,24.0,29,T,,82.0,10.00,020,11.0
2019-01-01T08:51:00,24.0,28,0.00,,85.0,10.00,350,13.0
2019-01-01T09:40:00,24.0,28,,,85.0,10.00,350,10.0
2019-01-01T09:51:00,24.0,28,0.00,,85.0,10.00,360,10.0
2019-01-01T10:51:00,24.0,28,0.00,,85.0,10.00,340,9.0
2019-01-01T11:51:00,23.0,28,0.00,,81.0,10.00,340,9.0
2019-01-01T12:00:00,23.0,28,,,81.0,9.94,340,9.0
2019-01-01T12:51:00,23.0,27,0.00,,85.0,10.00,350,9.0
2019-01-01T13:16:00,23.0,27,T,GR:07 |HAIL |SH,85.0,10.00,350,8.0
2019-01-01T13:20:00,23.0,27,T,-SN:03 |SN |,85.0,10.00,360,9.0
2019-01-01T13:51:00,23.0,27,T,-SN:03 |SN |,85.0,9.00,010,10.0
2019-01-01T14:51:00,23.0,27,T,-SN:03 |SN |,85.0,10.00,010,9.0
2019-01-01T15:51:00,22.0,26,T,,84.0,10.00,350,6.0
2019-01-01T16:17:00,22.0,26,,,84.0,10.00,340,6.0
2019-01-01T16:51:00,22.0,26,0.00,,84.0,10.00,340,6.0
2019-01-01T17:51:00,22.0,26,0.00,,84.0,10.00,330,6.0
2019-01-01T18:00:00,22.0,26,,,84.0,9.94,330,6.0
2019-01-01T18:51:00,22.0,26,0.00,,84.0,10.00,330,6.0
2019-01-01T19:49:00,21.0,27,,,80.0,10.00,330,5.0
2019-01-01T19:51:00,22.0,26,0.00,,84.0,10.00,330,3.0
2019-01-01T20:51:00,23.0,26,0.00,,88.0,10.00,310,5.0
2019-01-01T21:12:00,23.0,26,,,88.0,10.00,350,5.0
2019-01-01T21:39:00,23.0,26,,,88.0,10.00,320,5.0
2019-01-01T21:51:00,23.0,26,0.00,,88.0,10.00,320,5.0
2019-01-01T22:39:00,23.0,26,,,88.0,8.00,000,0.0
2019-01-01T22:51:00,23.0,26,0.00,,88.0,7.00,350,3.0
2019-01-01T23:51:00,24.0,26,0.00,,92.0,8.00,000,0.0
2019-01-02T00:00:00,24.0,26,,,92.0,7.46,000,0.0
2019-01-02T00:51:00,24.0,26,0.00,,92.0,8.00,000,0.0
2019-01-02T01:49:00,25.0,27,,,93.0,8.00,000,0.0
2019-01-02T01:51:00,24.0,26,0.00,,92.0,8.00,000,0.0
2019-01-02T02:49:00,25.0,27,,,93.0,8.00,000,0.0
2019-01-02T02:51:00,24.0,27,0.00,,89.0,8.00,000,0.0
2019-01-02T03:51:00,24.0,27,0.00,,89.0,8.00,240,3.0
2019-01-02T04:51:00,25.0,27,0.00,,92.0,8.00,240,5.0
2019-01-02T05:40:00,25.0,28,,,88.0,7.00,220,7.0
2019-01-02T05:51:00,25.0,28,T,-FZ:8 DZ:01 BR:1 |FZDZ |,88.0,6.00,200,5.0
2019-01-02T06:00:00,25.0,28,,,88.0,5.59,200,5.0
2019-01-02T06:15:00,25.0,28,T,,88.0,7.00,210,3.0
2019-01-02T06:49:00,25.0,28,,,86.0,7.00,210,6.0
2019-01-02T06:51:00,26.0,28,T,,92.0,7.00,200,5.0
2019-01-02T07:11:00,26.0,28,T,-FZ:8 DZ:01 BR:1 |FZDZ |,92.0,6.00,200,7.0
2019-01-02T07:51:00,27.0,29,T,-FZ:8 DZ:01 BR:1 |FZDZ |,92.0,5.00,200,5.0
2019-01-02T08:13:00,27.0,29,T,BR:1 ||,92.0,5.00,200,7.0
2019-01-02T08:41:00,27.0,29,T,-FZ:8 DZ:01 BR:1 |FZDZ |,92.0,4.00,200,7.0
2019-01-02T08:49:00,27.0,28,,-FZ:8 DZ:01 BR:1 |FZDZ |,93.0,2.50,210,5.0
2019-01-02T08:51:00,27.0,29,T,-FZ:8 DZ:01 BR:1 |FZDZ |,92.0,2.50,200,5.0
2019-01-02T09:26:00,28.0,29,T,-FZ:8 DZ:01 BR:1 |FZDZ |,96.0,1.75,210,7.0
2019-01-02T09:51:00,28.0,30,T,-FZ:8 DZ:01 SN:03 BR:1 |FZDZ RA |,92.0,1.75,220,6.0
2019-01-02T10:07:00,28.0,30,0.01,-FZ:8 DZ:01 SN:03 BR:1 |FZDZ RA |,92.0,2.50,210,7.0
2019-01-02T10:19:00,28.0,30,0.01,-SN:03 BR:1 |SN |,92.0,1.50,240,10.0
2019-01-02T10:26:00,28.0,30,0.01,-SN:03 BR:1 |SN |,92.0,2.50,210,9.0
2019-01-02T10:31:00,28.0,30,0.01,-SN:03 BR:1 |SN |,92.0,3.00,220,10.0
2019-01-02T10:49:00,27.0,30,,-SN:03 BR:1 |SN |,86.0,5.00,210,11.0
2019-01-02T10:51:00,27.0,30,0.01,-SN:03 BR:1 |SN |,88.0,5.00,210,13.0
2019-01-02T11:19:00,27.0,30,T,-SN:03 BR:1 |SN |,88.0,4.00,240,11.0
2019-01-02T11:47:00,27.0,28,T,-SN:03 BR:1 |SN |,93.0,5.00,220,11.0
2019-01-02T11:51:00,26.0,29,T,-SN:03 BR:1 |SN |,89.0,6.00,230,14.0
2019-01-02T12:00:00,26.0,29,,,89.0,5.59,230,14.0
2019-01-02T12:51:00,25.0,29,T,-SN:03 BR:1 |SN |,85.0,6.00,240,10.0
2019-01-02T13:05:00,25.0,29,T,-SN:03 BR:1 |SN |,85.0,6.00,230,10.0
2019-01-02T13:51:00,25.0,29,T,-SN:03 |SN |,85.0,8.00,230,15.0
2019-01-02T14:51:00,25.0,29,T,,85.0,10.00,240,15.0
2019-01-02T15:35:00,24.0,28,,,85.0,10.00,240,15.0
2019-01-02T15:51:00,23.0,29,0.00,,78.0,10.00,240,14.0
2019-01-02T16:14:00,23.0,28,,,81.0,10.00,240,17.0
2019-01-02T16:51:00,22.0,29,0.00,,75.0,10.00,230,15.0
2019-01-02T17:51:00,23.0,29,0.00,,78.0,10.00,230,8.0
2019-01-02T18:00:00,23.0,29,,,78.0,9.94,230,8.0
2019-01-02T18:51:00,23.0,29,0.00,,78.0,10.00,250,11.0
2019-01-02T19:51:00,21.0,28,0.00,,75.0,10.00,250,16.0
2019-01-02T20:29:00,20.0,28,,,72.0,10.00,260,7.0
2019-01-02T20:43:00,20.0,28,,,72.0,10.00,260,11.0
2019-01-02T20:51:00,20.0,28,0.00,,72.0,10.00,260,10.0
2019-01-02T21:51:00,20.0,27,0.00,,75.0,10.00,240,9.0
2019-01-02T22:51:00,21.0,27,0.00,,78.0,10.00,240,15.0
2019-01-02T23:51:00,21.0,26,0.00,,81.0,10.00,230,11.0
2019-01-03T00:00:00,21.0,26,,,81.0,9.94,230,11.0
2019-01-03T00:51:00,21.0,26,0.00,,81.0,10.00,250,14.0
2019-01-03T01:51:00,21.0,25,0.00,,85.0,10.00,220,11.0
2019-01-03T02:51:00,21.0,25,0.00,,85.0,10.00,220,9.0
2019-01-03T03:51:00,21.0,25,0.00,,85.0,10.00,220,8.0
2019-01-03T04:51:00,21.0,24,0.00,,88.0,10.00,200,6.0
2019-01-03T05:51:00,21.0,24,0.00,,88.0,10.00,230,13.0
2019-01-03T06:00:00,21.0,24,,,88.0,9.94,230,13.0
2019-01-03T06:51:00,21.0,24,0.00,,88.0,10.00,230,10.0
2019-01-03T07:51:00,22.0,24,0.00,,91.0,9.00,220,8.0
